Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
EC935|EC935_000031-T1	AWP12516.1|GT29|	38.1	679	373	16	9	682	439	1075	4.54e-133	435
EC935|EC935_000036-T1	QHO28291.1|GH20|	37.7	549	311	13	20	544	43	584	1.94e-126	387
EC935|EC935_000199-T1	CDS12794.1|GT39|	46.6	713	366	5	57	767	53	752	4.44e-227	659
EC935|EC935_000259-T1	VDC69778.1|CE8|	43.7	620	327	10	129	738	658	1265	1.01e-159	499
EC935|EC935_000324-T1	AVI60826.1|GT22|	63.3	430	135	7	10	428	583	1000	1.78e-163	513
EC935|EC935_000350-T1	CDS13004.1|GT20|	52.4	757	349	7	15	764	25	777	1.87e-292	826
EC935|EC935_000351-T1	AAH68840.1|GT2|	74.2	236	61	0	3	238	30	265	8.02e-128	366
EC935|EC935_000402-T1	AAD30975.1|GT2|2.4.1.83	73.7	236	62	0	3	238	31	266	3.38e-127	365
EC935|EC935_000403-T1	CDS13004.1|GT20|	52.0	757	352	7	15	764	25	777	1.23e-290	821
EC935|EC935_000555-T1	CDS11103.1|GT66|	62.4	721	264	2	7	720	7	727	0.0	918
EC935|EC935_000613-T1	AWP09643.1|CBM13|GT27|	50.1	371	171	5	1	360	594	961	4.73e-114	363
EC935|EC935_000661-T1	CDS07813.1|GH37|	44.2	577	286	11	29	601	33	577	1.79e-168	496
EC935|EC935_000689-T1	APU66165.1|GH18|	72.0	282	77	2	30	311	1	280	4.79e-148	427
EC935|EC935_000708-T1	QKD53806.1|AA3|	36.2	629	330	14	45	613	35	652	4.42e-110	354
EC935|EC935_000744-T1	QLI66121.1|AA3|	36.5	628	335	17	38	610	29	647	1.80e-105	338
EC935|EC935_000778-T1	CDS14068.1|GH38|	35.5	660	359	17	2	610	427	1070	2.62e-118	381
EC935|EC935_000841-T1	SMQ49199.1|AA3|	36.4	637	340	17	21	616	28	640	5.71e-111	351
