Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
EC935|EC935_000036-T1	GH20(160-495)	GH20	GH20	N	3
EC935|EC935_000039-T1	GT21(55-286)	N	N	N	1
EC935|EC935_000199-T1	GT39(79-316)	GT39	GT39	N	3
EC935|EC935_000233-T1	CE16(28-292)	N	N	N	1
EC935|EC935_000267-T1	GH24(24-161)	N	N	N	1
EC935|EC935_000293-T1	GT22(45-461)	GT22	N	N	2
EC935|EC935_000350-T1	GT20(14-488)	GT20+CBM20	GT20	N	3
EC935|EC935_000351-T1	GT2_Glycos_transf_2(6-175)	GT2	GT2	N	3
EC935|EC935_000402-T1	GT2_Glycos_transf_2(6-175)	GT2	GT2+2.4.1.83	N	3
EC935|EC935_000403-T1	GT20(14-487)	GT20+CBM20	GT20	N	3
EC935|EC935_000555-T1	GT66(14-731)	GT66	GT66	N	3
EC935|EC935_000573-T1	CE16(2-268)	N	N	N	1
EC935|EC935_000582-T1	GT21(55-286)	N	N	N	1
EC935|EC935_000661-T1	GH37(48-589)	GH37	GH37	N	3
EC935|EC935_000689-T1	GH18(28-307)	CBM1+CBM19	GH18	Y(1-21)	3
EC935|EC935_000708-T1	AA3_2(44-612)	AA3	AA3	N	3
EC935|EC935_000744-T1	AA3_2(36-607)	AA3	AA3	N	3
EC935|EC935_000750-T1	GH24(2-116)	N	N	N	1
EC935|EC935_000804-T1	GH16_19(53-198)	N	N	N	1
EC935|EC935_000841-T1	AA3_2(23-612)	N	AA3	N	2
EC935|EC935_000894-T1	GT2_Chitin_synth_2(364-844)	N	N	N	1
EC935|EC935_000920-T1	AA11(37-175)	N	N	N	1
EC935|EC935_001126-T1	GT2_Chitin_synth_2(1137-1646)	GT2	GT2	N	3
EC935|EC935_001173-T1	GH18(20-245)	N	N	N	1
EC935|EC935_001212-T1	CBM63(129-201)	N	N	N	1
EC935|EC935_001215-T1	GH38(266-518)	GH38	GH38	N	3
EC935|EC935_001408-T1	GH31(358-590)	GH31	CBM51+GH31	N	3
EC935|EC935_001422-T1	CE4(38-160)	N	N	N	1
EC935|EC935_001443-T1	GT8(6-226)	GT8	N	N	2
EC935|EC935_001445-T1	GT2_Chitin_synth_2(573-1085)	GT2	GT2	N	3
EC935|EC935_001498-T1	GT21(56-287)	N	N	N	1
EC935|EC935_001635-T1	GH81(60-681)	GH81	CBM6+GH81	N	3
EC935|EC935_001687-T1	AA11(22-179)	N	N	Y(1-24)	1
EC935|EC935_001743-T1	GT15(124-394)	GT15	GT15	N	3
EC935|EC935_001745-T1	GT15(153-423)	GT15	GT15	N	3
EC935|EC935_001746-T1	GT15(77-347)	GT15	GT15	N	3
EC935|EC935_001815-T1	GH16_19(211-364)	N	N	Y(1-20)	1
EC935|EC935_001824-T1	GT15(42-287)	N	N	N	1
EC935|EC935_001864-T1	AA11(31-143)	N	N	N	1
EC935|EC935_001876-T1	GT24(1154-1401)	GT24	GT24	N	3
EC935|EC935_001932-T1	GT2_Chitin_synth_2(540-1051)	GT2	GT2	N	3
EC935|EC935_001952-T1	GH16_4(41-365)	CBM39+CBM4+CBM54+CBM6	GH16_4	N	3
EC935|EC935_001962-T1	CE4(28-146)	CE4	N	Y(1-25)	2
EC935|EC935_001999-T1	GT57(316-773)	GT57	GT57	N	3
EC935|EC935_002115-T1	GH31(662-894)	GH31+CBM51	CBM51+GH31	N	3
EC935|EC935_002173-T1	GT4(206-384)	GT4	GT4	N	3
EC935|EC935_002183-T1	GH31(330-712)	GH31	GH31	N	3
EC935|EC935_002218-T1	GT39(69-309)	GT39	GT39	N	3
EC935|EC935_002265-T1	GT3(17-636)	GT3	GT3	N	3
EC935|EC935_002279-T1	GH72(17-313)	GH72+CBM43	CBM43+GH72	N	3
EC935|EC935_002280-T1	GH72(17-313)	GH72+CBM43	CBM43+GH72	N	3
EC935|EC935_002304-T1	GT1(208-438)	N	N	N	1
