HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH20.hmm	337	EC935|EC935_000036-T1	545	7.7e-89	13	334	160	495	0.9525222551928784
GT21.hmm	233	EC935|EC935_000039-T1	494	8.4e-87	1	233	55	286	0.9957081545064378
GT39.hmm	223	EC935|EC935_000199-T1	772	1.3e-69	2	223	79	316	0.9910313901345291
CE16.hmm	267	EC935|EC935_000233-T1	300	5.2e-21	3	266	28	292	0.9850187265917603
GH24.hmm	137	EC935|EC935_000267-T1	171	3.4e-35	2	137	24	161	0.9854014598540146
GT22.hmm	389	EC935|EC935_000293-T1	570	2.5e-84	2	388	45	461	0.9922879177377892
GT20.hmm	475	EC935|EC935_000350-T1	765	3.1e-163	13	475	14	488	0.9726315789473684
GT2_Glycos_transf_2.hmm	170	EC935|EC935_000351-T1	238	1.1e-34	1	168	6	175	0.9823529411764705
GT2_Glycos_transf_2.hmm	170	EC935|EC935_000402-T1	238	5.5e-35	1	168	6	175	0.9823529411764705
GT20.hmm	475	EC935|EC935_000403-T1	765	8.2e-163	13	474	14	487	0.9705263157894737
GT66.hmm	693	EC935|EC935_000555-T1	734	2.8e-183	10	632	14	731	0.8975468975468975
CE16.hmm	267	EC935|EC935_000573-T1	281	6.1e-18	2	261	2	268	0.9700374531835206
GT21.hmm	233	EC935|EC935_000582-T1	491	1.5e-86	1	233	55	286	0.9957081545064378
GH37.hmm	491	EC935|EC935_000661-T1	604	2.5e-151	1	490	48	589	0.9959266802443992
GH18.hmm	296	EC935|EC935_000689-T1	457	9.5e-25	4	276	28	307	0.918918918918919
AA3_2.hmm	568	EC935|EC935_000708-T1	773	2e-95	2	567	44	612	0.9947183098591549
AA3_2.hmm	568	EC935|EC935_000744-T1	649	2.1e-96	1	567	36	607	0.9964788732394366
GH24.hmm	137	EC935|EC935_000750-T1	126	8.7e-27	25	137	2	116	0.8175182481751825
GH16_19.hmm	174	EC935|EC935_000804-T1	221	4.3e-52	21	174	53	198	0.8793103448275862
AA3_2.hmm	568	EC935|EC935_000841-T1	618	4.1e-99	2	566	23	612	0.9929577464788732
GT2_Chitin_synth_2.hmm	527	EC935|EC935_000894-T1	1215	1.3e-20	15	489	364	844	0.8994307400379506
AA11.hmm	191	EC935|EC935_000920-T1	307	6.3e-41	11	163	37	175	0.7958115183246073
GT2_Chitin_synth_2.hmm	527	EC935|EC935_001126-T1	1895	1.4e-233	4	527	1137	1646	0.9924098671726755
GH18.hmm	296	EC935|EC935_001173-T1	316	7.6e-17	4	216	20	245	0.7162162162162162
CBM63.hmm	78	EC935|EC935_001212-T1	355	2.3e-19	2	75	129	201	0.9358974358974359
GH38.hmm	269	EC935|EC935_001215-T1	1089	9.5e-84	2	255	266	518	0.9405204460966543
GH31.hmm	427	EC935|EC935_001408-T1	736	2e-69	198	427	358	590	0.5362997658079626
CE4.hmm	130	EC935|EC935_001422-T1	234	1.7e-31	6	125	38	160	0.9153846153846154
GT8.hmm	257	EC935|EC935_001443-T1	1410	4.2e-43	29	255	6	226	0.8793774319066148
GT2_Chitin_synth_2.hmm	527	EC935|EC935_001445-T1	1146	6.2e-284	13	527	573	1085	0.9753320683111955
GT21.hmm	233	EC935|EC935_001498-T1	487	1.2e-88	1	233	56	287	0.9957081545064378
GH81.hmm	622	EC935|EC935_001635-T1	687	5e-176	12	622	60	681	0.9807073954983923
AA11.hmm	191	EC935|EC935_001687-T1	356	9.4e-41	1	163	22	179	0.8481675392670157
GT15.hmm	273	EC935|EC935_001743-T1	438	2.9e-119	1	272	124	394	0.9926739926739927
GT15.hmm	273	EC935|EC935_001745-T1	467	6.9e-120	1	272	153	423	0.9926739926739927
GT15.hmm	273	EC935|EC935_001746-T1	392	3.7e-121	1	272	77	347	0.9926739926739927
GH16_19.hmm	174	EC935|EC935_001815-T1	388	5.5e-49	19	174	211	364	0.8908045977011494
GT15.hmm	273	EC935|EC935_001824-T1	288	3.9e-74	3	268	42	287	0.9706959706959707
AA11.hmm	191	EC935|EC935_001864-T1	170	2.4e-33	43	163	31	143	0.6282722513089005
GT24.hmm	248	EC935|EC935_001876-T1	1467	2e-130	1	248	1154	1401	0.9959677419354839
GT2_Chitin_synth_2.hmm	527	EC935|EC935_001932-T1	1211	2.4e-267	18	527	540	1051	0.9658444022770398
GH16_4.hmm	316	EC935|EC935_001952-T1	368	9e-120	1	316	41	365	0.9968354430379747
CE4.hmm	130	EC935|EC935_001962-T1	414	1.1e-29	7	122	28	146	0.8846153846153846
GT57.hmm	481	EC935|EC935_001999-T1	783	1e-155	14	480	316	773	0.9688149688149689
GH31.hmm	427	EC935|EC935_002115-T1	1030	1.2e-70	198	427	662	894	0.5362997658079626
GT4.hmm	160	EC935|EC935_002173-T1	446	2e-31	5	157	206	384	0.95
GH31.hmm	427	EC935|EC935_002183-T1	712	1.1e-134	2	366	330	712	0.8524590163934426
GT39.hmm	223	EC935|EC935_002218-T1	853	2.7e-68	3	223	69	309	0.9865470852017937
GT3.hmm	637	EC935|EC935_002265-T1	694	1.4e-295	1	624	17	636	0.978021978021978
GH72.hmm	312	EC935|EC935_002279-T1	460	1.5e-119	4	311	17	313	0.9839743589743589
GH72.hmm	312	EC935|EC935_002280-T1	523	1.3e-117	4	311	17	313	0.9839743589743589
GT1.hmm	382	EC935|EC935_002304-T1	554	9.5e-27	156	351	208	438	0.5104712041884817
AA6.hmm	195	EC935|EC935_002333-T1	253	2e-71	1	194	8	201	0.9897435897435898
GH16_19.hmm	174	EC935|EC935_002369-T1	278	2.3e-64	4	174	23	189	0.9770114942528736
GH18.hmm	296	EC935|EC935_002396-T1	453	2.7e-24	4	255	29	289	0.847972972972973
GH132.hmm	303	EC935|EC935_002643-T1	269	5.3e-69	47	299	20	264	0.8316831683168316
GH47.hmm	446	EC935|EC935_002743-T1	699	4.4e-112	2	446	226	695	0.9955156950672646
GH37.hmm	491	EC935|EC935_002777-T1	604	4.9e-151	1	490	48	589	0.9959266802443992
GH3.hmm	216	EC935|EC935_002961-T1	768	1e-57	2	215	118	349	0.9861111111111112
GT48.hmm	739	EC935|EC935_003017-T1	1983	8.3e-295	3	726	904	1677	0.9783491204330176
CBM21.hmm	107	EC935|EC935_003072-T1	377	1.5e-28	4	106	118	226	0.9532710280373832
CBM21.hmm	107	EC935|EC935_003073-T1	346	6.5e-29	3	107	118	228	0.9719626168224299
CBM21.hmm	107	EC935|EC935_003074-T1	326	1.7e-28	4	107	100	207	0.9626168224299065
GT4.hmm	160	EC935|EC935_003099-T1	696	5.7e-33	6	148	166	310	0.8875
GH47.hmm	446	EC935|EC935_003171-T1	472	5.9e-127	2	446	41	470	0.9955156950672646
GT1.hmm	382	EC935|EC935_003325-T1	568	9.7e-25	207	352	274	453	0.3795811518324607
GT39.hmm	223	EC935|EC935_003333-T1	893	8e-22	2	210	31	255	0.9327354260089686
GT20.hmm	475	EC935|EC935_003350-T1	472	9.7e-194	12	474	7	471	0.9726315789473684
GH72.hmm	312	EC935|EC935_003397-T1	500	7.4e-123	4	311	17	322	0.9839743589743589
GT15.hmm	273	EC935|EC935_003426-T1	357	1.5e-88	3	272	42	326	0.9853479853479854
GH18.hmm	296	EC935|EC935_003445-T1	466	3.1e-75	2	285	24	365	0.956081081081081
GH20.hmm	337	EC935|EC935_003502-T1	564	1.6e-96	7	336	161	500	0.9762611275964391
AA3_2.hmm	568	EC935|EC935_003533-T1	774	3.3e-93	2	567	44	612	0.9947183098591549
GT39.hmm	223	EC935|EC935_003596-T1	1002	1.7e-67	2	223	68	306	0.9910313901345291
GT2_Chitin_synth_2.hmm	527	EC935|EC935_003628-T1	1896	1.4e-233	4	527	1138	1647	0.9924098671726755
GH16_3.hmm	230	EC935|EC935_003637-T1	419	1.7e-66	1	230	147	416	0.9956521739130435
GH16_19.hmm	174	EC935|EC935_003648-T1	389	1.6e-50	4	174	114	276	0.9770114942528736
