#	promoter	binding sites
1	gene_1033	0
2	gene_1034	0
3	gene_1035	0
4	gene_1036	0
5	gene_1037	0
6	gene_1038	0
7	gene_1039	0
8	gene_1040	0
9	gene_1042	0
10	gene_1043	0
11	gene_1044	0
12	gene_1045	1
13	gene_1046	0
14	gene_1048	0
15	gene_1049	0
16	gene_1050+gene_1051	0
17	gene_1052	0
18	gene_1053	0
19	gene_1054	0
20	gene_1055	0
21	gene_1056+gene_1057	0
22	gene_1058	0
23	gene_1059	0
24	gene_1060	2
25	gene_1061	0
26	gene_1062+gene_1063	0
27	gene_1064	0
28	gene_1065+gene_1066	1
29	gene_1067	0
30	gene_1068	0
31	gene_1069	0
32	gene_1070+gene_1071	2
33	gene_1072	0
34	gene_1073+gene_1074	1
35	gene_1076	1
36	gene_1077	1
37	gene_1078	0
38	gene_1079+gene_1080	0
39	gene_1081	0
40	gene_1082	0
41	gene_1083	0
42	gene_1084+gene_1085	0
43	gene_1086	0
44	gene_1087	0
45	gene_1088+gene_1089	0
46	gene_1090	0
47	gene_1091	0
48	gene_1092	0
49	gene_1093+gene_1094	0
50	gene_1095+gene_1096	0
51	gene_1098	0
52	gene_1100	0
53	gene_1101	0
54	gene_1102	0
55	gene_1103+gene_1104	0
56	gene_1105	0
57	gene_1106+gene_1107	0
58	gene_1108	0
59	gene_1109+gene_1110	0
60	gene_1111	0
61	gene_1112	0
