#	promoter	binding sites
1	MCIC6FC_012139	0
2	MCIC6FC_012140	0
3	MCIC6FC_012141	0
4	MCIC6FC_012142+MCIC6FC_012143	1
5	MCIC6FC_012144	0
6	MCIC6FC_012145+MCIC6FC_012146	0
7	MCIC6FC_012147	0
8	MCIC6FC_012148+MCIC6FC_012149	0
9	MCIC6FC_012150+MCIC6FC_012151	0
10	MCIC6FC_012152	0
11	MCIC6FC_012153	0
12	MCIC6FC_012154	0
13	MCIC6FC_012155	1
14	MCIC6FC_012156+MCIC6FC_012157	0
15	MCIC6FC_012158	0
16	MCIC6FC_012159	0
17	MCIC6FC_012160	1
18	MCIC6FC_012161	0
19	MCIC6FC_012162	0
20	MCIC6FC_012163	0
21	MCIC6FC_012164+MCIC6FC_012165	0
22	MCIC6FC_012166+MCIC6FC_012167	0
23	MCIC6FC_012168	0
24	MCIC6FC_012169	0
25	MCIC6FC_012170	0
26	MCIC6FC_012171	0
27	MCIC6FC_012172+MCIC6FC_012173	0
28	MCIC6FC_012174	0
29	MCIC6FC_012175	0
30	MCIC6FC_012176	0
31	MCIC6FC_012177	2
32	MCIC6FC_012178+MCIC6FC_012179	0
33	MCIC6FC_012180	1
34	MCIC6FC_012181+MCIC6FC_012182	2
35	MCIC6FC_012183	0
36	MCIC6FC_012184+MCIC6FC_012185	1
37	MCIC6FC_012186	1
38	MCIC6FC_012187+MCIC6FC_012188	2
39	MCIC6FC_012189	0
40	MCIC6FC_012190	1
41	MCIC6FC_012191	1
42	MCIC6FC_012192	0
43	MCIC6FC_012193	0
44	MCIC6FC_012194	0
45	MCIC6FC_012195+MCIC6FC_012196	0
46	MCIC6FC_012197	0
47	MCIC6FC_012198	0
48	MCIC6FC_012199	0
49	MCIC6FC_012200	0
50	MCIC6FC_012201	0
51	MCIC6FC_012202+MCIC6FC_012203	0
52	MCIC6FC_012204	0
53	MCIC6FC_012205	0
54	MCIC6FC_012206	0
55	MCIC6FC_012207	0
56	MCIC6FC_012208	0
57	MCIC6FC_012209	0
58	MCIC6FC_012210+MCIC6FC_012211	0
59	MCIC6FC_012212	0
60	MCIC6FC_012213	0
61	MCIC6FC_012214	0
62	MCIC6FC_012215+MCIC6FC_012216	0
63	MCIC6FC_012217+MCIC6FC_012218	0
64	MCIC6FC_012219	0
65	MCIC6FC_012220+MCIC6FC_012221	0
66	MCIC6FC_012222	0
67	MCIC6FC_012223+MCIC6FC_012224	0
68	MCIC6FC_012225	0
69	MCIC6FC_012226	0
70	MCIC6FC_012227	0
71	MCIC6FC_012228	0
72	MCIC6FC_012229	0
73	MCIC6FC_012230+MCIC6FC_012231	0
74	MCIC6FC_012232	0
75	MCIC6FC_012233	0
76	MCIC6FC_012234	0
77	MCIC6FC_012235	0
78	MCIC6FC_012236	0
79	MCIC6FC_012237	0
80	MCIC6FC_012238	0
81	MCIC6FC_012239	0
82	MCIC6FC_012240	0
83	MCIC6FC_012241	0
84	MCIC6FC_012242	0
85	MCIC6FC_012243+MCIC6FC_012244	0
86	MCIC6FC_012245	0
87	MCIC6FC_012246	0
88	MCIC6FC_012247	0
89	MCIC6FC_012248	0
90	MCIC6FC_012249	0
91	MCIC6FC_012250	0
92	MCIC6FC_012251	0
93	MCIC6FC_012252	0
94	MCIC6FC_012253	0
