# BUSCO version is: 5.4.4 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
39650at2759	Complete	Chr15	9647653	9654954	+	1905.3	1415
83779at2759	Complete	Chr14	2580669	2587200	-	199.3	190
87842at2759	Complete	Chr04	12128577	12149653	-	329.6	504
97116at2759	Complete	Chr29	11252468	11256123	+	1012.1	954
100698at2759	Duplicated	Chr12	28897637	28907824	+	787.3	501
100698at2759	Duplicated	Chr29	12233551	12243173	-	738.4	498
142542at2759	Complete	Chr17	2378819	2386871	-	464.6	643
156083at2759	Complete	Chr15	2130478	2150158	+	3614.1	1963
160593at2759	Complete	Chr07	33210955	33218589	+	1210.0	1335
166920at2759	Complete	Chr02	11643170	11646678	+	621.7	753
176625at2759	Complete	Chr22	23095541	23099129	+	234.2	389
179362at2759	Complete	Chr19	22000992	22005422	+	493.0	1242
245208at2759	Complete	Chr01	150452913	150457123	+	1482.5	865
257318at2759	Complete	Chr10	12108508	12111070	-	289.2	295
261328at2759	Complete	Chr21	7788234	7792419	+	323.9	414
261419at2759	Complete	Chr10	29961800	29966100	-	195.6	317
270107at2759	Complete	Chr03	24055508	24075826	-	275.2	570
271586at2759	Complete	Chr23	25957525	25961340	-	176.2	346
290630at2759	Complete	Chr15	29352742	29355512	-	696.5	611
293315at2759	Complete	Chr08	1266646	1291008	+	563.4	566
296129at2759	Complete	Chr25	14187372	14191081	-	1073.2	703
299766at2759	Missing
306227at2759	Complete	Chr22	8124918	8128218	+	499.0	480
320059at2759	Complete	Chr01	23038614	23056600	+	782.3	408
324863at2759	Complete	Chr21	14580232	14584447	-	572.3	522
325552at2759	Complete	Chr12	1622043	1624120	-	382.5	519
330169at2759	Fragmented	Chr07	7228630	7230069	+	144.2	202
331411at2759	Complete	Chr02	111742236	111745297	+	262.3	397
341721at2759	Complete	Chr01	120176842	120179442	+	232.3	394
345441at2759	Complete	Chr19	21017130	21019184	+	472.3	383
355408at2759	Complete	Chr06	31476402	31478705	-	726.3	547
369837at2759	Complete	Chr05	46366314	46368818	-	291.3	371
375960at2759	Complete	Chr08	14081003	14083528	+	218.5	339
383503at2759	Complete	Chr16	9230542	9232074	+	345.8	341
388820at2759	Complete	Chr19	9465204	9477133	+	535.9	626
390348at2759	Complete	Chr11	8111684	8114623	+	1072.2	704
392369at2759	Complete	Chr06	17003095	17005037	-	406.5	342
396755at2759	Missing
418107at2759	Complete	Chr01	18857503	18871475	+	334.8	359
426305at2759	Complete	Chr24	20897460	20907538	+	416.3	483
450058at2759	Fragmented	Chr03	17975005	17977166	-	39.2	98
453044at2759	Missing
457861at2759	Missing
464990at2759	Complete	Chr09	35102893	35110192	-	333.4	343
491869at2759	Complete	Chr01	86781865	86783854	-	195.2	246
513979at2759	Complete	Chr02	26549629	26551953	-	106.9	218
543764at2759	Complete	Chr01	91376755	91387607	-	209.4	256
549762at2759	Complete	Chr02	128406569	128409815	-	444.0	401
551907at2759	Complete	Chr15	9798091	9801570	+	245.2	354
570797at2759	Complete	Chr02	107337266	107340557	+	134.3	366
582756at2759	Complete	Chr15	30568168	30569958	-	233.6	346
598949at2759	Complete	Chr07	18815453	18819047	+	286.9	331
604979at2759	Complete	Chr27	210954	213349	+	432.5	299
621827at2759	Complete	Chr14	19798997	19806646	+	292.2	279
625387at2759	Complete	Chr11	30643153	30648065	-	265.2	326
655400at2759	Complete	Chr01	77438892	77440449	+	218.4	270
664730at2759	Complete	Chr13	8803929	8805902	+	652.2	352
671536at2759	Complete	Chr03	38335259	38337367	+	447.3	351
671846at2759	Fragmented	Chr21	3266560	3270150	-	52.3	205
673132at2759	Complete	Chr02	107941378	107942826	-	313.7	275
674160at2759	Complete	Chr02	18504015	18512297	-	580.7	1081
674169at2759	Complete	Chr03	44548826	44552094	-	101.7	233
679187at2759	Complete	Chr24	20590086	20592737	-	302.7	433
679771at2759	Complete	Chr08	3092215	3093538	+	93.3	150
687505at2759	Missing
692986at2759	Missing
708105at2759	Missing
719531at2759	Complete	Chr04	1612529	1614152	+	397.1	288
720340at2759	Complete	Chr02	98661853	98663051	-	92.8	190
721605at2759	Complete	Chr05	28160957	28162518	-	266.2	275
722805at2759	Complete	Chr06	15289987	15300504	+	304.1	364
734341at2759	Complete	Chr01	163171015	163172060	+	120.2	170
734666at2759	Complete	Chr04	29487466	29489845	+	496.9	423
736068at2759	Missing
751335at2759	Complete	Chr19	23230816	23232757	+	235.7	251
759498at2759	Complete	Chr02	76985214	76988218	+	545.2	421
761109at2759	Missing
768809at2759	Complete	Chr04	27249956	27251641	-	280.1	263
774318at2759	Complete	Chr21	21968649	21970264	+	296.7	292
777920at2759	Complete	Chr29	11631370	11640939	-	389.2	307
779909at2759	Complete	Chr01	155423881	155425169	+	262.1	227
801857at2759	Complete	Chr07	1389949	1391389	-	228.2	204
814241at2759	Complete	Chr02	127598013	127601891	-	231.8	274
817008at2759	Complete	Chr21	27298143	27299842	-	475.7	296
834694at2759	Complete	Chr01	159856745	159859066	+	410.3	335
836599at2759	Complete	Chr05	30334780	30336501	-	395.3	336
844748at2759	Fragmented	Chr23	10561034	10562718	+	205.4	261
855834at2759	Complete	Chr12	12521344	12523378	-	172.9	305
858842at2759	Complete	Chr02	43990938	43992534	-	249.5	233
865202at2759	Complete	Chr01	30014154	30016380	-	195.4	220
866359at2759	Complete	Chr03	32342527	32343884	-	343.2	257
869548at2759	Complete	Chr01	104468635	104470686	-	215.9	199
878143at2759	Complete	Chr12	24235557	24236912	-	370.1	338
887370at2759	Complete	Chr08	14037649	14040172	-	267.8	312
891751at2759	Complete	Chr26	16162835	16165139	+	254.7	223
898782at2759	Complete	Chr01	155820831	155823822	+	273.6	274
901894at2759	Complete	Chr17	5565273	5572482	-	208.5	330
905026at2759	Missing
911863at2759	Complete	Chr17	23874457	23876248	-	199.0	197
917326at2759	Complete	Chr21	13786063	13788074	-	404.5	435
918816at2759	Missing
919955at2759	Complete	Chr04	36338659	36340007	+	232.4	264
923657at2759	Missing
924753at2759	Complete	Chr09	8305382	8307345	-	211.1	219
931188at2759	Complete	Chr01	131181528	131183425	+	454.2	345
937275at2759	Missing
937686at2759	Complete	Chr06	38300198	38303442	-	425.2	340
939345at2759	Missing
944899at2759	Complete	Chr03	10230504	10231838	+	353.8	225
946128at2759	Complete	Chr27	7113342	7117428	-	271.3	451
956854at2759	Complete	Chr13	23356248	23360743	+	136.5	140
973442at2759	Complete	Chr20	7715693	7721544	+	109.0	177
974865at2759	Complete	Chr07	14250493	14252657	+	245.0	226
975158at2759	Complete	Chr02	27204619	27206391	+	159.9	267
975557at2759	Complete	Chr09	27362384	27365160	-	504.6	493
976469at2759	Complete	Chr25	19383762	19385770	-	148.3	234
981902at2759	Complete	Chr05	45720764	45722917	+	116.6	178
996662at2759	Complete	Chr07	2786478	2787915	+	215.9	174
1001705at2759	Complete	Chr28	15778675	15780830	+	82.3	210
1003258at2759	Complete	Chr29	639691	641186	+	279.0	287
1010730at2759	Complete	Chr21	25326761	25328318	-	424.0	264
1014314at2759	Complete	Chr15	28011971	28013637	-	192.1	210
1018517at2759	Complete	Chr23	25149820	25150895	+	304.1	208
1019762at2759	Complete	Chr04	13112111	13114717	+	96.6	299
1025450at2759	Complete	Chr08	28147093	28149068	+	285.2	308
1030907at2759	Missing
