HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
AA11.hmm	191	DFQ18|DFQ18_000109-T1	206	1.1e-37	13	164	41	181	0.7905759162303665
GT76.hmm	407	DFQ18|DFQ18_000387-T1	437	3.6e-97	13	407	50	437	0.9680589680589681
GH47.hmm	446	DFQ18|DFQ18_000423-T1	483	6e-133	2	446	50	481	0.9955156950672646
GH16_3.hmm	230	DFQ18|DFQ18_000433-T1	510	3.2e-66	1	230	238	507	0.9956521739130435
GH47.hmm	446	DFQ18|DFQ18_000447-T1	781	2.3e-94	2	445	229	696	0.9932735426008968
GH15.hmm	361	DFQ18|DFQ18_000470-T1	674	6.4e-84	2	360	290	666	0.9916897506925207
CE4.hmm	130	DFQ18|DFQ18_000531-T1	322	8e-30	7	127	51	174	0.9230769230769231
GT20.hmm	475	DFQ18|DFQ18_000566-T1	477	2.1e-194	10	474	6	472	0.9768421052631578
GH31.hmm	427	DFQ18|DFQ18_000630-T1	735	4.8e-71	198	427	354	586	0.5362997658079626
GH31.hmm	427	DFQ18|DFQ18_000631-T1	735	2.8e-70	198	427	354	586	0.5362997658079626
GH20.hmm	337	DFQ18|DFQ18_000649-T1	821	1.1e-31	10	335	167	489	0.9643916913946587
AA11.hmm	191	DFQ18|DFQ18_000814-T1	208	2.3e-37	12	163	42	182	0.7905759162303665
AA11.hmm	191	DFQ18|DFQ18_000818-T1	190	7.6e-37	18	164	30	165	0.7643979057591623
GH18.hmm	296	DFQ18|DFQ18_000858-T1	420	2.8e-58	8	285	13	357	0.9358108108108109
GT2_Chitin_synth_1.hmm	163	DFQ18|DFQ18_000874-T1	828	1.6e-78	1	163	156	318	0.9938650306748467
GH47.hmm	446	DFQ18|DFQ18_000899-T1	644	1.1e-151	1	446	193	641	0.9977578475336323
GT15.hmm	273	DFQ18|DFQ18_000910-T1	407	2.5e-80	13	272	104	358	0.9487179487179487
GH132.hmm	303	DFQ18|DFQ18_000943-T1	552	2.9e-30	108	277	330	503	0.5577557755775577
GH5_9.hmm	303	DFQ18|DFQ18_000957-T1	516	5.3e-102	1	303	160	475	0.9966996699669967
GT32.hmm	90	DFQ18|DFQ18_001031-T1	290	5.6e-18	8	88	71	146	0.8888888888888888
CE1.hmm	227	DFQ18|DFQ18_001111-T1	286	2.3e-44	1	224	24	279	0.9823788546255506
GT33.hmm	425	DFQ18|DFQ18_001213-T1	443	2.1e-142	2	423	2	439	0.9905882352941177
GH18.hmm	296	DFQ18|DFQ18_001237-T1	394	2.5e-74	2	284	6	380	0.9527027027027027
GT3.hmm	637	DFQ18|DFQ18_001249-T1	638	6e-272	46	626	5	580	0.9105180533751962
CE9.hmm	373	DFQ18|DFQ18_001258-T1	418	3.2e-123	2	373	29	412	0.9946380697050938
GT2_Chitin_synth_1.hmm	163	DFQ18|DFQ18_001336-T1	826	1.8e-78	1	163	156	318	0.9938650306748467
GT22.hmm	389	DFQ18|DFQ18_001459-T1	531	1.3e-81	2	389	13	424	0.9948586118251928
GH5_12.hmm	539	DFQ18|DFQ18_001470-T1	752	6e-184	3	539	26	557	0.9944341372912802
GT2_Chitin_synth_2.hmm	527	DFQ18|DFQ18_001635-T1	1860	9.7e-230	5	526	1152	1657	0.9886148007590133
AA11.hmm	191	DFQ18|DFQ18_001641-T1	303	3.7e-45	11	173	41	188	0.8481675392670157
AA11.hmm	191	DFQ18|DFQ18_001642-T1	309	2.2e-46	1	172	19	183	0.8952879581151832
GT58.hmm	364	DFQ18|DFQ18_001736-T1	380	4.4e-100	3	274	35	306	0.7445054945054945
GT2_Chitin_synth_2.hmm	527	DFQ18|DFQ18_001771-T1	1000	1.1e-252	22	526	391	886	0.9563567362428842
GT32.hmm	90	DFQ18|DFQ18_001853-T1	290	3.6e-21	5	87	50	128	0.9111111111111111
GT32.hmm	90	DFQ18|DFQ18_001854-T1	298	2.7e-21	4	87	59	137	0.9222222222222223
CE1.hmm	227	DFQ18|DFQ18_001935-T1	285	4.5e-42	1	224	24	278	0.9823788546255506
GH18.hmm	296	DFQ18|DFQ18_001984-T1	545	3.4e-69	3	283	22	344	0.9459459459459459
GT2_Chitin_synth_2.hmm	527	DFQ18|DFQ18_002028-T1	1304	3.5e-261	19	527	576	1111	0.9639468690702088
AA2.hmm	255	DFQ18|DFQ18_002082-T1	178	9.1e-35	84	253	1	170	0.6627450980392157
GH18.hmm	296	DFQ18|DFQ18_002123-T1	471	7.8e-77	3	287	24	366	0.9594594594594594
GH47.hmm	446	DFQ18|DFQ18_002144-T1	554	5.2e-142	1	446	73	552	0.9977578475336323
GH16_19.hmm	174	DFQ18|DFQ18_002174-T1	236	5.7e-52	22	174	69	213	0.8735632183908046
GH31.hmm	427	DFQ18|DFQ18_002276-T1	735	2.6e-71	200	427	356	586	0.531615925058548
GT2_Chitin_synth_2.hmm	527	DFQ18|DFQ18_002309-T1	1348	6.3e-35	27	245	471	682	0.41366223908918404
GH17.hmm	311	DFQ18|DFQ18_002336-T1	380	2.8e-23	4	307	88	353	0.9742765273311897
