# BUSCO version is: 5.3.0 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
494at4751	Fragmented	Pfor|Pfor_19275	365.9	505	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Fragmented	Pfor|Pfor_20647	945.2	1504	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Complete	Pfor|Pfor_20319	3001.1	1778	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Complete	Pfor|Pfor_18584	1495.1	1124	https://www.orthodb.org/v10?query=3534at4751	SNF2-related, N-terminal domain
4409at4751	Missing
4466at4751	Complete	Pfor|Pfor_29844	1596.2	1992	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Duplicated	Pfor|Pfor_15456	3136.2	1880	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
4523at4751	Duplicated	Pfor|Pfor_15457	3136.2	1880	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
4523at4751	Duplicated	Pfor|Pfor_15455	3122.4	1890	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Missing
6186at4751	Fragmented	Pfor|Pfor_20677	160.9	308	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Complete	Pfor|Pfor_19908	814.9	772	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Fragmented	Pfor|Pfor_24695	562.0	504	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Fragmented	Pfor|Pfor_23006	354.5	472	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Complete	Pfor|Pfor_10027	642.8	1000	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Fragmented	Pfor|Pfor_35847	240.4	218	https://www.orthodb.org/v10?query=7545at4751	Anaphase-promoting complex subunit 1
8406at4751	Complete	Pfor|Pfor_4910	301.2	641	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Fragmented	Pfor|Pfor_18256	1446.8	955	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Missing
