Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
Zoorad1|Zoorad1_116848	CCA77793.1|GT15|	50.7	337	150	7	32	366	50	372	2.38e-120	357
Zoorad1|Zoorad1_118130	QCE13289.1|CE8|	58.6	379	131	4	2	357	436	811	2.59e-139	435
Zoorad1|Zoorad1_134891	AWP09643.1|CBM13|GT27|	48.4	372	178	5	1	362	594	961	1.81e-115	367
Zoorad1|Zoorad1_149350	VBB76690.1|AA3|	38.6	663	310	16	4	605	14	640	2.26e-131	404
Zoorad1|Zoorad1_160227	QDS71450.1|GH47|	58.4	267	110	1	8	273	1044	1310	1.33e-107	348
Zoorad1|Zoorad1_176222	CAP64662.1|GH5_12|	37.9	742	387	22	12	706	7	721	1.09e-149	459
Zoorad1|Zoorad1_197330	SMR50199.1|AA3|	37.9	634	331	15	62	657	28	636	1.50e-123	385
Zoorad1|Zoorad1_197368	CDS08031.1|GT2|	45.0	1699	818	26	23	1626	11	1687	0.0	1422
Zoorad1|Zoorad1_22380	CDS05327.1|GT2|	43.9	1750	874	37	26	1705	29	1741	0.0	1323
Zoorad1|Zoorad1_247297	CDS08031.1|GT2|	44.3	1716	830	32	25	1651	11	1689	0.0	1360
Zoorad1|Zoorad1_255938	AWP04987.1|GT13|	48.2	892	439	10	69	950	80	958	1.66e-295	867
Zoorad1|Zoorad1_290584	AWP12516.1|GT29|	36.9	639	367	9	44	678	470	1076	5.56e-132	432
Zoorad1|Zoorad1_300668	SMR50199.1|AA3|	39.0	628	328	14	64	657	30	636	1.13e-126	393
Zoorad1|Zoorad1_373134	ADK37844.1|GH16_4|	45.7	341	162	5	1	339	1	320	3.82e-103	310
Zoorad1|Zoorad1_379184	CDS11918.1|CBM43|GH72|	47.5	465	225	7	9	457	9	470	5.25e-147	433
Zoorad1|Zoorad1_386696	CDS10110.1|GT15|	54.4	309	138	2	59	366	67	373	2.40e-124	367
Zoorad1|Zoorad1_387025	CED83340.1|GT31|	39.7	794	422	19	124	876	1141	1918	1.18e-162	526
Zoorad1|Zoorad1_388383	QKX53119.1|GH72|	50.8	413	190	4	6	405	6	418	1.32e-136	426
Zoorad1|Zoorad1_390705	QJD96377.1|GH3|	43.4	735	383	13	6	725	31	747	6.35e-186	552
Zoorad1|Zoorad1_390919	CEI61512.1|AA3|	38.5	631	318	15	21	583	47	675	1.40e-127	394
Zoorad1|Zoorad1_391502	CDS03326.1|GH47|	52.2	473	212	7	15	479	133	599	2.00e-160	472
Zoorad1|Zoorad1_391989	QKD62991.1|GH12|	37.6	580	349	4	5	584	1095	1661	1.63e-110	367
Zoorad1|Zoorad1_392651	CDS13578.1|GH5_12|	47.0	689	325	11	7	667	18	694	2.22e-210	615
Zoorad1|Zoorad1_392902	BAA01024.1|GT2|2.4.1.16	55.0	755	324	6	16	763	113	858	2.59e-276	788
Zoorad1|Zoorad1_393567	CAC9909034.1|GT8|	65.1	372	129	1	20	391	347	717	7.13e-169	494
Zoorad1|Zoorad1_393694	AAG02216.1|GT48|2.4.1.34	52.5	1789	758	24	37	1787	160	1895	0.0	1773
Zoorad1|Zoorad1_393802	ADK37844.1|GH16_4|	46.8	344	158	6	39	380	1	321	1.23e-113	338
Zoorad1|Zoorad1_393897	SMR50199.1|AA3|	36.8	628	337	14	30	619	30	635	2.05e-120	375
Zoorad1|Zoorad1_394935	CDS13087.1|GH47|	41.8	517	263	11	38	531	74	575	4.52e-117	362
Zoorad1|Zoorad1_395955	EAA31326.1|GH71|	46.4	582	293	6	134	704	649	1222	1.41e-157	492
Zoorad1|Zoorad1_396136	CDS09677.1|GH3|	43.2	699	377	9	3	688	45	736	4.60e-186	553
Zoorad1|Zoorad1_396202	CDS05746.1|GH5_9|	45.5	404	206	7	3	398	28	425	6.71e-129	382
Zoorad1|Zoorad1_396253	CDS09169.1|GH35|	35.4	973	527	31	1	955	93	981	7.05e-176	546
Zoorad1|Zoorad1_396723	BAA01024.1|GT2|2.4.1.16	54.9	756	324	7	16	764	113	858	1.26e-279	796
Zoorad1|Zoorad1_396934	CDS06367.1|GH38|	49.8	1026	502	10	5	1024	24	1042	0.0	1030
