Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Zoorad1|Zoorad1_103172	GT8(8-240)	GT8	N	N	2
Zoorad1|Zoorad1_103442	GT8(8-240)	GT8	N	N	2
Zoorad1|Zoorad1_116848	GT15(60-331)	GT15	GT15	N	3
Zoorad1|Zoorad1_136667	GT1(217-453)	N	N	N	1
Zoorad1|Zoorad1_137569	GT1(276-452)	N	N	N	1
Zoorad1|Zoorad1_149350	AA3_2(16-607)	AA3	AA3	N	3
Zoorad1|Zoorad1_176222	GH5_12(24-558)	GH5	GH5_12	N	3
Zoorad1|Zoorad1_197275	GT1(235-420)	N	N	N	1
Zoorad1|Zoorad1_197330	AA3_2(64-658)	N	AA3	N	2
Zoorad1|Zoorad1_197368	GT2_Chitin_synth_2(1118-1627)	GT2	GT2	N	3
Zoorad1|Zoorad1_22380	GT2_Chitin_synth_2(1176-1678)	GT2	GT2	N	3
Zoorad1|Zoorad1_232493	GH5_9(162-473)	GH5	N	N	2
Zoorad1|Zoorad1_247297	GT2_Chitin_synth_2(1143-1649)	GT2	GT2	N	3
Zoorad1|Zoorad1_249505	GT22(73-456)	GT22	N	N	2
Zoorad1|Zoorad1_26261	GT1(235-422)	N	N	N	1
Zoorad1|Zoorad1_26952	GT1(257-453)	N	N	N	1
Zoorad1|Zoorad1_300668	AA3_2(64-658)	N	AA3	N	2
Zoorad1|Zoorad1_371216	AA11(26-162)	N	N	N	1
Zoorad1|Zoorad1_373134	GH16_4(1-339)	CBM39	GH16_4	N	3
Zoorad1|Zoorad1_373428	AA11(39-174)	N	N	N	1
Zoorad1|Zoorad1_373592	AA11(30-170)	N	N	N	1
Zoorad1|Zoorad1_375550	AA11(3-161)	N	N	N	1
Zoorad1|Zoorad1_376534	CBM21(83-187)	N	N	N	1
Zoorad1|Zoorad1_377412	AA11(12-170)	N	N	N	1
Zoorad1|Zoorad1_379184	GH72(17-314)	GH72+CBM43	CBM43+GH72	Y(1-27)	3
Zoorad1|Zoorad1_379483	GH24(2-138)	N	N	N	1
Zoorad1|Zoorad1_381020	GH72(9-289)	N	N	N	1
Zoorad1|Zoorad1_382067	AA6(2-195)	N	N	N	1
Zoorad1|Zoorad1_385264	AA11(10-153)	N	N	N	1
Zoorad1|Zoorad1_386696	GT15(59-330)	GT15	GT15	N	3
Zoorad1|Zoorad1_387223	GH5_9(124-447)	N	N	N	1
Zoorad1|Zoorad1_387274	GT69(115-377)	N	N	N	1
Zoorad1|Zoorad1_387488	AA11(35-172)	N	N	N	1
Zoorad1|Zoorad1_387898	CE4(52-171)	CE4+CBM18	N	N	2
Zoorad1|Zoorad1_387905	GH5_9(113-425)	GH5	N	N	2
Zoorad1|Zoorad1_388981	GH18(24-282)	GH18	N	N	2
Zoorad1|Zoorad1_389836	GT21(31-262)	N	N	N	1
Zoorad1|Zoorad1_390271	AA11(34-169)	N	N	Y(1-26)	1
Zoorad1|Zoorad1_390275	AA11(35-170)	N	N	N	1
Zoorad1|Zoorad1_390278	AA11(34-169)	N	N	Y(1-26)	1
Zoorad1|Zoorad1_390281	AA11(35-169)	N	N	N	1
Zoorad1|Zoorad1_390705	GH3(87-306)	GH3	GH3	N	3
Zoorad1|Zoorad1_390919	AA3_2(20-577)	AA3	AA3	N	3
Zoorad1|Zoorad1_391304	CE14(54-166)	N	N	N	1
Zoorad1|Zoorad1_391502	GH47(22-475)	GH47	GH47	N	3
Zoorad1|Zoorad1_391869	GH18(26-285)	N	N	Y(1-24)	1
Zoorad1|Zoorad1_391936	GH18(18-262)	GH18+CBM1+CBM19	N	N	2
Zoorad1|Zoorad1_392029	GT2_Glyco_trans_2_3(297-516)	N	N	N	1
Zoorad1|Zoorad1_392651	GH5_12(26-536)	GH5	GH5_12	N	3
Zoorad1|Zoorad1_392902	GT2_Chitin_synth_1(94-256)+GT2_Chitin_synth_2(234-426)	GT2	GT2+2.4.1.16	N	3
Zoorad1|Zoorad1_392967	GH17(5-262)	N	N	N	1
Zoorad1|Zoorad1_393694	GT48(760-1534)	GT48	GT48+2.4.1.34	N	3
Zoorad1|Zoorad1_393800	GH16_4(2-212)	N	N	N	1
Zoorad1|Zoorad1_393802	GH16_4(39-380)	CBM39	GH16_4	N	3
Zoorad1|Zoorad1_393897	AA3_2(30-620)	N	AA3	N	2
Zoorad1|Zoorad1_394767	AA7(27-250)	N	N	N	1
Zoorad1|Zoorad1_394782	GH16_19(3-147)	N	N	N	1
Zoorad1|Zoorad1_394935	GH47(45-533)	GH47	GH47	N	3
Zoorad1|Zoorad1_395086	AA1(41-376)	N	N	N	1
Zoorad1|Zoorad1_395656	GH17(5-265)	N	N	N	1
Zoorad1|Zoorad1_396136	GH3(88-315)	GH3	GH3	N	3
Zoorad1|Zoorad1_396202	GH5_9(53-369)	N	GH5_9	N	2
Zoorad1|Zoorad1_396253	GH35(1-345)	N	GH35	N	2
Zoorad1|Zoorad1_396723	GT2_Chitin_synth_1(94-256)	GT2	GT2+2.4.1.16	N	3
Zoorad1|Zoorad1_396934	GH38(256-507)	GH38	GH38	N	3
Zoorad1|Zoorad1_397105	GH16_4(39-380)	CBM39	GH16_4	N	3
Zoorad1|Zoorad1_397378	GH72(23-307)	N	N	N	1
Zoorad1|Zoorad1_397631	GT2_Glyco_trans_2_3(237-458)	N	N	N	1
Zoorad1|Zoorad1_398130	AA11(41-178)	N	N	N	1
Zoorad1|Zoorad1_398440	GT66(15-656)	GT66	GT66	N	3
Zoorad1|Zoorad1_399003	CE4(114-235)	N	CBM18+CE4	Y(1-31)	2
Zoorad1|Zoorad1_399032	GH24(17-155)	N	N	N	1
Zoorad1|Zoorad1_399133	GH72(23-281)	N	N	N	1
Zoorad1|Zoorad1_399199	CE14(54-166)	N	N	N	1
Zoorad1|Zoorad1_399617	AA11(13-171)	N	N	N	1
Zoorad1|Zoorad1_400523	GH13_8(236-529)	GH13+CBM48	CBM48+GH13_8	N	3
Zoorad1|Zoorad1_402570	CE4(114-233)	N	CBM18+CE4	N	2
Zoorad1|Zoorad1_402943	GT2_Chitin_synth_2(1053-1559)	GT2	GT2	N	3
Zoorad1|Zoorad1_403028	GT2_Chitin_synth_2(381-877)	GT2	GT2	N	3
Zoorad1|Zoorad1_403075	GT15(59-329)	GT15	GT15	N	3
Zoorad1|Zoorad1_403356	GT48(782-1558)	GT48	GT48	N	3
Zoorad1|Zoorad1_403679	GH5_12(23-545)	GH5	GH5_12	N	3
Zoorad1|Zoorad1_404970	GT35(163-878)	GT35	GT35	N	3
Zoorad1|Zoorad1_405848	GT1(246-468)	N	N	N	1
Zoorad1|Zoorad1_406327	AA11(37-183)	AA11	N	Y(1-27)	2
Zoorad1|Zoorad1_407712	AA11(22-156)	N	N	N	1
Zoorad1|Zoorad1_408248	AA11(33-177)	N	N	N	1
Zoorad1|Zoorad1_409393	GT48(789-1557)	GT48	GT48	N	3
Zoorad1|Zoorad1_409545	GH16_19(116-283)	N	N	N	1
Zoorad1|Zoorad1_411507	AA11(39-187)	N	N	N	1
Zoorad1|Zoorad1_411834	GT15(59-329)	GT15	GT15	N	3
Zoorad1|Zoorad1_412314	GH72(20-319)	N	N	N	1
Zoorad1|Zoorad1_412880	GT15(65-337)	GT15	GT15	N	3
Zoorad1|Zoorad1_413496	GH47(70-498)	N	N	N	1
Zoorad1|Zoorad1_415452	GT1(239-440)	N	N	N	1
Zoorad1|Zoorad1_41708	GH15(279-653)	GH15	GH15	N	3
Zoorad1|Zoorad1_417330	GT2_Chitin_synth_2(428-937)	GT2	GT2	N	3
Zoorad1|Zoorad1_417437	GH16_19(104-268)	N	GH16_19	Y(1-19)	2
Zoorad1|Zoorad1_417438	GH16_19(103-267)	N	N	Y(1-19)	1
Zoorad1|Zoorad1_418274	AA1(15-406)	AA1	N	N	2
Zoorad1|Zoorad1_418465	AA3_2(16-591)	AA3	AA3	N	3
Zoorad1|Zoorad1_419223	CE4(53-169)	CE4+CBM18	N	N	2
Zoorad1|Zoorad1_420450	GH37(51-449)	N	N	N	1
Zoorad1|Zoorad1_420830	GH18(21-405)	GH18+CBM12+CBM5	GH18	N	3
Zoorad1|Zoorad1_420835	GH18(20-404)	GH18	GH18	N	3
Zoorad1|Zoorad1_421358	GH3(123-351)	GH3	GH3	N	3
Zoorad1|Zoorad1_422287	GH16_19(124-280)	N	N	Y(1-25)	1
Zoorad1|Zoorad1_422954	GH20(163-479)	GH20	GH20	N	3
Zoorad1|Zoorad1_423749	GT1(133-446)	N	N	N	1
Zoorad1|Zoorad1_423863	GT2_Chitin_synth_2(471-975)	GT2	GT2	N	3
Zoorad1|Zoorad1_425365	GT69(123-373)	N	N	N	1
Zoorad1|Zoorad1_426563	GH16_4(16-354)	CBM39	GH16_4	N	3
Zoorad1|Zoorad1_426959	CE4(52-171)	N	N	N	1
Zoorad1|Zoorad1_427218	GH31(245-728)	GH31	GH31	N	3
Zoorad1|Zoorad1_427768	GH72(22-298)	N	N	N	1
Zoorad1|Zoorad1_428501	GH18(25-270)	N	GH18	N	2
Zoorad1|Zoorad1_434752	GT15(71-343)	GT15	GT15	N	3
Zoorad1|Zoorad1_435148	GT4(193-325)	GT4	GT4	N	3
Zoorad1|Zoorad1_435944	CE9(27-412)	CE9	CE9	N	3
Zoorad1|Zoorad1_435951	GH16_19(115-273)	N	N	N	1
Zoorad1|Zoorad1_436086	GH16_2(105-426)	N	GH16_2	N	2
Zoorad1|Zoorad1_436502	GH20(161-498)	GH20	GH20	Y(1-23)	3
Zoorad1|Zoorad1_436770	GH16_19(105-267)	N	N	Y(1-26)	1
Zoorad1|Zoorad1_436958	GH16_4(77-397)	CBM39	GH16_4	N	3
Zoorad1|Zoorad1_437005	GT1(246-447)	N	N	N	1
Zoorad1|Zoorad1_437294	GT2_Chitin_synth_2(737-1233)	GT2	GT2	N	3
Zoorad1|Zoorad1_437719	CE4(115-235)	N	CBM18+CE4	Y(1-25)	2
Zoorad1|Zoorad1_437727	CE4(115-233)	N	CBM18+CE4	N	2
Zoorad1|Zoorad1_437901	GH17(212-476)	N	N	Y(1-47)	1
Zoorad1|Zoorad1_438584	GH72(15-302)	GH72	CBM43+GH72	N	3
Zoorad1|Zoorad1_438588	GH72(15-305)	GH72	CBM43+GH72	N	3
Zoorad1|Zoorad1_438596	GH72(16-313)	GH72	CBM43+GH72	N	3
