HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT8.hmm	257	Zoorad1|Zoorad1_103172	345	2.3e-43	17	255	8	240	0.9260700389105059
GT8.hmm	257	Zoorad1|Zoorad1_103442	345	2.3e-43	17	255	8	240	0.9260700389105059
GT15.hmm	273	Zoorad1|Zoorad1_116848	371	1.7e-111	1	272	60	331	0.9926739926739927
GT1.hmm	382	Zoorad1|Zoorad1_136667	564	1e-26	173	362	217	453	0.49476439790575916
GT1.hmm	382	Zoorad1|Zoorad1_137569	518	2.1e-26	221	358	276	452	0.3586387434554974
AA3_2.hmm	568	Zoorad1|Zoorad1_149350	613	6.7e-94	2	567	16	607	0.9947183098591549
GH5_12.hmm	539	Zoorad1|Zoorad1_176222	747	1.6e-188	2	539	24	558	0.9962894248608535
GT1.hmm	382	Zoorad1|Zoorad1_197275	527	2.5e-23	179	351	235	420	0.450261780104712
AA3_2.hmm	568	Zoorad1|Zoorad1_197330	668	4.5e-97	2	567	64	658	0.9947183098591549
GT2_Chitin_synth_2.hmm	527	Zoorad1|Zoorad1_197368	1805	6.9e-234	4	527	1118	1627	0.9924098671726755
GT2_Chitin_synth_2.hmm	527	Zoorad1|Zoorad1_22380	1798	1.2e-229	5	526	1176	1678	0.9886148007590133
GH5_9.hmm	303	Zoorad1|Zoorad1_232493	504	1.1e-75	1	303	162	473	0.9966996699669967
GT2_Chitin_synth_2.hmm	527	Zoorad1|Zoorad1_247297	1840	2.6e-230	4	526	1143	1649	0.9905123339658444
GT22.hmm	389	Zoorad1|Zoorad1_249505	583	8.7e-90	3	389	73	456	0.9922879177377892
GT1.hmm	382	Zoorad1|Zoorad1_26261	527	3.7e-23	179	353	235	422	0.45549738219895286
GT1.hmm	382	Zoorad1|Zoorad1_26952	537	4.4e-26	221	380	257	453	0.4162303664921466
AA3_2.hmm	568	Zoorad1|Zoorad1_300668	668	1.5e-95	2	567	64	658	0.9947183098591549
AA11.hmm	191	Zoorad1|Zoorad1_371216	179	2.7e-41	12	163	26	162	0.7905759162303665
GH16_4.hmm	316	Zoorad1|Zoorad1_373134	339	2.5e-106	1	315	1	339	0.9936708860759493
AA11.hmm	191	Zoorad1|Zoorad1_373428	181	8e-37	12	163	39	174	0.7905759162303665
AA11.hmm	191	Zoorad1|Zoorad1_373592	175	2.9e-33	10	162	30	170	0.7958115183246073
AA11.hmm	191	Zoorad1|Zoorad1_375550	178	3.1e-41	1	163	3	161	0.8481675392670157
CBM21.hmm	107	Zoorad1|Zoorad1_376534	194	1.2e-19	5	107	83	187	0.9532710280373832
AA11.hmm	191	Zoorad1|Zoorad1_377412	182	1.2e-45	1	163	12	170	0.8481675392670157
GH72.hmm	312	Zoorad1|Zoorad1_379184	461	5.2e-121	3	311	17	314	0.9871794871794872
GH24.hmm	137	Zoorad1|Zoorad1_379483	142	1.2e-29	3	137	2	138	0.9781021897810219
GH72.hmm	312	Zoorad1|Zoorad1_381020	418	3.4e-63	3	291	9	289	0.9230769230769231
AA6.hmm	195	Zoorad1|Zoorad1_382067	200	2.2e-72	1	194	2	195	0.9897435897435898
AA11.hmm	191	Zoorad1|Zoorad1_385264	154	4.4e-36	9	161	10	153	0.7958115183246073
GT15.hmm	273	Zoorad1|Zoorad1_386696	369	5.2e-111	1	272	59	330	0.9926739926739927
GH5_9.hmm	303	Zoorad1|Zoorad1_387223	479	5.3e-77	1	302	124	447	0.9933993399339934
GT69.hmm	239	Zoorad1|Zoorad1_387274	441	4.3e-60	2	238	115	377	0.9874476987447699
AA11.hmm	191	Zoorad1|Zoorad1_387488	188	5.7e-42	10	163	35	172	0.8010471204188482
