# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
494at4751	Complete	Entmai1|Entmai1_731251	2902.2	2958	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Complete	Entmai1|Entmai1_642877	1176.5	2042	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Complete	Entmai1|Entmai1_175436	2998.1	1783	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Complete	Entmai1|Entmai1_167794	1548.3	1304	https://www.orthodb.org/v10?query=3534at4751	SNF2-related, N-terminal domain
4409at4751	Complete	Entmai1|Entmai1_549110	1145.4	1773	https://www.orthodb.org/v10?query=4409at4751	Armadillo-type fold
4466at4751	Fragmented	Entmai1|Entmai1_513684	1106.3	868	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Complete	Entmai1|Entmai1_220935	3100.3	1887	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Complete	Entmai1|Entmai1_668902	631.2	913	https://www.orthodb.org/v10?query=5995at4751	Protein kinase domain
6186at4751	Complete	Entmai1|Entmai1_7110	296.8	779	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Fragmented	Entmai1|Entmai1_504477	434.8	552	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Complete	Entmai1|Entmai1_129536	1138.2	905	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Complete	Entmai1|Entmai1_222727	1821.7	1458	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Complete	Entmai1|Entmai1_752037	709.6	1096	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Complete	Entmai1|Entmai1_560041	193.5	642	https://www.orthodb.org/v10?query=7545at4751	Anaphase-promoting complex subunit 1
8406at4751	Complete	Entmai1|Entmai1_678773	556.7	656	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Complete	Entmai1|Entmai1_533693	1999.1	1405	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Missing
10531at4751	Complete	Entmai1|Entmai1_752179	579.4	811	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
