# BUSCO version is: 5.4.4 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
39650at2759	Complete	Conth1|scaffold_134	25817	33066	-	1849.5	1424
83779at2759	Complete	Conth1|scaffold_76	72624	74721	+	222.1	238
87842at2759	Complete	Conth1|scaffold_132	15158	18660	+	457.4	648
97116at2759	Complete	Conth1|scaffold_93	17524	21203	+	986.8	954
100698at2759	Duplicated	Conth1|scaffold_109	66719	71153	+	795.8	496
100698at2759	Duplicated	Conth1|scaffold_85	57530	60035	+	754.1	497
142542at2759	Complete	Conth1|scaffold_16	175351	184366	+	428.2	602
156083at2759	Complete	Conth1|scaffold_60	56804	72909	-	3520.3	1962
160593at2759	Complete	Conth1|scaffold_1	89495	97506	+	1167.6	1060
166920at2759	Complete	Conth1|scaffold_53	94709	99350	-	530.2	706
176625at2759	Complete	Conth1|scaffold_230	10775	17640	+	165.4	363
179362at2759	Complete	Conth1|scaffold_8	77694	83023	-	627.3	1223
245208at2759	Complete	Conth1|scaffold_25	58664	64676	-	1450.1	879
257318at2759	Complete	Conth1|scaffold_78	72082	74868	+	270.3	299
261328at2759	Complete	Conth1|scaffold_114	56839	61215	-	305.3	459
261419at2759	Complete	Conth1|scaffold_3	324249	331210	+	164.1	320
270107at2759	Fragmented	Conth1|scaffold_26	24882	28025	+	420.5	414
271586at2759	Complete	Conth1|scaffold_104	19789	23464	-	125.2	258
290630at2759	Complete	Conth1|scaffold_195	26224	29237	+	721.9	618
293315at2759	Complete	Conth1|scaffold_23	18259	25915	-	576.0	559
296129at2759	Complete	Conth1|scaffold_208	22852	26482	+	1072.1	702
299766at2759	Missing
306227at2759	Complete	Conth1|scaffold_82	56708	59916	+	479.5	481
320059at2759	Complete	Conth1|scaffold_243	2537	4536	-	864.2	451
324863at2759	Complete	Conth1|scaffold_19	166070	171226	+	529.4	501
325552at2759	Complete	Conth1|scaffold_148	15046	23584	+	355.0	405
330169at2759	Missing
331411at2759	Complete	Conth1|scaffold_81	41228	45312	+	232.3	334
341721at2759	Complete	Conth1|scaffold_124	54588	58848	+	219.1	385
345441at2759	Complete	Conth1|scaffold_23	113550	115430	-	467.8	378
355408at2759	Complete	Conth1|scaffold_380	1516	3900	-	715.4	547
369837at2759	Complete	Conth1|scaffold_268	17429	19428	+	225.8	346
375960at2759	Complete	Conth1|scaffold_23	25516	28189	+	178.2	302
383503at2759	Complete	Conth1|scaffold_147	11181	17029	+	277.7	380
388820at2759	Complete	Conth1|scaffold_13	40228	46236	+	529.8	589
390348at2759	Complete	Conth1|scaffold_156	8993	12093	+	1202.9	759
392369at2759	Complete	Conth1|scaffold_46	36147	38202	+	404.7	342
396755at2759	Missing
418107at2759	Complete	Conth1|scaffold_27	129991	132180	-	443.4	400
426305at2759	Complete	Conth1|scaffold_149	4671	7074	+	232.9	311
450058at2759	Complete	Conth1|scaffold_13	65450	71152	-	150.6	249
453044at2759	Missing
457861at2759	Missing
464990at2759	Complete	Conth1|scaffold_86	8246	12478	+	328.5	309
491869at2759	Complete	Conth1|scaffold_50	96387	97989	-	153.9	229
513979at2759	Complete	Conth1|scaffold_22	123708	125258	+	94.4	186
543764at2759	Complete	Conth1|scaffold_186	17429	22658	-	148.6	228
549762at2759	Missing
551907at2759	Complete	Conth1|scaffold_198	21583	25311	+	249.6	349
570797at2759	Missing
582756at2759	Missing
598949at2759	Complete	Conth1|scaffold_39	107198	110551	-	351.1	405
604979at2759	Complete	Conth1|scaffold_50	9237	11152	+	433.7	282
621827at2759	Complete	Conth1|scaffold_211	4100	10227	+	297.2	281
625387at2759	Complete	Conth1|scaffold_62	36997	45026	+	237.0	363
655400at2759	Complete	Conth1|scaffold_448	1	2758	+	224.8	270
664730at2759	Complete	Conth1|scaffold_33	21039	22449	-	635.5	347
671536at2759	Complete	Conth1|scaffold_59	2891	5866	+	477.0	359
671846at2759	Complete	Conth1|scaffold_114	14155	17599	-	141.1	262
673132at2759	Complete	Conth1|scaffold_75	67276	69536	+	305.7	275
674160at2759	Complete	Conth1|scaffold_57	105220	113965	+	564.8	1038
674169at2759	Missing
679187at2759	Complete	Conth1|scaffold_158	42810	45226	+	236.9	404
679771at2759	Complete	Conth1|scaffold_92	44298	49459	-	66.1	270
687505at2759	Complete	Conth1|scaffold_35	111342	113229	-	137.6	228
692986at2759	Fragmented	Conth1|scaffold_177	4290	10420	-	63.6	118
708105at2759	Missing
719531at2759	Complete	Conth1|scaffold_6	133554	139736	-	403.5	273
