# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
494at4751	Missing
771at4751	Fragmented	MCICUMICH_004811-T1	49.6	98	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Fragmented	MCICUMICH_007821-T1	376.1	292	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Missing
4409at4751	Missing
4466at4751	Fragmented	MCICUMICH_000597-T1	143.8	239	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Fragmented	MCICUMICH_008522-T1	704.4	389	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Missing
6186at4751	Missing
6272at4751	Missing
6377at4751	Fragmented	MCICUMICH_009102-T1	76.4	89	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Fragmented	MCICUMICH_003926-T1	567.0	335	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Fragmented	MCICUMICH_007978-T1	63.7	164	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Missing
8406at4751	Fragmented	MCICUMICH_004741-T1	28.9	129	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Fragmented	MCICUMICH_007011-T1	778.1	510	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Missing
10531at4751	Fragmented	MCICUMICH_008607-T1	65.8	56	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Fragmented	MCICUMICH_009437-T1	100.5	94	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12812at4751	Fragmented	MCICUMICH_009270-T1	33.1	53	https://www.orthodb.org/v10?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Missing
13224at4751	Fragmented	MCICUMICH_009871-T1	65.7	133	https://www.orthodb.org/v10?query=13224at4751	Nucleoporin, Nup133/Nup155-like, N-terminal
13605at4751	Missing
14295at4751	Fragmented	MCICUMICH_006714-T1	708.8	354	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Missing
14523at4751	Fragmented	MCICUMICH_006358-T1	225.3	220	https://www.orthodb.org/v10?query=14523at4751	Exportin-1
14793at4751	Missing
14986at4751	Complete	MCICUMICH_000943-T1	717.1	653	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
17174at4751	Missing
18809at4751	Fragmented	MCICUMICH_003113-T1	77.2	121	https://www.orthodb.org/v10?query=18809at4751	RIC1-domain-containing protein
20600at4751	Fragmented	MCICUMICH_007149-T1	450.1	272	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20952at4751	Missing
21651at4751	Missing
21689at4751	Missing
22982at4751	Missing
22992at4751	Missing
23198at4751	Missing
23856at4751	Fragmented	MCICUMICH_006063-T1	341.7	520	https://www.orthodb.org/v10?query=23856at4751	Transcription elongation factor Spt6
24198at4751	Fragmented	MCICUMICH_003082-T1	176.7	239	https://www.orthodb.org/v10?query=24198at4751	Armadillo-type fold
