Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
EMAIFUN|EMAIM_000109-T1	AEP00550.1|GH13_5|	55.6	484	212	2	22	504	1	482	2.16e-210	595
EMAIFUN|EMAIM_000168-T1	CDS13455.1|GH63|	43.0	830	390	17	32	839	36	804	7.43e-224	655
EMAIFUN|EMAIM_000509-T1	QBQ55243.1|CBM50|	35.2	788	436	22	42	811	27	757	9.77e-114	383
EMAIFUN|EMAIM_000607-T1	QKD55908.1|GH18|	31.1	1159	620	25	22	1023	1050	2187	3.30e-148	494
EMAIFUN|EMAIM_000967-T1	AIT18233.1|GT4|	46.9	475	243	5	13	484	11	479	2.81e-143	424
EMAIFUN|EMAIM_001236-T1	QKX53450.1|GH81|	52.0	394	159	3	25	388	953	1346	3.36e-113	364
EMAIFUN|EMAIM_001343-T1	CCA14548.1|GT2|	52.6	312	146	2	6	316	443	753	2.56e-110	342
EMAIFUN|EMAIM_001416-T1	CDS09097.1|GH15|	54.4	665	283	7	10	654	65	729	2.25e-253	720
EMAIFUN|EMAIM_001613-T1	APU66165.1|GH18|	70.1	281	80	3	53	331	1	279	5.78e-145	421
EMAIFUN|EMAIM_001689-T1	QEO24085.1|GH47|	54.3	372	161	4	9	375	837	1204	1.52e-124	391
EMAIFUN|EMAIM_001987-T1	AQS64499.1|CBM50|	35.2	514	308	9	18	514	27	532	2.70e-105	334
EMAIFUN|EMAIM_002043-T1	QBQ55251.1|CBM50|	35.5	844	472	16	15	851	18	796	5.62e-125	411
EMAIFUN|EMAIM_002141-T1	EGX49587.1|GT2|	48.2	992	395	15	108	992	174	1153	8.78e-296	864
EMAIFUN|EMAIM_002172-T1	QDS71450.1|GH47|	61.4	321	114	2	9	327	1044	1356	4.76e-131	412
EMAIFUN|EMAIM_002287-T1	QIW95080.1|GH47|	24.1	1848	1224	47	100	1834	809	2590	5.40e-131	462
EMAIFUN|EMAIM_002467-T1	QBQ55251.1|CBM50|	34.0	1001	538	21	8	1000	25	910	1.02e-138	448
EMAIFUN|EMAIM_002472-T1	QKD55908.1|GH18|	38.0	684	323	15	422	1031	1530	2186	3.24e-104	365
EMAIFUN|EMAIM_002499-T1	QKD62991.1|GH12|	37.1	587	358	4	245	831	1086	1661	2.50e-114	387
EMAIFUN|EMAIM_002508-T1	CDI55329.1|CBM48|GH13_8|	64.6	678	230	3	30	705	27	696	0.0	953
EMAIFUN|EMAIM_002540-T1	CDS11103.1|GT66|	62.8	728	243	6	7	714	7	726	0.0	922
EMAIFUN|EMAIM_002556-T1	CDS05465.1|GH47|	52.1	516	231	3	27	526	1	516	1.76e-179	527
EMAIFUN|EMAIM_002665-T1	ADK37847.1|GH18|	69.6	283	84	1	133	415	1	281	1.57e-143	415
EMAIFUN|EMAIM_002973-T1	QKX53119.1|GH72|	45.6	487	245	5	23	491	9	493	1.74e-130	420
EMAIFUN|EMAIM_003033-T1	APU66165.1|GH18|	67.1	283	90	3	24	306	1	280	2.61e-140	408
EMAIFUN|EMAIM_003048-T1	APU66165.1|GH18|	54.1	281	128	1	27	307	1	280	2.71e-107	325
EMAIFUN|EMAIM_003441-T1	APT57561.1|CE4|	51.5	338	138	6	1	338	1	312	1.38e-109	326
EMAIFUN|EMAIM_003664-T1	AMJ52391.1|GH47|	43.0	470	230	11	60	498	101	563	5.31e-114	352
EMAIFUN|EMAIM_003677-T1	CDS10110.1|GT15|	56.4	307	130	2	48	352	67	371	2.91e-130	382
EMAIFUN|EMAIM_003717-T1	AWP04987.1|GT13|	41.3	1035	517	25	22	1012	81	1068	3.99e-229	697
EMAIFUN|EMAIM_003865-T1	CAK46627.1|GT15|	57.5	313	129	2	50	360	69	379	1.04e-138	404
EMAIFUN|EMAIM_003868-T1	QGI79035.1|GH43_30|	72.8	390	105	1	4	392	459	848	2.21e-194	590
EMAIFUN|EMAIM_004065-T1	ADK37843.1|CBM18|GH16_19|	57.9	252	97	2	1	252	45	287	5.36e-105	310
EMAIFUN|EMAIM_004068-T1	ADK37843.1|CBM18|GH16_19|	65.9	276	90	3	13	286	13	286	5.60e-135	387
EMAIFUN|EMAIM_004204-T1	ADK37842.1|GH16_19|	71.9	295	79	1	17	311	13	303	6.95e-167	471
