Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
EMAIFUN|EMAIM_000090-T1	CBM63(130-199)	N	N	N	1
EMAIFUN|EMAIM_000109-T1	GH13_5(52-391)	GH13+CBM20	GH13_5	N	3
EMAIFUN|EMAIM_000465-T1	AA11(15-168)	N	N	Y(1-17)	1
EMAIFUN|EMAIM_000564-T1	AA11(55-183)	N	N	N	1
EMAIFUN|EMAIM_000967-T1	GT4(287-415)	GT4	GT4	N	3
EMAIFUN|EMAIM_001082-T1	GH18(64-445)	N	N	N	1
EMAIFUN|EMAIM_001083-T1	GH18(19-400)	N	N	Y(1-25)	1
EMAIFUN|EMAIM_001119-T1	GH132(90-365)	GH132	N	N	2
EMAIFUN|EMAIM_001250-T1	GH17(65-319)	N	N	Y(1-51)	1
EMAIFUN|EMAIM_001376-T1	GH18(17-398)	N	N	N	1
EMAIFUN|EMAIM_001416-T1	GH15(273-647)	GH15	GH15	N	3
EMAIFUN|EMAIM_001613-T1	GH18(50-300)	N	GH18	N	2
EMAIFUN|EMAIM_001732-T1	GT1(86-445)	N	N	N	1
EMAIFUN|EMAIM_001755-T1	GT1(119-414)	N	N	N	1
EMAIFUN|EMAIM_001756-T1	GT1(151-424)	N	N	N	1
EMAIFUN|EMAIM_001757-T1	GT1(213-411)	N	N	N	1
EMAIFUN|EMAIM_001795-T1	AA11(2-132)	N	N	N	1
EMAIFUN|EMAIM_001848-T1	GT1(117-417)	N	N	N	1
EMAIFUN|EMAIM_001850-T1	AA11(34-181)	N	N	N	1
EMAIFUN|EMAIM_001877-T1	GT1(124-450)	N	N	N	1
EMAIFUN|EMAIM_001878-T1	GT1(144-449)	N	N	N	1
EMAIFUN|EMAIM_001920-T1	GH20(1-179)	N	N	N	1
EMAIFUN|EMAIM_001981-T1	GH18(58-308)	GH18+CBM1+CBM19	N	N	2
EMAIFUN|EMAIM_002141-T1	GT2_Chitin_synth_2(490-988)	GT2	GT2	N	3
EMAIFUN|EMAIM_002296-T1	AA11(25-181)	N	N	N	1
EMAIFUN|EMAIM_002299-T1	AA11(2-131)	N	N	N	1
EMAIFUN|EMAIM_002430-T1	GH17(23-290)	N	N	N	1
EMAIFUN|EMAIM_002508-T1	GH13_8(257-550)	GH13+CBM48	CBM48+GH13_8	N	3
EMAIFUN|EMAIM_002540-T1	GT66(13-655)	GT66	GT66	N	3
EMAIFUN|EMAIM_002556-T1	GH47(27-462)	GH47	GH47	N	3
EMAIFUN|EMAIM_002665-T1	GH18(40-367)	N	GH18	N	2
EMAIFUN|EMAIM_002749-T1	GH47(10-191)	GH47	N	N	2
EMAIFUN|EMAIM_002927-T1	GH18(45-287)	N	N	N	1
EMAIFUN|EMAIM_002933-T1	GH18(77-258)	N	N	N	1
EMAIFUN|EMAIM_002989-T1	AA6(18-119)	N	N	N	1
EMAIFUN|EMAIM_003033-T1	GH18(20-270)	GH18+CBM19	GH18	N	3
EMAIFUN|EMAIM_003048-T1	GH18(24-269)	N	GH18	N	2
EMAIFUN|EMAIM_003068-T1	GT1(256-453)	N	N	N	1
EMAIFUN|EMAIM_003104-T1	GH16_19(78-222)	N	N	N	1
EMAIFUN|EMAIM_003114-T1	GH16_19(219-368)	N	N	N	1
EMAIFUN|EMAIM_003320-T1	GT15(52-183)	GT15	N	N	2
EMAIFUN|EMAIM_003519-T1	GH16_3(30-295)	CBM6	N	N	2
EMAIFUN|EMAIM_003664-T1	GH47(69-500)	GH47	GH47	N	3
EMAIFUN|EMAIM_003677-T1	GT15(48-320)	GT15	GT15	N	3
EMAIFUN|EMAIM_003865-T1	GT15(52-323)	GT15	GT15	N	3
EMAIFUN|EMAIM_003990-T1	GH16_19(128-291)	N	N	N	1
EMAIFUN|EMAIM_003993-T1	GH16_19(98-261)	N	N	Y(1-21)	1
EMAIFUN|EMAIM_004065-T1	GH16_19(64-224)	N	CBM18+GH16_19	N	2
EMAIFUN|EMAIM_004068-T1	GH16_19(96-260)	N	CBM18+GH16_19	Y(1-18)	2
EMAIFUN|EMAIM_004204-T1	GH16_19(112-268)	N	GH16_19	Y(1-17)	2
EMAIFUN|EMAIM_004210-T1	GH47(117-566)	GH47	GH47	Y(1-57)	3
EMAIFUN|EMAIM_004650-T1	GT20(13-487)	GT20+CBM20	GT20	N	3
EMAIFUN|EMAIM_004920-T1	GH18(31-411)	GH18+CBM12+CBM14	N	N	2
EMAIFUN|EMAIM_005181-T1	GH47(84-537)	GH47	GH47	N	3
EMAIFUN|EMAIM_005223-T1	GT2_Glycos_transf_2(6-176)	GT2	GT2+2.4.1.83	N	3
EMAIFUN|EMAIM_005380-T1	GH13_5(32-371)	GH13	GH13_5	N	3
EMAIFUN|EMAIM_005441-T1	GH18(3-259)	N	N	N	1
EMAIFUN|EMAIM_005701-T1	AA1(38-385)	AA1	N	N	2
EMAIFUN|EMAIM_005770-T1	GT2_Chitin_synth_2(420-913)	N	N	N	1
EMAIFUN|EMAIM_006250-T1	GH13_25(1042-1479)	GH133	GH13_25+GH133	N	3
EMAIFUN|EMAIM_006324-T1	GH37(45-594)	GH37	GH37	N	3
EMAIFUN|EMAIM_006328-T1	GH37(42-594)	GH37	GH37	Y(1-21)	3
EMAIFUN|EMAIM_006441-T1	AA7(53-478)	N	N	Y(1-23)	1
EMAIFUN|EMAIM_006714-T1	GT59(112-500)	GT59	N	N	2
EMAIFUN|EMAIM_006754-T1	GT20(11-474)	GT20+CBM20	GT20+2.4.1.15	N	3
EMAIFUN|EMAIM_007053-T1	AA11(55-184)	N	N	Y(1-24)	1
EMAIFUN|EMAIM_007090-T1	GT4(202-334)	GT4	GT4	N	3
EMAIFUN|EMAIM_007149-T1	GT48(787-1555)	GT48	GT48	N	3
EMAIFUN|EMAIM_007328-T1	GT1(195-360)	N	N	N	1
EMAIFUN|EMAIM_007330-T1	GT1(150-308)	N	N	N	1
EMAIFUN|EMAIM_007388-T1	AA11(16-164)	AA11	N	N	2
EMAIFUN|EMAIM_007389-T1	AA11(34-178)	AA11	N	N	2
EMAIFUN|EMAIM_007417-T1	GH5_12(18-289)+GH5_12(294-504)	GH5	GH5_12+3.2.1.45	N	3
EMAIFUN|EMAIM_007470-T1	GT57(4-280)	GT57	N	N	2
EMAIFUN|EMAIM_007574-T1	GH18(93-467)	N	N	Y(1-23)	1
EMAIFUN|EMAIM_007966-T1	AA11(20-184)	N	N	N	1
EMAIFUN|EMAIM_008031-T1	AA11(39-178)	N	N	N	1
EMAIFUN|EMAIM_008033-T1	AA11(18-159)	N	N	N	1
EMAIFUN|EMAIM_008034-T1	AA11(41-189)	N	N	N	1
EMAIFUN|EMAIM_008226-T1	GT2_Chitin_synth_2(1120-1629)	GT2	GT2	N	3
EMAIFUN|EMAIM_008228-T1	GT15(2-279)	GT15	N	N	2
EMAIFUN|EMAIM_008571-T1	AA11(37-176)	N	AA11	Y(1-24)	2
EMAIFUN|EMAIM_008573-T1	AA11(37-176)	N	AA11	Y(1-24)	2
EMAIFUN|EMAIM_008584-T1	AA11(34-173)	AA11	AA11	N	3
EMAIFUN|EMAIM_008587-T1	AA11(52-189)	N	N	N	1
EMAIFUN|EMAIM_008591-T1	AA11(17-185)	N	AA11	Y(1-19)	2
EMAIFUN|EMAIM_008592-T1	AA11(17-185)	N	AA11	Y(1-19)	2
EMAIFUN|EMAIM_008686-T1	GH47(2-198)	N	N	N	1
EMAIFUN|EMAIM_008774-T1	GH47(39-467)	GH47	N	N	2
EMAIFUN|EMAIM_008823-T1	GT24(1210-1457)	GT24	GT24	N	3
EMAIFUN|EMAIM_009389-T1	GH18(24-269)	GH18	N	N	2
EMAIFUN|EMAIM_009466-T1	GH16_3(183-451)	CBM13+CBM4	N	N	2
EMAIFUN|EMAIM_009534-T1	CBM63(132-194)	N	N	N	1
EMAIFUN|EMAIM_009858-T1	AA11(32-173)	N	N	N	1
EMAIFUN|EMAIM_010205-T1	GT22(34-443)	GT22	N	N	2
EMAIFUN|EMAIM_010206-T1	GH16_4(65-412)	CBM39	GH16_4	N	3
EMAIFUN|EMAIM_010207-T1	GH18(4-380)	GH18+CBM5	N	N	2
EMAIFUN|EMAIM_010258-T1	GH16_4(2-267)	CBM39+CBM6	N	N	2
EMAIFUN|EMAIM_010262-T1	GH16_4(38-364)	CBM39+CBM6	N	Y(1-23)	2
EMAIFUN|EMAIM_010290-T1	GH16_4(25-352)	CBM39+CBM54+CBM6	N	N	2
EMAIFUN|EMAIM_010291-T1	GH16_4(30-357)	CBM39+CBM54+CBM6	N	N	2
EMAIFUN|EMAIM_010302-T1	GH16_4(26-353)	CBM39+CBM54+CBM6	GH16_4	N	3
EMAIFUN|EMAIM_010305-T1	GH16_4(26-353)	CBM39+CBM54+CBM6	GH16_4	N	3
EMAIFUN|EMAIM_010317-T1	GH16_4(50-380)	CBM39	GH16_4	N	3
EMAIFUN|EMAIM_010378-T1	GT57(10-471)	GT57	GT57	N	3
EMAIFUN|EMAIM_010586-T1	GT8(12-296)	N	N	N	1
EMAIFUN|EMAIM_010632-T1	GH5_9(157-469)	GH5	GH5_9	N	3
EMAIFUN|EMAIM_010782-T1	GT22(59-504)	GT22	GT22	N	3
EMAIFUN|EMAIM_010829-T1	GH47(109-575)	GH47	GH47	N	3
EMAIFUN|EMAIM_010844-T1	AA2(12-261)	N	N	N	1
EMAIFUN|EMAIM_010914-T1	GH47(148-585)	GH47	N	N	2
EMAIFUN|EMAIM_010989-T1	GT2_Chitin_synth_2(697-1192)	GT2	GT2	N	3
EMAIFUN|EMAIM_010990-T1	GT1(194-422)	N	N	N	1
EMAIFUN|EMAIM_011202-T1	CE9(31-415)	CE9	CE9	N	3
EMAIFUN|EMAIM_011210-T1	GT2_Glycos_transf_2(70-248)	N	N	N	1
EMAIFUN|EMAIM_011277-T1	GH81(69-694)	GH81	GH81	N	3
EMAIFUN|EMAIM_011347-T1	GH37(36-245)	N	N	N	1
EMAIFUN|EMAIM_011383-T1	GH81(28-645)	GH81	GH81	N	3
EMAIFUN|EMAIM_011582-T1	GH37(35-583)	GH37	GH37	N	3
EMAIFUN|EMAIM_011623-T1	GH18(37-371)	N	N	N	1
EMAIFUN|EMAIM_011798-T1	GT69(94-352)	N	N	N	1
EMAIFUN|EMAIM_011826-T1	GT69(15-213)	N	N	N	1
EMAIFUN|EMAIM_012254-T1	AA11(18-177)	N	N	Y(1-18)	1
EMAIFUN|EMAIM_012264-T1	GT2_Chitin_synth_2(1136-1644)	GT2	GT2	N	3
EMAIFUN|EMAIM_012374-T1	GH72(20-324)	GH72	CBM43+GH72	Y(1-21)	3
EMAIFUN|EMAIM_012612-T1	GT2_Chitin_synth_1(165-327)	GT2	GT2	N	3
EMAIFUN|EMAIM_012837-T1	GH24(21-157)	N	N	Y(1-23)	1
EMAIFUN|EMAIM_013003-T1	GH24(19-157)	N	N	Y(1-23)	1
EMAIFUN|EMAIM_013076-T1	GH35(63-439)	GH35	GH35	N	3
