Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
N159|N159.mRNA.10080.1	GT1(254-443)	N	N	N	1
N159|N159.mRNA.10146.1	AA2(23-261)	N	N	N	1
N159|N159.mRNA.10168.1	GH16_4(66-386)	CBM39	GH16_4	N	3
N159|N159.mRNA.10169.1	GH16_4(66-386)	CBM39+CBM6	GH16_4	Y(1-21)	3
N159|N159.mRNA.10170.1	GH16_4(65-385)	CBM39+CBM6	GH16_4	N	3
N159|N159.mRNA.10184.1	GT1(241-442)	N	N	N	1
N159|N159.mRNA.10185.1	GT1(169-420)	N	N	N	1
N159|N159.mRNA.10186.1	GT1(239-430)	N	N	N	1
N159|N159.mRNA.10202.1	GT4(290-451)	GT4	GT4	N	3
N159|N159.mRNA.10230.1	GT33(3-430)	GT33	N	N	2
N159|N159.mRNA.10249.1	GH18(27-404)	N	N	Y(1-22)	1
N159|N159.mRNA.1027.1	AA11(61-187)	N	N	N	1
N159|N159.mRNA.10296.1	GH16_19(229-377)	N	N	Y(1-19)	1
N159|N159.mRNA.10297.1	GH16_19(134-282)	N	N	N	1
N159|N159.mRNA.10298.1	GH16_19(154-303)	N	N	Y(1-22)	1
N159|N159.mRNA.10306.1	GH35(71-447)	GH35	GH35	N	3
N159|N159.mRNA.10341.1	GH3(119-344)	GH3	GH3	Y(1-20)	3
N159|N159.mRNA.10358.1	GT15(1-269)	N	GT15	N	2
N159|N159.mRNA.10388.1	AA6(5-198)	N	N	N	1
N159|N159.mRNA.10454.1	AA6(8-201)	AA6	N	N	2
N159|N159.mRNA.10456.1	AA6(8-201)	AA6	N	N	2
N159|N159.mRNA.10457.1	AA6(8-201)	N	N	N	1
N159|N159.mRNA.10458.1	AA6(8-201)	AA6	N	N	2
N159|N159.mRNA.10459.1	AA6(9-202)	AA6	N	N	2
N159|N159.mRNA.10674.1	GH13_5(45-387)	GH13+CBM20	GH13_5	N	3
N159|N159.mRNA.10683.1	GT76(12-333)	N	N	N	1
N159|N159.mRNA.10684.1	GH72(16-313)	GH72+CBM43	CBM43+GH72	N	3
N159|N159.mRNA.10810.1	AA11(21-183)	N	N	Y(1-33)	1
N159|N159.mRNA.10843.1	GH18(8-388)	GH18+CBM2	N	N	2
N159|N159.mRNA.10847.1	GH18(36-191)	GH18	N	N	2
N159|N159.mRNA.10889.1	CBM63(113-182)	N	N	N	1
N159|N159.mRNA.10909.1	GT15(2-269)	GT15	GT15	N	3
N159|N159.mRNA.10928.1	AA7(55-275)	N	N	Y(1-17)	1
N159|N159.mRNA.10929.1	AA7(68-381)	N	N	N	1
N159|N159.mRNA.10964.1	GH16_19(96-263)	N	N	Y(1-25)	1
