HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH47.hmm	446	EV402|EV402_000548-T1	237	3e-68	238	446	1	231	0.4663677130044843
AA7.hmm	458	EV402|EV402_000667-T1	285	8.3e-80	5	228	44	269	0.4868995633187773
GH5_9.hmm	303	EV402|EV402_000696-T1	453	1e-81	1	302	54	335	0.9933993399339934
GT39.hmm	223	EV402|EV402_000759-T1	715	2.3e-71	2	223	97	333	0.9910313901345291
GT48.hmm	739	EV402|EV402_000787-T1	2030	6.4e-291	3	726	920	1698	0.9783491204330176
GT32.hmm	90	EV402|EV402_001993-T1	289	1.2e-22	7	87	69	144	0.8888888888888888
GT2_Chitin_synth_2.hmm	527	EV402|EV402_002007-T1	712	1.7e-22	189	494	140	433	0.5787476280834914
GT1.hmm	382	EV402|EV402_002590-T1	422	5.8e-16	175	349	139	349	0.45549738219895286
GH5_9.hmm	303	EV402|EV402_002763-T1	412	2.1e-107	1	303	84	390	0.9966996699669967
GH18.hmm	296	EV402|EV402_003575-T1	473	6.1e-56	2	284	37	401	0.9527027027027027
AA3_2.hmm	568	EV402|EV402_004425-T1	624	9.2e-100	2	566	30	621	0.9929577464788732
GT8.hmm	257	EV402|EV402_004646-T1	382	2.3e-38	27	254	58	335	0.8832684824902723
AA11.hmm	191	EV402|EV402_004709-T1	209	3.7e-35	20	162	54	182	0.743455497382199
GH13_5.hmm	342	EV402|EV402_005112-T1	484	6.8e-119	2	339	32	373	0.9853801169590644
GT4.hmm	160	EV402|EV402_005263-T1	414	2.7e-23	8	152	186	315	0.9
CE4.hmm	130	EV402|EV402_005469-T1	327	4e-30	7	125	61	182	0.9076923076923077
GH18.hmm	296	EV402|EV402_005613-T1	439	4.8e-75	29	284	8	330	0.8614864864864865
AA11.hmm	191	EV402|EV402_005653-T1	352	1e-42	1	163	20	175	0.8481675392670157
AA11.hmm	191	EV402|EV402_005782-T1	321	1.7e-38	12	161	43	176	0.7801047120418848
GT57.hmm	481	EV402|EV402_006085-T1	317	3.8e-65	146	480	1	299	0.6943866943866944
AA11.hmm	191	EV402|EV402_006301-T1	352	1e-42	1	163	20	175	0.8481675392670157
GT2_Chitin_synth_2.hmm	527	EV402|EV402_006352-T1	1878	3.2e-233	4	527	1122	1631	0.9924098671726755
GT1.hmm	382	EV402|EV402_006457-T1	543	6.1e-26	196	348	268	459	0.39790575916230364
