Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
EV402|EV402_000759-T1	CDS12794.1|GT39|	45.1	687	348	10	36	715	30	694	1.59e-195	576
EV402|EV402_000787-T1	CDS03806.1|GT48|	51.6	1791	784	24	178	1958	176	1893	0.0	1749
EV402|EV402_002763-T1	ABN67731.1|GH5_9|	41.3	380	209	6	22	397	45	414	2.23e-104	320
EV402|EV402_004249-T1	QKX55086.1|GH55|	47.9	599	273	7	217	778	787	1383	1.35e-184	571
EV402|EV402_004425-T1	QKD53806.1|AA3|	35.2	647	354	12	23	623	25	652	2.19e-118	371
EV402|EV402_005112-T1	CAC16493.1|GH13_5|	44.5	425	222	6	4	422	6	422	7.64e-120	364
EV402|EV402_005168-T1	AWO98658.1|GH37|	65.0	363	126	1	1	362	108	470	6.35e-163	492
EV402|EV402_005467-T1	CAN80640.1|GT47|	51.6	428	200	5	6	428	937	1362	1.36e-149	463
EV402|EV402_006177-T1	CCA15473.1|GH72|	53.5	389	176	4	1	385	565	952	1.33e-132	407
EV402|EV402_006352-T1	CDS08031.1|GT2|	44.9	1706	819	28	19	1630	9	1687	0.0	1399
EV402|EV402_007390-T1	CDS12806.1|GH31|	39.6	857	476	14	18	841	34	881	2.73e-216	638
EV402|EV402_008589-T1	CCA15473.1|GH72|	53.5	389	176	4	1	385	565	952	6.72e-133	408
EV402|EV402_008683-T1	CDS09089.1|GT41|	47.7	1253	529	20	341	1507	281	1493	0.0	984
EV402|EV402_009833-T1	QEO24085.1|GH47|	48.5	402	192	6	13	403	807	1204	2.55e-118	376
EV402|EV402_010779-T1	CDS05327.1|GT2|	42.7	1390	710	30	39	1383	372	1720	0.0	990
EV402|EV402_010976-T1	CDS11918.1|CBM43|GH72|	44.1	458	235	10	1	446	34	482	7.65e-124	374
EV402|EV402_011075-T1	AIE96983.1|GT7|	37.2	662	366	14	1131	1784	485	1104	1.96e-109	393
EV402|EV402_011461-T1	CCE42984.1|GT3|	55.9	372	130	3	62	399	329	700	1.24e-129	393
EV402|EV402_011462-T1	AEO62856.1|GT3|	68.7	252	79	0	8	259	11	262	2.49e-122	369
EV402|EV402_011589-T1	EGX49587.1|GT2|	48.9	997	416	21	164	1104	194	1153	2.60e-299	878
EV402|EV402_011595-T1	CDS03190.1|GH0|	49.8	1224	499	15	11	1123	16	1235	0.0	1101
EV402|EV402_011710-T1	CDS04796.1|CE9|	53.7	428	167	5	5	402	6	432	2.58e-161	464
EV402|EV402_012046-T1	EGX51249.1|GT1|	34.5	1265	657	25	75	1187	204	1448	1.20e-221	684
EV402|EV402_012518-T1	ADK37844.1|GH16_4|	68.1	323	101	2	42	363	1	322	5.13e-173	488
EV402|EV402_012605-T1	CDS05274.1|GT2|	57.4	784	300	9	11	768	208	983	8.99e-296	852
EV402|EV402_012718-T1	AIE96983.1|GT7|	31.8	997	567	19	13	929	233	1196	9.66e-133	444
EV402|EV402_012927-T1	VBB76690.1|AA3|	41.3	504	266	10	1	478	144	643	3.63e-111	347
EV402|EV402_013201-T1	CCA14548.1|GT2|	53.7	315	144	2	3	316	441	754	1.85e-109	339
