Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Pfor|Pfor_10209	GH47(40-509)	GH47	GH47	N	3
Pfor|Pfor_10223	GH18(28-377)	GH18+CBM14	GH18	N	3
Pfor|Pfor_10224	GH18(28-377)	GH18+CBM14	GH18	N	3
Pfor|Pfor_10246	GH47(124-563)	GH47	GH47	N	3
Pfor|Pfor_10247	GH47(124-563)	GH47	GH47	N	3
Pfor|Pfor_10248	GH47(1-440)	GH47	GH47	N	3
Pfor|Pfor_10474	GH38(269-520)	GH38	GH38	N	3
Pfor|Pfor_10566	GT92(308-571)	GT92	GT92	N	3
Pfor|Pfor_10800	AA3_2(16-603)	AA3	AA3	N	3
Pfor|Pfor_10801	AA3_2(6-525)	N	AA3	N	2
Pfor|Pfor_10802	AA3_2(16-600)	AA3	AA3	N	3
Pfor|Pfor_10845	GH16_2(102-422)	N	GH16_2	N	2
Pfor|Pfor_10846	GH16_2(109-430)	N	GH16_2	N	2
Pfor|Pfor_11150	AA3_2(104-320)	N	N	N	1
Pfor|Pfor_11151	AA3_2(96-312)	N	N	N	1
Pfor|Pfor_11252	GT2_Chitin_synth_1(134-296)	GT2	GT2	N	3
Pfor|Pfor_11764	GT22(29-298)	N	N	N	1
Pfor|Pfor_11766	GT22(29-195)	N	N	N	1
Pfor|Pfor_12094	GT2_Chitin_synth_2(548-1065)	GT2	GT2	N	3
Pfor|Pfor_12105	GT8(6-222)	GT8	GT8	N	3
Pfor|Pfor_12108	GT8(6-222)	GT8	GT8	N	3
Pfor|Pfor_12626	GT2_Chitin_synth_2(1-255)	GT2	GT2	N	3
Pfor|Pfor_12764	GT31(117-301)	GT31	GT31	N	3
Pfor|Pfor_12765	GT31(117-301)	GT31	GT31	N	3
Pfor|Pfor_12823	GT1(268-467)	N	N	N	1
Pfor|Pfor_12874	GH22(23-142)	GH22	N	N	2
Pfor|Pfor_13187	CE1(310-537)	N	N	N	1
Pfor|Pfor_13230	AA11(33-172)	N	N	N	1
Pfor|Pfor_13231	AA11(33-172)	N	N	N	1
Pfor|Pfor_13293	GH5_9(83-385)	GH5	GH5_9	N	3
Pfor|Pfor_13294	GH5_9(75-376)	GH5	GH5_9	N	3
