Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
DSO57v3|DSO57v2_000014-T1	GH16_3(29-294)	N	N	N	1
DSO57v3|DSO57v2_000087-T1	GH37(43-586)	N	GH37	N	2
DSO57v3|DSO57v2_000088-T1	GH37(43-586)	N	GH37	N	2
DSO57v3|DSO57v2_000332-T1	GH17(49-220)	N	N	N	1
DSO57v3|DSO57v2_000374-T1	GT2_Chitin_synth_2(1-401)	GT2	GT2	N	3
DSO57v3|DSO57v2_000409-T1	GH47(30-456)	N	N	N	1
DSO57v3|DSO57v2_000421-T1	AA11(35-174)	N	N	Y(1-20)	1
DSO57v3|DSO57v2_000422-T1	AA11(20-176)	N	AA11	Y(1-22)	2
DSO57v3|DSO57v2_000423-T1	AA11(20-176)	N	AA11	Y(1-22)	2
DSO57v3|DSO57v2_000424-T1	AA11(41-178)	AA11+AA11	N	Y(1-21)	2
DSO57v3|DSO57v2_000425-T1	AA11(38-177)	AA11+AA11	AA11	Y(1-22)	3
DSO57v3|DSO57v2_000427-T1	AA11(38-177)	AA11+AA11	AA11	Y(1-22)	3
DSO57v3|DSO57v2_000599-T1	GH47(39-470)	N	GH47	Y(1-19)	2
DSO57v3|DSO57v2_000606-T1	GT15(51-257)	N	N	N	1
DSO57v3|DSO57v2_000678-T1	GH17(21-282)	N	N	Y(1-30)	1
DSO57v3|DSO57v2_000688-T1	GH16_19(73-235)	N	CBM18+GH16_19	N	2
DSO57v3|DSO57v2_000689-T1	GH16_19(97-260)	N	CBM18+GH16_19	Y(1-20)	2
DSO57v3|DSO57v2_000690-T1	GH16_19(97-261)	N	CBM18+GH16_19	Y(1-32)	2
DSO57v3|DSO57v2_000703-T1	GH16_19(97-261)	N	CBM18+GH16_19	Y(1-32)	2
DSO57v3|DSO57v2_000704-T1	GH16_19(97-260)	N	CBM18+GH16_19	Y(1-20)	2
DSO57v3|DSO57v2_000705-T1	GH16_19(73-235)	N	CBM18+GH16_19	N	2
DSO57v3|DSO57v2_000713-T1	GH20(145-461)	N	N	N	1
DSO57v3|DSO57v2_000714-T1	GH20(146-462)	N	N	N	1
DSO57v3|DSO57v2_000904-T1	GH37(43-588)	N	GH37	N	2
DSO57v3|DSO57v2_001018-T1	GT48(758-1530)	GT48	GT48	N	3
DSO57v3|DSO57v2_001029-T1	GT1(103-332)	N	N	N	1
DSO57v3|DSO57v2_001195-T1	AA11(14-170)	N	N	N	1
DSO57v3|DSO57v2_001283-T1	GH16_19(100-263)	N	N	N	1
DSO57v3|DSO57v2_001284-T1	GH16_19(103-264)	N	N	Y(1-30)	1
DSO57v3|DSO57v2_001285-T1	GH16_19(102-265)	N	N	N	1
DSO57v3|DSO57v2_001407-T1	GT69(86-346)	N	N	N	1
DSO57v3|DSO57v2_001408-T1	GT69(92-352)	N	N	N	1
DSO57v3|DSO57v2_001650-T1	GH31(321-764)	N	GH31	Y(1-33)	2
DSO57v3|DSO57v2_001792-T1	GH47(36-465)	N	GH47	N	2
DSO57v3|DSO57v2_001792-T2	GH47(36-471)	N	GH47	N	2
DSO57v3|DSO57v2_001792-T3	GH47(1-381)	N	GH47	N	2
DSO57v3|DSO57v2_001792-T4	GH47(12-458)	N	GH47	N	2
DSO57v3|DSO57v2_001797-T1	GT66(13-650)	GT66	GT66	N	3
DSO57v3|DSO57v2_001858-T1	GT3(18-622)	GT3	GT3	N	3
DSO57v3|DSO57v2_001906-T1	GT76(11-390)	N	N	N	1
DSO57v3|DSO57v2_001918-T1	GH20(159-464)	N	GH20	N	2
DSO57v3|DSO57v2_001918-T2	GH20(20-325)	N	GH20	N	2
DSO57v3|DSO57v2_002158-T1	AA1(34-386)	N	N	N	1
DSO57v3|DSO57v2_002249-T1	AA11(15-172)	N	N	Y(1-32)	1
DSO57v3|DSO57v2_002250-T1	AA11(15-172)	N	N	Y(1-32)	1
DSO57v3|DSO57v2_002311-T1	AA11(15-169)	N	N	N	1
DSO57v3|DSO57v2_002314-T1	AA11(15-169)	N	N	N	1
DSO57v3|DSO57v2_002318-T1	AA11(15-169)	N	N	N	1
DSO57v3|DSO57v2_002319-T1	AA11(15-169)	N	N	N	1
