Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
H4W82|H4W82_000014-T1	CDS03765.1|GT4|	59.8	682	251	8	1	663	1	678	1.11e-300	839
H4W82|H4W82_000071-T1	CDS05660.1|GH47|	51.1	497	216	8	22	500	49	536	8.02e-172	499
H4W82|H4W82_000136-T1	CDS05660.1|GH47|	51.1	497	216	8	22	500	49	536	8.02e-172	499
H4W82|H4W82_000145-T1	AGV00786.1|GH81|	61.3	739	272	7	34	761	24	759	0.0	942
H4W82|H4W82_000153-T1	AOC55050.1|GT1|	44.2	530	273	11	738	1254	29	548	2.93e-122	394
H4W82|H4W82_000219-T1	BAA34296.1|GT4|	67.8	419	133	2	6	422	5	423	1.40e-209	590
H4W82|H4W82_000225-T1	AFA26126.1|PL38|	61.6	388	136	5	1	382	1	381	2.15e-172	490
H4W82|H4W82_000274-T1	CDS04937.1|GH18|	50.2	3072	1252	43	1	2907	162	3120	0.0	2882
H4W82|H4W82_000279-T1	AWP12516.1|GT29|	43.4	691	325	14	135	810	439	1078	4.74e-160	513
H4W82|H4W82_000320-T1	CDS03322.1|GT2|	49.6	1721	722	31	35	1713	1	1618	0.0	1522
H4W82|H4W82_000335-T1	AFD54461.1|GH16_1|3.2.1.73	50.9	318	144	8	1	311	1	313	6.81e-107	318
H4W82|H4W82_000466-T1	CDS08031.1|GT2|	58.6	1764	658	15	8	1748	13	1726	0.0	2045
H4W82|H4W82_000470-T1	CDS06551.1|AA1|	35.7	791	281	12	19	744	25	652	1.72e-155	471
H4W82|H4W82_000491-T1	CDS10867.1|GT2|	70.6	776	202	9	3	760	427	1194	0.0	1070
H4W82|H4W82_000504-T1	CDS12806.1|GH31|	44.6	719	318	20	3	653	132	838	9.02e-199	588
H4W82|H4W82_000517-T1	CDS11938.1|GT1|	63.5	1004	324	13	121	1107	4	982	0.0	1253
H4W82|H4W82_000523-T1	CDS09137.1|GT34|	45.0	538	252	7	124	622	121	653	8.48e-154	462
H4W82|H4W82_000572-T1	CDS10376.1|GT2|	71.9	1026	269	10	123	1132	85	1107	0.0	1374
H4W82|H4W82_000580-T1	CDS10611.1|GT21|	67.5	283	88	2	1	279	131	413	6.32e-136	395
H4W82|H4W82_000587-T1	CDS05384.1|PL14_3|	53.3	274	121	3	24	297	23	289	1.20e-105	313
H4W82|H4W82_000631-T1	CDS09884.1|GT49|	62.1	330	124	1	62	391	58	386	1.66e-159	458
H4W82|H4W82_000636-T1	VDD15082.1|CBM48|GH13_8|	29.5	1329	823	29	87	1349	118	1398	6.69e-150	510
H4W82|H4W82_000637-T1	CDS08707.1|AA5_1|	76.7	510	118	1	1	510	44	552	9.14e-307	842
H4W82|H4W82_000643-T1	CDS06898.1|GH18|	45.9	440	221	8	30	458	22	455	2.30e-124	378
H4W82|H4W82_000645-T1	CDS05797.1|GT24|	48.2	1530	660	33	29	1529	21	1446	0.0	1312
H4W82|H4W82_000671-T1	CDS03778.1|AA1_2|	68.1	577	183	1	4	580	3	578	2.29e-298	825
H4W82|H4W82_000675-T1	CDS09009.1|GT20|	62.4	617	162	9	10	558	5	619	1.92e-253	722
H4W82|H4W82_000681-T1	CDS13735.1|GH18|	61.3	382	137	4	21	394	27	405	1.06e-171	490
