HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4.hmm	160	H4W82|H4W82_000014-T1	665	4.8e-32	8	159	427	597	0.94375
GT1.hmm	382	H4W82|H4W82_000067-T1	516	3.5e-23	202	346	224	411	0.3769633507853403
GH47.hmm	446	H4W82|H4W82_000071-T1	500	6.8e-130	2	445	34	492	0.9932735426008968
GH47.hmm	446	H4W82|H4W82_000136-T1	500	6.8e-130	2	445	34	492	0.9932735426008968
GT1.hmm	382	H4W82|H4W82_000140-T1	516	3.5e-23	202	346	224	411	0.3769633507853403
GH81.hmm	622	H4W82|H4W82_000145-T1	763	9.4e-163	15	621	69	740	0.9742765273311897
GH18.hmm	296	H4W82|H4W82_000149-T1	885	4e-16	8	278	473	741	0.9121621621621622
CE4.hmm	130	H4W82|H4W82_000169-T1	271	7.9e-27	3	125	56	193	0.9384615384615385
CE4.hmm	130	H4W82|H4W82_000170-T1	304	1.8e-25	6	123	47	179	0.9
CE4.hmm	130	H4W82|H4W82_000171-T1	250	4.6e-22	6	123	35	168	0.9
GT4.hmm	160	H4W82|H4W82_000219-T1	456	3.6e-32	6	158	213	394	0.95
PL38.hmm	279	H4W82|H4W82_000225-T1	382	6.8e-76	5	269	57	319	0.946236559139785
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_000320-T1	1716	2.2e-242	2	527	1070	1579	0.9962049335863378
GH16_1.hmm	229	H4W82|H4W82_000335-T1	311	2.4e-85	3	228	59	290	0.982532751091703
GH134.hmm	159	H4W82|H4W82_000379-T1	179	1.1e-67	1	150	28	177	0.9371069182389937
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_000466-T1	1759	1.5e-241	2	526	1212	1718	0.9943074003795066
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_000491-T1	871	1e-275	7	525	226	741	0.9829222011385199
GH31.hmm	427	H4W82|H4W82_000504-T1	714	2.6e-77	93	427	176	577	0.7822014051522248
GT1.hmm	382	H4W82|H4W82_000517-T1	1109	3.4e-54	9	377	642	1050	0.9633507853403142
GT34.hmm	246	H4W82|H4W82_000523-T1	626	1.1e-23	28	235	415	595	0.8414634146341463
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_000572-T1	1142	6e-239	20	527	593	1084	0.9620493358633776
GT21.hmm	233	H4W82|H4W82_000580-T1	289	6.6e-57	78	233	1	155	0.6652360515021459
PL14.hmm	200	H4W82|H4W82_000587-T1	297	2.1e-65	5	198	87	295	0.965
GT49.hmm	337	H4W82|H4W82_000631-T1	400	4.2e-44	46	317	75	354	0.8041543026706232
AA5_1.hmm	563	H4W82|H4W82_000637-T1	510	1.3e-173	11	543	2	503	0.9449378330373002
GH18.hmm	296	H4W82|H4W82_000643-T1	490	1.2e-66	2	283	34	402	0.9493243243243243
GT24.hmm	248	H4W82|H4W82_000645-T1	1554	2.7e-136	1	248	1255	1502	0.9959677419354839
AA1_2.hmm	337	H4W82|H4W82_000671-T1	584	1e-127	1	336	40	373	0.9940652818991098
GT20.hmm	475	H4W82|H4W82_000675-T1	559	1e-164	14	474	91	555	0.968421052631579
GH18.hmm	296	H4W82|H4W82_000681-T1	398	8.6e-80	3	287	23	391	0.9594594594594594
GT2_Chitin_synth_1.hmm	163	H4W82|H4W82_000715-T1	478	8.3e-70	1	163	175	330	0.9938650306748467
GT20.hmm	475	H4W82|H4W82_000752-T1	768	3.1e-146	32	473	64	502	0.9284210526315789
CBM21.hmm	107	H4W82|H4W82_000791-T1	435	2.6e-25	4	107	160	268	0.9626168224299065
GH3.hmm	216	H4W82|H4W82_000908-T1	711	3.8e-61	8	216	61	263	0.9629629629629629
GT39.hmm	223	H4W82|H4W82_000922-T1	806	1.9e-38	30	223	19	230	0.8654708520179372
GT2_Chitin_synth_1.hmm	163	H4W82|H4W82_000936-T1	786	1.8e-81	1	163	102	264	0.9938650306748467
CE16.hmm	267	H4W82|H4W82_000970-T1	320	1.5e-24	101	266	25	196	0.6179775280898876
GT47.hmm	296	H4W82|H4W82_000978-T1	419	1.2e-46	5	296	61	370	0.9831081081081081
AA2.hmm	255	H4W82|H4W82_000991-T1	272	3.7e-62	3	254	13	266	0.984313725490196
GT39.hmm	223	H4W82|H4W82_001022-T1	846	4e-68	2	223	101	340	0.9910313901345291
GT34.hmm	246	H4W82|H4W82_001051-T1	483	1.3e-23	26	235	147	326	0.8495934959349594
CE4.hmm	130	H4W82|H4W82_001079-T1	376	3.5e-35	8	124	89	206	0.8923076923076924
AA3_1.hmm	548	H4W82|H4W82_001129-T1	695	9.8e-57	12	545	189	686	0.9726277372262774
GT2_Glycos_transf_2.hmm	170	H4W82|H4W82_001156-T1	251	2.6e-33	1	168	20	188	0.9823529411764705
AA1_2.hmm	337	H4W82|H4W82_001192-T1	636	4.4e-57	4	321	42	393	0.9406528189910979
GH13_8.hmm	293	H4W82|H4W82_001206-T1	700	1.4e-150	1	293	249	542	0.9965870307167235
GT49.hmm	337	H4W82|H4W82_001227-T1	487	1.7e-24	47	324	168	447	0.8219584569732937
GT48.hmm	739	H4W82|H4W82_001296-T1	1728	4.8e-297	3	728	809	1596	0.9810554803788903
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_001315-T1	1219	3e-281	7	527	589	1106	0.9867172675521821
GT15.hmm	273	H4W82|H4W82_001334-T1	815	6e-72	2	270	73	358	0.9816849816849816
GH18.hmm	296	H4W82|H4W82_001334-T1	815	9.8e-60	2	287	363	750	0.9628378378378378
GT39.hmm	223	H4W82|H4W82_001339-T1	1356	1.7e-65	2	223	51	292	0.9910313901345291
GH31.hmm	427	H4W82|H4W82_001352-T1	755	2.2e-75	4	423	263	729	0.9812646370023419
GH20.hmm	337	H4W82|H4W82_001374-T1	704	9.8e-39	9	336	139	466	0.9703264094955489
GH37.hmm	491	H4W82|H4W82_001382-T1	618	1.4e-149	1	489	51	600	0.9938900203665988
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_001383-T1	1769	2.2e-238	3	526	1162	1668	0.9924098671726755
GT22.hmm	389	H4W82|H4W82_001405-T1	664	4.3e-82	2	389	52	524	0.9948586118251928
GT39.hmm	223	H4W82|H4W82_001408-T1	769	2.4e-29	2	105	40	159	0.4618834080717489
AA1_2.hmm	337	H4W82|H4W82_001426-T1	519	1.6e-112	4	336	1	332	0.9851632047477745
GH28.hmm	325	H4W82|H4W82_001437-T1	383	5.2e-70	6	321	42	373	0.9692307692307692
GH28.hmm	325	H4W82|H4W82_001438-T1	382	5e-71	6	321	42	372	0.9692307692307692
GH28.hmm	325	H4W82|H4W82_001439-T1	379	1.6e-67	6	320	40	369	0.9661538461538461
GT2_Glycos_transf_2.hmm	170	H4W82|H4W82_001482-T1	304	9.7e-29	1	118	59	184	0.6882352941176471
GT31.hmm	192	H4W82|H4W82_001486-T1	398	1.3e-33	3	191	118	306	0.9791666666666666
GT1.hmm	382	H4W82|H4W82_001508-T1	535	3.1e-21	181	361	244	467	0.4712041884816754
CE4.hmm	130	H4W82|H4W82_001516-T1	371	1e-21	13	123	158	277	0.8461538461538461
CE4.hmm	130	H4W82|H4W82_001517-T1	347	3.3e-21	10	124	135	254	0.8769230769230769
CE2.hmm	209	H4W82|H4W82_001537-T1	613	1.7e-19	27	207	228	391	0.861244019138756
GH18.hmm	296	H4W82|H4W82_001581-T1	508	7.5e-68	54	283	3	309	0.7736486486486487
GH18.hmm	296	H4W82|H4W82_001594-T1	495	6.2e-30	7	279	71	385	0.918918918918919
GT4.hmm	160	H4W82|H4W82_001609-T1	460	3.6e-29	10	131	191	312	0.75625
GT17.hmm	284	H4W82|H4W82_001675-T1	368	4.2e-99	1	284	66	358	0.9964788732394366
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_001677-T1	2632	2.5e-238	4	527	1154	1659	0.9924098671726755
GT49.hmm	337	H4W82|H4W82_001708-T1	844	2.4e-44	49	329	504	787	0.8308605341246291
GH18.hmm	296	H4W82|H4W82_001738-T1	1395	1.1e-20	22	211	898	1139	0.6385135135135135
AA12.hmm	401	H4W82|H4W82_001742-T1	530	8.6e-34	5	401	81	480	0.9875311720698254
GT2_Glyco_trans_2_3.hmm	197	H4W82|H4W82_001770-T1	570	6e-17	2	192	225	445	0.9644670050761421
GT10.hmm	347	H4W82|H4W82_001796-T1	436	3e-65	57	328	30	321	0.7809798270893372
GT4.hmm	160	H4W82|H4W82_001798-T1	493	5.9e-27	7	155	301	462	0.925
GH5_7.hmm	289	H4W82|H4W82_001842-T1	404	1.9e-82	2	289	42	352	0.9930795847750865
GH47.hmm	446	H4W82|H4W82_001854-T1	518	1.3e-142	1	445	62	505	0.9955156950672646
GT71.hmm	264	H4W82|H4W82_001878-T1	1782	1.1e-56	2	263	1446	1673	0.9886363636363636
GT35.hmm	674	H4W82|H4W82_001953-T1	883	4e-275	2	673	161	877	0.9955489614243324
GH31.hmm	427	H4W82|H4W82_001999-T1	932	3.2e-153	2	427	353	797	0.9953161592505855
GH47.hmm	446	H4W82|H4W82_002083-T1	520	2e-146	11	445	4	505	0.9730941704035875
CE16.hmm	267	H4W82|H4W82_002102-T1	322	1.3e-20	104	264	75	236	0.599250936329588
GT15.hmm	273	H4W82|H4W82_002121-T1	423	1.3e-111	1	272	90	367	0.9926739926739927
GT15.hmm	273	H4W82|H4W82_002122-T1	439	2.3e-94	3	272	108	378	0.9853479853479854
GT15.hmm	273	H4W82|H4W82_002123-T1	437	4.8e-122	1	272	135	409	0.9926739926739927
GH29.hmm	346	H4W82|H4W82_002157-T1	697	2.1e-89	26	346	265	616	0.9248554913294798
AA7.hmm	458	H4W82|H4W82_002173-T1	470	4.8e-22	6	181	25	199	0.38209606986899564
GH45.hmm	198	H4W82|H4W82_002183-T1	346	3.9e-83	1	197	138	343	0.98989898989899
GT62.hmm	268	H4W82|H4W82_002194-T1	287	8.2e-81	18	268	6	252	0.9328358208955224
GH36.hmm	688	H4W82|H4W82_002241-T1	734	9.4e-51	254	614	171	535	0.5232558139534884
CE4.hmm	130	H4W82|H4W82_002247-T1	415	2.3e-23	10	123	147	261	0.8692307692307693
GH15.hmm	361	H4W82|H4W82_002278-T1	1438	5e-16	4	294	17	336	0.8033240997229917
CE4.hmm	130	H4W82|H4W82_002294-T1	399	1e-32	6	123	107	225	0.9
CE8.hmm	288	H4W82|H4W82_002315-T1	335	3.3e-77	7	286	28	325	0.96875
CE8.hmm	288	H4W82|H4W82_002348-T1	327	6.8e-77	11	286	24	317	0.9548611111111112
GH125.hmm	402	H4W82|H4W82_002400-T1	971	9.2e-153	2	402	58	486	0.9950248756218906
GH16_1.hmm	229	H4W82|H4W82_002406-T1	313	2.4e-91	2	229	61	292	0.9912663755458515
GT66.hmm	693	H4W82|H4W82_002553-T1	1383	9.5e-193	10	600	656	1296	0.8513708513708513
GT15.hmm	273	H4W82|H4W82_002614-T1	416	2e-121	1	272	84	356	0.9926739926739927
GT49.hmm	337	H4W82|H4W82_002676-T1	515	1.6e-52	49	333	190	485	0.8427299703264095
GT49.hmm	337	H4W82|H4W82_002683-T1	331	3e-46	52	331	16	294	0.827893175074184
GH152.hmm	216	H4W82|H4W82_002687-T1	197	2e-41	75	216	59	196	0.6527777777777778
GT2_Glyco_trans_2_3.hmm	197	H4W82|H4W82_002802-T1	592	4e-16	2	192	248	475	0.9644670050761421
GT48.hmm	739	H4W82|H4W82_002849-T1	1632	5e-294	2	731	586	1384	0.986468200270636
GT20.hmm	475	H4W82|H4W82_002854-T1	836	2.5e-147	29	473	87	527	0.9347368421052632
GT8.hmm	257	H4W82|H4W82_002874-T1	305	1.6e-46	30	254	11	261	0.8715953307392996
GT71.hmm	264	H4W82|H4W82_002949-T1	504	7.2e-43	1	260	170	415	0.9810606060606061
GT15.hmm	273	H4W82|H4W82_002950-T1	251	7.6e-61	29	272	2	233	0.8901098901098901
GT2_Glyco_tranf_2_3.hmm	230	H4W82|H4W82_002953-T1	720	2e-28	3	230	269	504	0.9869565217391304
GH38.hmm	269	H4W82|H4W82_002992-T1	1072	4e-85	1	255	262	515	0.9442379182156134
CE4.hmm	130	H4W82|H4W82_003006-T1	378	1.1e-33	11	125	106	221	0.8769230769230769
GT57.hmm	481	H4W82|H4W82_003020-T1	430	3e-122	16	479	3	407	0.9625779625779626
AA2.hmm	255	H4W82|H4W82_003029-T1	369	1.8e-61	4	254	98	353	0.9803921568627451
CE16.hmm	267	H4W82|H4W82_003053-T1	286	6.1e-22	2	262	24	272	0.9737827715355806
GH152.hmm	216	H4W82|H4W82_003065-T1	228	3e-50	1	215	36	228	0.9907407407407407
GT20.hmm	475	H4W82|H4W82_003100-T1	762	3.6e-203	10	475	6	471	0.9789473684210527
CE4.hmm	130	H4W82|H4W82_003134-T1	416	9.4e-26	10	125	159	275	0.8846153846153846
GT10.hmm	347	H4W82|H4W82_003149-T1	294	3.8e-67	97	336	3	233	0.6887608069164265
CE16.hmm	267	H4W82|H4W82_003155-T1	295	9.5e-20	2	262	30	278	0.9737827715355806
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_003217-T1	1897	2.3e-229	3	526	1184	1690	0.9924098671726755
GH125.hmm	402	H4W82|H4W82_003238-T1	1053	2.1e-131	1	380	73	485	0.9427860696517413
PL8.hmm	259	H4W82|H4W82_003273-T1	1425	9.7e-49	2	243	348	578	0.9305019305019305
PL8.hmm	259	H4W82|H4W82_003273-T1	1425	4.3e-43	2	258	1058	1305	0.9884169884169884
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_003296-T1	938	2.1e-182	8	350	595	937	0.6489563567362429
GH18.hmm	296	H4W82|H4W82_003348-T1	540	1.2e-26	4	204	29	262	0.6756756756756757
CE4.hmm	130	H4W82|H4W82_003448-T1	530	1.4e-19	13	124	148	273	0.8538461538461538
CE4.hmm	130	H4W82|H4W82_003449-T1	500	2e-22	11	124	140	265	0.8692307692307693
CE4.hmm	130	H4W82|H4W82_003455-T1	522	2.6e-22	12	124	147	273	0.8615384615384616
GT39.hmm	223	H4W82|H4W82_003456-T1	697	6.8e-63	6	223	2	240	0.9730941704035875
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_003490-T1	1339	1.2e-61	20	291	312	582	0.5142314990512334
GH8.hmm	320	H4W82|H4W82_003651-T1	360	5.6e-57	3	318	7	354	0.984375
GT1.hmm	382	H4W82|H4W82_003663-T1	549	1.5e-23	203	346	255	443	0.3743455497382199
CE16.hmm	267	H4W82|H4W82_003674-T1	398	1.7e-33	10	266	33	269	0.9588014981273408
GH152.hmm	216	H4W82|H4W82_003683-T1	202	4.6e-22	68	216	63	201	0.6851851851851852
GH3.hmm	216	H4W82|H4W82_003702-T1	733	1.8e-60	7	216	83	286	0.9675925925925926
GH35.hmm	307	H4W82|H4W82_003706-T1	933	2.4e-61	35	303	1	332	0.8729641693811075
GH9.hmm	418	H4W82|H4W82_003725-T1	540	3.3e-106	2	418	40	474	0.9952153110047847
GH46.hmm	222	H4W82|H4W82_003740-T1	328	3.5e-33	42	216	95	273	0.7837837837837838
GH5_9.hmm	303	H4W82|H4W82_003743-T1	381	4.5e-60	1	232	91	317	0.7623762376237624
AA1_2.hmm	337	H4W82|H4W82_003745-T1	566	4.4e-56	6	324	48	404	0.9436201780415431
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_003798-T1	1716	7.2e-230	4	526	1130	1634	0.9905123339658444
GT8.hmm	257	H4W82|H4W82_003822-T1	571	7.9e-44	21	255	40	264	0.9105058365758755
GT64.hmm	248	H4W82|H4W82_003822-T1	571	1.2e-40	1	193	334	533	0.7741935483870968
GT3.hmm	637	H4W82|H4W82_003889-T1	701	2.3e-293	1	625	14	637	0.9795918367346939
CE6.hmm	99	H4W82|H4W82_003909-T1	419	6e-17	2	98	132	229	0.9696969696969697
GH31.hmm	427	H4W82|H4W82_003960-T1	890	2.5e-141	3	427	257	767	0.9929742388758782
GH63.hmm	570	H4W82|H4W82_003964-T1	935	1.4e-27	319	567	718	933	0.43508771929824563
GT39.hmm	223	H4W82|H4W82_003978-T1	728	2.8e-75	2	223	45	283	0.9910313901345291
AA3_2.hmm	568	H4W82|H4W82_003996-T1	637	1.4e-178	2	567	27	626	0.9947183098591549
GH17.hmm	311	H4W82|H4W82_004026-T1	286	1.9e-25	17	309	53	286	0.9389067524115756
GT49.hmm	337	H4W82|H4W82_004071-T1	451	3e-26	46	318	132	405	0.8071216617210683
GT64.hmm	248	H4W82|H4W82_004085-T1	521	3e-50	1	240	253	492	0.9637096774193549
GH38.hmm	269	H4W82|H4W82_004126-T1	1125	7.4e-84	2	261	287	545	0.9628252788104089
GH46.hmm	222	H4W82|H4W82_004162-T1	344	6.2e-40	2	216	79	297	0.963963963963964
GT48.hmm	739	H4W82|H4W82_004167-T1	1811	1.8e-301	2	726	778	1557	0.979702300405954
GT59.hmm	404	H4W82|H4W82_004218-T1	423	1.7e-94	8	403	1	374	0.9777227722772277
AA4.hmm	522	H4W82|H4W82_004251-T1	821	2.3e-21	5	257	353	596	0.4827586206896552
GH28.hmm	325	H4W82|H4W82_004279-T1	381	5.3e-70	5	321	40	371	0.9723076923076923
GH72.hmm	312	H4W82|H4W82_004313-T1	515	4.9e-124	4	311	19	320	0.9839743589743589
GH47.hmm	446	H4W82|H4W82_004328-T1	583	1.2e-160	1	446	120	576	0.9977578475336323
GT5.hmm	472	H4W82|H4W82_004431-T1	688	1.1e-42	2	464	60	655	0.9788135593220338
GH28.hmm	325	H4W82|H4W82_004437-T1	381	5.7e-69	8	318	44	368	0.9538461538461539
GT62.hmm	268	H4W82|H4W82_004541-T1	284	7.4e-82	21	268	9	251	0.9216417910447762
GH28.hmm	325	H4W82|H4W82_004544-T1	338	1.1e-38	159	319	157	327	0.49230769230769234
GH45.hmm	198	H4W82|H4W82_004548-T1	369	4.3e-93	1	198	168	367	0.9949494949494949
PL38.hmm	279	H4W82|H4W82_004608-T1	853	2.7e-17	122	267	576	740	0.5197132616487455
GH3.hmm	216	H4W82|H4W82_004626-T1	779	5.1e-63	5	215	115	341	0.9722222222222222
GT62.hmm	268	H4W82|H4W82_004666-T1	372	3.6e-81	6	267	82	336	0.9738805970149254
GT49.hmm	337	H4W82|H4W82_004710-T1	352	9e-16	49	317	19	298	0.7952522255192879
GT2_Chitin_synth_1.hmm	163	H4W82|H4W82_004717-T1	978	9e-72	4	163	5	164	0.9754601226993865
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_004717-T1	978	7.1e-17	204	408	142	355	0.3870967741935484
GT1.hmm	382	H4W82|H4W82_004772-T1	539	5.4e-26	204	353	249	443	0.3900523560209424
GH16_19.hmm	174	H4W82|H4W82_004773-T1	268	4.2e-35	9	173	80	241	0.9425287356321839
GT33.hmm	425	H4W82|H4W82_004799-T1	481	3.6e-148	4	424	44	476	0.9882352941176471
GH152.hmm	216	H4W82|H4W82_004802-T1	819	1e-42	1	215	622	819	0.9907407407407407
AA3_2.hmm	568	H4W82|H4W82_004808-T1	552	9.3e-143	1	568	12	547	0.9982394366197183
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_004821-T1	1967	1.4e-242	2	527	1217	1725	0.9962049335863378
GT2_Glyco_tranf_2_3.hmm	230	H4W82|H4W82_004832-T1	457	1.1e-28	2	230	52	289	0.991304347826087
GT2_Chitin_synth_2.hmm	527	H4W82|H4W82_004907-T1	1779	8.6e-166	2	369	1164	1514	0.6963946869070209
CE1.hmm	227	H4W82|H4W82_004966-T1	279	2.6e-48	1	224	23	275	0.9823788546255506
GT35.hmm	674	H4W82|H4W82_005000-T1	880	8.2e-279	2	673	160	874	0.9955489614243324
GH36.hmm	688	H4W82|H4W82_005029-T1	729	8.3e-180	3	687	18	709	0.9941860465116279
CE16.hmm	267	H4W82|H4W82_005073-T1	1110	4.2e-36	2	234	54	295	0.8689138576779026
AA3.hmm	618	H4W82|H4W82_005153-T1	698	1.4e-47	79	403	187	694	0.5242718446601942
GH31.hmm	427	H4W82|H4W82_005206-T1	733	2.2e-81	4	423	252	715	0.9812646370023419
