HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4.hmm	160	IWY20|IWY20_000011-T1	454	1.1e-30	8	152	213	386	0.9
PL38.hmm	279	IWY20|IWY20_000018-T1	366	1.6e-76	6	268	58	318	0.9390681003584229
GH3.hmm	216	IWY20|IWY20_000114-T1	736	8.9e-49	8	216	104	288	0.9629629629629629
GH31.hmm	427	IWY20|IWY20_000125-T1	866	1.2e-142	3	427	233	743	0.9929742388758782
GH3.hmm	216	IWY20|IWY20_000142-T1	722	1.2e-60	7	216	72	275	0.9675925925925926
GH35.hmm	307	IWY20|IWY20_000145-T1	1028	7.2e-74	1	303	58	424	0.9837133550488599
CE4.hmm	130	IWY20|IWY20_000152-T1	378	7.3e-30	7	123	87	204	0.8923076923076924
GH43_5.hmm	287	IWY20|IWY20_000161-T1	313	9.4e-87	1	287	34	310	0.9965156794425087
AA2.hmm	255	IWY20|IWY20_000193-T1	369	4e-62	4	254	98	353	0.9803921568627451
GT47.hmm	296	IWY20|IWY20_000232-T1	419	1.6e-46	5	296	61	370	0.9831081081081081
GH36.hmm	688	IWY20|IWY20_000239-T1	740	2.5e-52	252	585	175	512	0.48401162790697677
AA1.hmm	943	IWY20|IWY20_000258-T1	569	2.4e-59	446	782	43	399	0.3563096500530223
GH18.hmm	296	IWY20|IWY20_000259-T1	553	5e-21	5	239	32	289	0.7905405405405406
GT39.hmm	223	IWY20|IWY20_000261-T1	614	1.4e-42	43	202	2	180	0.7130044843049327
CBM21.hmm	107	IWY20|IWY20_000279-T1	431	5.3e-25	4	107	160	268	0.9626168224299065
GH13_25.hmm	434	IWY20|IWY20_000400-T1	1508	6.1e-192	2	434	1056	1497	0.9953917050691244
GH15.hmm	361	IWY20|IWY20_000402-T1	744	1.5e-79	3	358	368	741	0.9833795013850416
GH16_19.hmm	174	IWY20|IWY20_000446-T1	1429	6.8e-46	22	174	122	272	0.8735632183908046
GT10.hmm	347	IWY20|IWY20_000533-T1	435	2.5e-64	55	328	27	321	0.7867435158501441
GT4.hmm	160	IWY20|IWY20_000535-T1	478	1.4e-24	7	156	286	448	0.93125
GH31.hmm	427	IWY20|IWY20_000597-T1	833	5.3e-75	93	427	302	701	0.7822014051522248
PL38.hmm	279	IWY20|IWY20_000601-T1	695	1.7e-17	122	267	418	582	0.5197132616487455
AA3_2.hmm	568	IWY20|IWY20_000647-T1	634	1.8e-177	2	567	27	626	0.9947183098591549
GT4.hmm	160	IWY20|IWY20_000676-T1	682	2.7e-31	8	159	440	610	0.94375
GH3.hmm	216	IWY20|IWY20_000685-T1	851	1.1e-63	8	215	69	296	0.9583333333333334
GT48.hmm	739	IWY20|IWY20_000697-T1	1730	3.5e-296	3	728	802	1590	0.9810554803788903
