# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
494at4751	Complete	L0F63_004262-T1	2924.1	2906	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Complete	L0F63_005676-T1	1173.0	2156	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Complete	L0F63_006046-T1	2992.1	1783	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Complete	L0F63_004321-T1	1642.5	1437	https://www.orthodb.org/v10?query=3534at4751	SNF2-related, N-terminal domain
4409at4751	Complete	L0F63_005298-T1	1140.1	1694	https://www.orthodb.org/v10?query=4409at4751	Armadillo-type fold
4466at4751	Complete	L0F63_002301-T1	1717.0	1801	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Complete	L0F63_007325-T1	3076.4	1821	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Complete	L0F63_003609-T1	635.1	917	https://www.orthodb.org/v10?query=5995at4751	Protein kinase domain
6186at4751	Complete	L0F63_003405-T1	407.3	997	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Complete	L0F63_003598-T1	814.4	817	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Complete	L0F63_004463-T1	1076.3	892	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Complete	L0F63_006851-T1	1758.9	1380	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Complete	L0F63_005721-T1	697.0	999	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Complete	L0F63_000786-T1	195.9	641	https://www.orthodb.org/v10?query=7545at4751	Anaphase-promoting complex subunit 1
8406at4751	Complete	L0F63_006533-T1	534.0	620	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
