HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH20.hmm	337	EDC06|EDC06_000043-T1	818	2.4e-32	11	328	162	471	0.9406528189910979
GT76.hmm	407	EDC06|EDC06_000056-T1	375	6.6e-79	2	407	21	375	0.995085995085995
GT1.hmm	382	EDC06|EDC06_000119-T1	558	6.7e-25	194	352	253	444	0.41361256544502617
GT2_Chitin_synth_2.hmm	527	EDC06|EDC06_000121-T1	808	4.7e-26	188	501	287	588	0.5939278937381404
GT8.hmm	257	EDC06|EDC06_000143-T1	1580	4.1e-48	29	256	7	228	0.8832684824902723
GH18.hmm	296	EDC06|EDC06_000153-T1	248	2.7e-27	53	272	6	246	0.7398648648648649
AA11.hmm	191	EDC06|EDC06_000232-T1	283	1e-46	4	163	25	177	0.8324607329842932
GT32.hmm	90	EDC06|EDC06_000254-T1	290	2.9e-21	7	87	69	144	0.8888888888888888
GH24.hmm	137	EDC06|EDC06_000285-T1	154	4.1e-36	2	137	7	144	0.9854014598540146
GH16_19.hmm	174	EDC06|EDC06_000295-T1	373	1.3e-59	3	174	118	286	0.9827586206896551
GH3.hmm	216	EDC06|EDC06_000364-T1	772	1.1e-59	2	216	123	355	0.9907407407407407
GH3.hmm	216	EDC06|EDC06_000448-T1	365	9.8e-26	3	210	73	281	0.9583333333333334
AA3_2.hmm	568	EDC06|EDC06_000500-T1	457	6.5e-43	223	566	118	451	0.6038732394366197
GH17.hmm	311	EDC06|EDC06_000507-T1	297	1.4e-24	2	306	25	287	0.977491961414791
GH5_9.hmm	303	EDC06|EDC06_000538-T1	412	1.2e-108	1	303	82	386	0.9966996699669967
GT2_Chitin_synth_2.hmm	527	EDC06|EDC06_000621-T1	819	1.9e-28	188	499	305	604	0.5901328273244781
GT32.hmm	90	EDC06|EDC06_000635-T1	290	4.2e-20	9	86	71	143	0.8555555555555555
GT32.hmm	90	EDC06|EDC06_000637-T1	288	5.5e-21	5	88	65	143	0.9222222222222223
GT2_Chitin_synth_2.hmm	527	EDC06|EDC06_000714-T1	816	2.7e-30	192	499	304	599	0.5825426944971537
GH18.hmm	296	EDC06|EDC06_000741-T1	516	2.3e-75	2	285	21	406	0.956081081081081
GT2_Chitin_synth_2.hmm	527	EDC06|EDC06_000754-T1	808	6.2e-26	189	500	288	587	0.5901328273244781
GH13_5.hmm	342	EDC06|EDC06_000857-T1	484	1.4e-152	1	342	30	372	0.9970760233918129
GT4.hmm	160	EDC06|EDC06_000936-T1	453	9.5e-31	7	159	209	394	0.95
GT1.hmm	382	EDC06|EDC06_001003-T1	605	2.3e-28	173	353	225	451	0.4712041884816754
GH47.hmm	446	EDC06|EDC06_001103-T1	660	3.9e-133	1	427	1	416	0.9551569506726457
GT15.hmm	273	EDC06|EDC06_001155-T1	134	3.8e-40	1	105	31	134	0.38095238095238093
AA7.hmm	458	EDC06|EDC06_001219-T1	367	1.9e-71	78	458	2	363	0.8296943231441049
GT2_Chitin_synth_1.hmm	163	EDC06|EDC06_001386-T1	673	3.9e-79	1	163	1	163	0.9938650306748467
AA6.hmm	195	EDC06|EDC06_001427-T1	263	3.9e-73	1	194	8	200	0.9897435897435898
GH16_19.hmm	174	EDC06|EDC06_001547-T1	231	3.5e-41	2	123	107	230	0.6954022988505747
GH72.hmm	312	EDC06|EDC06_001558-T1	499	1.4e-114	5	311	19	322	0.9807692307692307
GT1.hmm	382	EDC06|EDC06_001567-T1	580	5.1e-27	211	353	291	466	0.3717277486910995
GH17.hmm	311	EDC06|EDC06_001570-T1	297	1e-21	18	306	42	287	0.9260450160771704
AA3_2.hmm	568	EDC06|EDC06_001617-T1	665	6.6e-85	17	567	2	557	0.9683098591549296
AA11.hmm	191	EDC06|EDC06_001663-T1	197	4.1e-30	18	161	34	170	0.7486910994764397
GH18.hmm	296	EDC06|EDC06_001686-T1	419	2.6e-29	138	284	147	325	0.49324324324324326
GH18.hmm	296	EDC06|EDC06_001971-T1	438	2e-24	3	202	27	267	0.6722972972972973
GH72.hmm	312	EDC06|EDC06_001979-T1	306	2.7e-62	160	311	2	151	0.483974358974359
GH18.hmm	296	EDC06|EDC06_002112-T1	167	2.5e-25	29	133	3	161	0.35135135135135137
GH18.hmm	296	EDC06|EDC06_002150-T1	400	5.8e-60	2	207	119	371	0.6925675675675675
GH47.hmm	446	EDC06|EDC06_002238-T1	543	7.4e-151	1	445	82	534	0.9955156950672646
GH18.hmm	296	EDC06|EDC06_002414-T1	348	3.9e-69	2	263	3	348	0.8817567567567568
GH35.hmm	307	EDC06|EDC06_002713-T1	1094	1.7e-23	1	207	62	296	0.6710097719869706
GT32.hmm	90	EDC06|EDC06_002752-T1	301	1.9e-20	3	87	60	140	0.9333333333333333
GT1.hmm	382	EDC06|EDC06_002783-T1	405	1.1e-28	220	369	100	309	0.3900523560209424
AA1_3.hmm	312	EDC06|EDC06_002796-T1	139	1.9e-34	9	131	13	134	0.391025641025641
GH132.hmm	303	EDC06|EDC06_002827-T1	778	9.9e-40	50	260	324	533	0.693069306930693
GT15.hmm	273	EDC06|EDC06_002955-T1	352	2.9e-107	1	272	40	309	0.9926739926739927
CE1.hmm	227	EDC06|EDC06_002991-T1	199	4.8e-29	67	224	15	194	0.6916299559471366
GH132.hmm	303	EDC06|EDC06_003003-T1	441	1e-66	32	301	161	438	0.8877887788778878
