# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
494at4751	Complete	Conth1|Conth1_296842	2329.6	1622	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Complete	Conth1|Conth1_344482	1262.8	2390	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Complete	Conth1|Conth1_242253	3005.6	1784	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Complete	Conth1|Conth1_293841	1566.1	1391	https://www.orthodb.org/v10?query=3534at4751	SNF2-related, N-terminal domain
4409at4751	Complete	Conth1|Conth1_364846	1105.0	1754	https://www.orthodb.org/v10?query=4409at4751	Armadillo-type fold
4466at4751	Complete	Conth1|Conth1_345312	1741.5	1976	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Complete	Conth1|Conth1_303660	3083.6	1881	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Complete	Conth1|Conth1_328439	651.8	975	https://www.orthodb.org/v10?query=5995at4751	Protein kinase domain
6186at4751	Complete	Conth1|Conth1_298907	425.3	1019	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Complete	Conth1|Conth1_325486	814.0	779	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Complete	Conth1|Conth1_158608	1072.4	913	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Complete	Conth1|Conth1_366802	1786.9	1357	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Complete	Conth1|Conth1_305929	519.5	998	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Missing
8406at4751	Complete	Conth1|Conth1_346691	516.2	701	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Complete	Conth1|Conth1_363258	2058.6	1402	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Complete	Conth1|Conth1_297788	1100.0	809	https://www.orthodb.org/v10?query=10168at4751	Nitrite/Sulfite reductase ferredoxin-like domain
10531at4751	Complete	Conth1|Conth1_368706	532.9	774	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Complete	Conth1|Conth1_362573	1408.0	995	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12812at4751	Complete	Conth1|Conth1_367591	240.5	541	https://www.orthodb.org/v10?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Missing
13224at4751	Fragmented	Conth1|Conth1_363843	137.3	534	https://www.orthodb.org/v10?query=13224at4751	Nucleoporin, Nup133/Nup155-like, N-terminal
13605at4751	Complete	Conth1|Conth1_299300	553.0	1224	https://www.orthodb.org/v10?query=13605at4751	clathrin-coated vesicle protein
14295at4751	Duplicated	Conth1|Conth1_337626	1183.5	765	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	Conth1|Conth1_286536	1141.9	814	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Complete	Conth1|Conth1_306215	1664.2	1366	https://www.orthodb.org/v10?query=14441at4751	DNA-directed RNA polymerase subunit
14523at4751	Complete	Conth1|Conth1_365664	842.0	885	https://www.orthodb.org/v10?query=14523at4751	Exportin-1
14793at4751	Complete	Conth1|Conth1_325970	238.6	643	https://www.orthodb.org/v10?query=14793at4751	Nucleoporin Pom152
14986at4751	Complete	Conth1|Conth1_310863	772.7	705	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
17174at4751	Complete	Conth1|Conth1_61279	777.5	606	https://www.orthodb.org/v10?query=17174at4751	DNA polymerase gamma
18809at4751	Complete	Conth1|Conth1_322593	157.6	458	https://www.orthodb.org/v10?query=18809at4751	RIC1-domain-containing protein
20600at4751	Complete	Conth1|Conth1_325553	1278.2	793	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20952at4751	Missing
21651at4751	Complete	Conth1|Conth1_368314	780.2	694	https://www.orthodb.org/v10?query=21651at4751	DNA topoisomerase 2
21689at4751	Complete	Conth1|Conth1_322934	557.3	663	https://www.orthodb.org/v10?query=21689at4751	WD40 repeat
22982at4751	Complete	Conth1|Conth1_355514	1231.4	831	https://www.orthodb.org/v10?query=22982at4751	isoleucine-tRNA ligase
22992at4751	Complete	Conth1|Conth1_316454	213.5	437	https://www.orthodb.org/v10?query=22992at4751	WD40/YVTN repeat-like-containing domain superfamily
