Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
EC986|EC986_000126-T1	AFL85768.1|CBM32|	41.6	438	239	5	13	447	10	433	3.14e-114	352
EC986|EC986_000156-T1	AKT41788.1|CBM6|GH81|	39.0	649	365	13	74	710	284	913	9.53e-142	442
EC986|EC986_000186-T1	EAU38131.1|GH5_31|	69.0	377	117	0	1	377	411	787	6.97e-194	559
EC986|EC986_000307-T1	EAA31326.1|GH71|	38.7	630	331	11	114	727	626	1216	6.53e-127	412
EC986|EC986_000386-T1	QGI86474.1|GH125|	43.3	469	206	7	31	447	28	488	6.02e-110	351
EC986|EC986_000871-T1	AHX26717.1|GT2|	33.8	743	425	15	105	794	13	741	8.19e-110	385
EC986|EC986_001061-T1	AFH50282.1|GH3|	40.9	771	408	13	6	765	9	742	1.47e-193	573
EC986|EC986_001150-T1	AWP04987.1|GT13|	37.7	924	528	15	68	981	140	1025	7.22e-189	592
EC986|EC986_001226-T1	AWP12516.1|GT29|	33.4	676	408	15	17	688	438	1075	7.32e-116	387
EC986|EC986_001227-T1	AWP12516.1|GT29|	33.1	676	410	15	17	688	438	1075	2.38e-109	369
EC986|EC986_001295-T1	AWP12516.1|GT29|	32.7	645	390	10	56	695	473	1078	8.95e-104	353
EC986|EC986_001342-T1	QHS69637.1|CBM43|GH72|	43.8	457	239	8	10	457	15	462	7.90e-125	380
EC986|EC986_001343-T1	CDS11918.1|CBM43|GH72|	44.7	470	241	8	8	465	9	471	6.51e-131	395
EC986|EC986_001392-T1	AWP09643.1|CBM13|GT27|	49.9	389	190	3	16	400	574	961	3.12e-131	409
EC986|EC986_001499-T1	CDS05465.1|GH47|	52.6	523	217	5	16	522	1	508	4.91e-181	533
EC986|EC986_001500-T1	AAL26905.1|GH5_9|	42.5	379	207	9	17	392	33	403	6.05e-107	326
EC986|EC986_001599-T1	AMJ52391.1|GH47|	39.9	471	250	9	37	477	96	563	3.60e-109	339
EC986|EC986_001627-T1	QIW94644.1|AA3_2|	37.9	643	319	18	18	591	4	635	6.27e-117	365
EC986|EC986_001708-T1	AWP09643.1|CBM13|GT27|	50.1	389	189	3	16	400	574	961	1.13e-131	410
EC986|EC986_002134-T1	CDS12794.1|GT39|	46.1	681	357	6	95	768	74	751	3.51e-218	636
EC986|EC986_002276-T1	QIW94644.1|AA3_2|	36.4	646	331	16	15	591	1	635	1.29e-112	354
EC986|EC986_002419-T1	CDS05327.1|GT2|	51.9	859	368	13	306	1148	883	1712	4.87e-281	857
EC986|EC986_002498-T1	QKD55908.1|GH18|	31.9	1246	623	33	11	1090	995	2180	3.84e-150	503
EC986|EC986_003027-T1	ADK37846.1|GH18|	55.8	292	116	3	204	484	1	290	1.15e-105	324
EC986|EC986_003045-T1	CDS05274.1|GT2|	52.5	960	397	15	3	917	76	1021	0.0	930
EC986|EC986_003281-T1	AAL26905.1|GH5_9|	42.7	379	206	9	17	392	33	403	6.05e-107	326
EC986|EC986_003415-T1	CDS08047.1|GT15|	55.2	317	131	4	81	389	65	378	2.20e-126	374
EC986|EC986_003482-T1	SMR50199.1|AA3|	34.4	614	355	14	32	604	31	637	4.15e-107	340
EC986|EC986_003832-T1	SMR50199.1|AA3|	37.3	630	327	18	16	591	20	635	1.50e-110	349
EC986|EC986_004007-T1	ADK37846.1|GH18|	69.0	294	89	1	33	326	1	292	2.58e-151	438
EC986|EC986_004008-T1	ADK37846.1|GH18|	68.4	294	91	1	33	326	1	292	1.29e-152	441
EC986|EC986_004127-T1	APA14203.1|CBM43|GH72|	45.1	397	212	3	12	407	69	460	4.96e-117	358
EC986|EC986_004262-T1	SGZ46260.1|GT66|	57.2	339	125	5	1	321	405	741	7.41e-128	387
EC986|EC986_004517-T1	ADK37846.1|GH18|	56.8	292	113	3	192	472	1	290	2.55e-107	328
EC986|EC986_004566-T1	CDS08390.1|GH31|	47.3	804	393	6	24	801	6	804	9.68e-280	801
EC986|EC986_004592-T1	AKU79211.1|GH20|	37.5	621	298	13	11	544	15	632	9.42e-138	418
EC986|EC986_004593-T1	SPT17241.1|GH20|	38.4	560	305	15	21	552	33	580	4.35e-122	375
EC986|EC986_004770-T1	CDS05746.1|GH5_9|	45.2	438	217	9	100	529	3	425	3.45e-136	405
EC986|EC986_004810-T1	CDS08047.1|GT15|	56.2	317	128	4	76	384	65	378	1.98e-128	379
EC986|EC986_004870-T1	BBN14963.1|CBM20|	46.0	404	207	7	11	407	397	796	7.05e-114	356
EC986|EC986_004934-T1	QDS71450.1|GH47|	60.9	325	122	3	3	323	1037	1360	1.15e-126	399
EC986|EC986_005111-T1	QIW95535.1|GT22|	39.2	592	299	16	32	608	7	552	6.73e-113	354
EC986|EC986_005129-T1	CDS05797.1|GT24|	44.7	794	387	17	53	822	674	1439	2.72e-208	636
EC986|EC986_005225-T1	QKX56076.1|GH51|	54.8	736	303	9	340	1048	835	1567	1.67e-244	741
EC986|EC986_005272-T1	CDS08047.1|GT15|	54.9	317	132	4	82	390	65	378	3.00e-124	368
EC986|EC986_005332-T1	QCE13289.1|CE8|	50.6	407	174	5	6	389	409	811	3.39e-131	414
EC986|EC986_005351-T1	AWP12516.1|GT29|	33.1	641	387	9	56	692	473	1075	8.61e-106	358
EC986|EC986_005363-T1	QKX60254.1|GH76|	50.3	754	354	6	169	910	25	769	6.20e-243	722
EC986|EC986_005496-T1	CDS08047.1|GT15|	52.7	319	139	5	64	373	65	380	5.86e-112	337
EC986|EC986_005502-T1	SMR50199.1|AA3|	37.5	600	308	20	21	580	28	600	6.71e-108	342
EC986|EC986_005546-T1	CDS08047.1|GT15|	55.7	314	126	5	62	366	69	378	1.80e-124	368
EC986|EC986_005572-T1	EAL89135.1|GT20|	65.7	466	159	1	14	479	10	474	3.75e-234	656
EC986|EC986_005599-T1	AWP12516.1|GT29|	38.3	472	283	6	12	481	610	1075	2.15e-106	352
EC986|EC986_005715-T1	ADK37846.1|GH18|	61.0	295	109	4	45	336	1	292	2.03e-127	376
EC986|EC986_005771-T1	CDS08047.1|GT15|	52.6	327	144	4	21	338	59	383	6.79e-122	360
EC986|EC986_005845-T1	QGA18874.1|GT2|	66.0	453	137	5	14	464	606	1043	2.43e-203	601
EC986|EC986_006106-T1	QKX53460.1|AA4|	49.5	412	203	4	18	424	626	1037	1.08e-129	403
EC986|EC986_006154-T1	QBQ55243.1|CBM50|	32.5	788	462	17	40	810	27	761	1.38e-103	355
EC986|EC986_006156-T1	CDS09314.1|GT39|	49.3	467	227	2	5	471	332	788	2.80e-156	469
EC986|EC986_006213-T1	AGO10960.1|GH16_2|	49.0	404	191	7	102	496	256	653	3.34e-127	390
EC986|EC986_006229-T1	CDS13004.1|GT20|	49.8	412	203	2	15	423	25	435	1.69e-147	442
EC986|EC986_006402-T1	CDS08047.1|GT15|	49.5	315	147	4	78	384	69	379	3.45e-111	335
EC986|EC986_006529-T1	QGI86474.1|GH125|	43.7	469	204	8	31	447	28	488	1.48e-111	355
EC986|EC986_006701-T1	CDS11103.1|GT66|	69.9	418	126	0	1	418	1	418	9.89e-212	605
EC986|EC986_006777-T1	AWP12516.1|GT29|	33.3	676	409	14	17	688	438	1075	4.82e-115	385
EC986|EC986_006925-T1	SMR56934.1|GT22|	52.9	533	232	4	7	521	605	1136	6.40e-189	566
EC986|EC986_006928-T1	APU66165.1|GH18|	58.1	284	113	4	1	284	3	280	8.38e-120	354
EC986|EC986_006978-T1	CBQ68385.1|CBM48|GH13_8|	66.6	680	213	4	26	701	24	693	0.0	961
EC986|EC986_007222-T1	AWP12516.1|GT29|	36.6	615	357	14	56	665	489	1075	2.64e-106	359
EC986|EC986_007228-T1	CDS08047.1|GT15|	56.2	313	126	4	85	389	69	378	6.55e-125	370
EC986|EC986_007344-T1	CDS05640.1|GH20|	36.7	732	362	15	69	745	57	742	7.51e-155	472
EC986|EC986_007374-T1	CCG24013.1|CBM43|GH72|	41.8	466	245	9	7	456	9	464	7.74e-122	371
EC986|EC986_007564-T1	QEC79975.1|GH3|	40.5	622	339	10	6	624	5	598	1.33e-153	465
EC986|EC986_007610-T1	CDS08047.1|GT15|	55.2	319	132	4	75	386	67	381	1.51e-127	377
EC986|EC986_007701-T1	AWO98658.1|GH37|	71.6	363	102	1	1	362	108	470	3.05e-178	532
EC986|EC986_007867-T1	CDS05327.1|GT2|	41.8	1298	661	26	1	1249	345	1596	5.84e-305	914
EC986|EC986_007988-T1	AMJ52391.1|GH47|	40.5	477	240	11	39	479	95	563	1.53e-107	335
EC986|EC986_007998-T1	CDS03806.1|GT48|	58.7	651	266	3	1	648	1211	1861	1.09e-259	773
EC986|EC986_008464-T1	CCA68984.1|GT2|	57.2	748	306	8	1	745	128	864	1.85e-292	828
EC986|EC986_008616-T1	ADK37844.1|GH16_4|	61.4	324	123	2	65	387	1	323	1.61e-156	447
EC986|EC986_009132-T1	EGX51015.1|GH13_25|GH133|	51.0	1029	475	11	46	1066	396	1403	0.0	1015
EC986|EC986_009440-T1	VDD19117.1|GT95|	83.4	283	46	1	1	283	87	368	2.17e-162	472
EC986|EC986_009466-T1	CDS08031.1|GT2|	40.8	554	312	9	16	563	3	546	2.38e-126	412
EC986|EC986_009557-T1	AAX19735.1|GH37|	64.3	723	234	6	1	723	1	699	0.0	958
EC986|EC986_010000-T1	CDS05327.1|GT2|	29.1	1102	654	27	2	1020	170	1227	2.51e-129	437
EC986|EC986_010343-T1	AWP12516.1|GT29|	35.1	641	373	13	34	665	469	1075	1.88e-106	360
EC986|EC986_010665-T1	CDS08031.1|GT2|	41.3	967	498	17	1	916	489	1436	1.30e-222	684
EC986|EC986_010822-T1	ADK37846.1|GH18|	70.1	261	76	1	1	261	34	292	5.50e-138	397
EC986|EC986_010843-T1	ABL63820.1|GT48|	65.1	900	305	3	14	912	703	1594	0.0	1158
EC986|EC986_011053-T1	CAC9909034.1|GT8|	69.3	394	120	1	4	397	330	722	2.71e-191	551
EC986|EC986_011085-T1	CDS13004.1|GT20|	53.5	282	126	3	1	282	501	777	7.33e-106	329
EC986|EC986_011238-T1	AIE96983.1|GT7|	29.4	888	457	21	2	863	138	881	4.50e-103	357
EC986|EC986_011264-T1	QKX56076.1|GH51|	43.8	432	235	5	10	434	918	1348	4.90e-104	345
EC986|EC986_011446-T1	CDS08047.1|GT15|	52.8	316	137	5	67	373	68	380	9.01e-114	341
EC986|EC986_011498-T1	CDS09089.1|GT41|	47.2	907	373	14	16	831	294	1185	2.89e-216	657
EC986|EC986_012074-T1	CDS06114.1|GT2|	47.3	833	349	15	3	763	704	1518	1.50e-235	714
EC986|EC986_012413-T1	QBQ55251.1|CBM50|	38.0	705	371	14	1	704	101	740	8.27e-124	399
EC986|EC986_012747-T1	SDT63342.1|CBM51|GH31|	56.5	559	229	7	1	550	149	702	7.94e-222	655
EC986|EC986_013691-T1	EGX49587.1|GT2|	68.1	436	125	3	1	436	736	1157	2.69e-197	588
EC986|EC986_013701-T1	ANI87956.1|GH31|	45.8	445	208	8	13	438	332	762	2.69e-124	390
EC986|EC986_013740-T1	QKX55086.1|GH55|	55.5	452	163	5	114	529	790	1239	3.75e-166	513
EC986|EC986_013760-T1	QEO24085.1|GH47|	52.4	368	166	4	1	363	841	1204	5.21e-124	389
EC986|EC986_013778-T1	CDS09097.1|GH15|	53.1	495	214	4	7	492	63	548	1.39e-181	531
EC986|EC986_013850-T1	ABY67253.1|GT48|	65.1	495	153	7	2	488	84	566	2.84e-222	637
EC986|EC986_013926-T1	CUI24525.1|GH19|	63.8	312	107	2	36	341	17	328	1.00e-124	387
EC986|EC986_014008-T1	CDS06367.1|GH38|	47.1	535	257	7	3	530	219	734	4.50e-167	506
EC986|EC986_014133-T1	QEC79975.1|GH3|	42.8	521	272	7	4	513	203	708	2.18e-131	404
EC986|EC986_014228-T1	CDS03190.1|GH0|	46.8	453	210	6	1	425	309	758	1.70e-115	372
EC986|EC986_014395-T1	AWP04987.1|GT13|	48.6	492	247	4	2	490	324	812	2.69e-162	502
EC986|EC986_014992-T1	CDS05327.1|GT2|	67.9	249	79	1	1	248	1439	1687	3.58e-109	357
EC986|EC986_015119-T1	CDR47102.1|GT2|	66.7	297	97	2	1	295	810	1106	4.38e-128	401
EC986|EC986_015245-T1	QCR99115.1|GT48|	73.8	397	97	3	1	396	786	1176	7.29e-197	595
EC986|EC986_015933-T1	CDS11938.1|GT1|	57.0	305	126	3	22	322	487	790	3.80e-124	383
EC986|EC986_016029-T1	QGI79035.1|GH43_30|	75.2	234	58	0	1	234	617	850	6.68e-113	363
EC986|EC986_016155-T1	QGI67417.1|GH18|	58.1	346	136	4	1	337	441	786	8.64e-120	370
