# BUSCO version is: 5.4.4 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
39650at2759	Complete	k141_1456678	5204	12416	+	1890.8	1408
83779at2759	Fragmented	k141_853319	1	940	+	127.2	109
87842at2759	Fragmented	k141_778313	1	1707	+	226.8	309
97116at2759	Complete	k141_942261	1	2094	-	642.8	569
100698at2759	Duplicated	k141_522313	525	3846	+	785.2	500
100698at2759	Duplicated	k141_138873	890	3733	+	789.3	502
142542at2759	Fragmented	k141_451352	1	3438	-	258.1	285
156083at2759	Complete	k141_750031	1	5556	-	2640.7	1405
160593at2759	Complete	k141_57728	408	8046	-	1200.8	1260
166920at2759	Complete	k141_684849	1964	6183	+	626.5	742
176625at2759	Complete	k141_512260	6491	10508	-	236.6	380
179362at2759	Complete	k141_431259	4211	9912	-	596.2	1557
245208at2759	Complete	k141_1426307	1	3973	-	1449.8	847
257318at2759	Complete	k141_315910	5497	8035	+	293.9	334
261328at2759	Complete	k141_427094	1410	4350	+	273.7	334
261419at2759	Complete	k141_908680	619	3331	-	169.0	251
270107at2759	Complete	k141_1698177	617	4618	-	513.4	607
271586at2759	Complete	k141_1047725	2728	5250	-	289.7	413
290630at2759	Complete	k141_459050	1	3282	+	701.9	611
293315at2759	Complete	k141_1725891	1792	5463	-	555.2	570
296129at2759	Complete	k141_1742623	1	3233	+	934.2	611
299766at2759	Missing
306227at2759	Complete	k141_2187913	724	4092	-	500.5	482
320059at2759	Complete	k141_846868	2899	4321	-	819.8	419
324863at2759	Complete	k141_368337	1	1817	-	365.2	364
325552at2759	Complete	k141_325332	308	2490	-	381.8	435
330169at2759	Complete	k141_1562103	1	1985	-	160.0	298
331411at2759	Complete	k141_960342	1593	4725	+	235.6	377
341721at2759	Complete	k141_354003	1568	4187	-	225.6	387
345441at2759	Complete	k141_331448	4651	6767	-	471.9	382
355408at2759	Complete	k141_1012393	5373	7718	-	722.9	547
369837at2759	Complete	k141_711070	1210	3360	-	263.7	356
375960at2759	Missing
383503at2759	Complete	k141_1048055	14	1533	-	345.0	345
388820at2759	Complete	k141_485698	719	4230	+	558.0	634
390348at2759	Complete	k141_158925	928	3861	+	1142.9	735
392369at2759	Complete	k141_438111	1255	3246	-	403.6	340
396755at2759	Missing
418107at2759	Complete	k141_238963	652	2392	-	439.8	354
426305at2759	Complete	k141_622437	1721	4423	+	439.2	476
450058at2759	Fragmented	k141_307444	6520	14904	-	125.0	121
453044at2759	Missing
457861at2759	Missing
464990at2759	Complete	k141_1665857	3662	5922	-	361.2	384
491869at2759	Missing
513979at2759	Complete	k141_251533	1	2022	-	99.7	174
543764at2759	Missing
549762at2759	Complete	k141_188471	1006	3979	+	425.1	387
551907at2759	Complete	k141_94280	1458	5016	+	252.9	353
570797at2759	Complete	k141_1770104	921	2929	+	116.6	371
582756at2759	Complete	k141_1107750	1276	2986	+	232.5	322
598949at2759	Complete	k141_701600	2919	6588	-	263.4	385
604979at2759	Complete	k141_116287	1	2326	+	429.7	283
621827at2759	Complete	k141_460250	9	1878	+	319.3	326
625387at2759	Complete	k141_275132	2	3211	+	240.9	297
655400at2759	Complete	k141_285565	1030	2651	+	228.2	271
664730at2759	Fragmented	k141_1143980	1	854	+	331.9	214
671536at2759	Complete	k141_730179	3197	5270	-	317.9	330
671846at2759	Fragmented	k141_1683447	4411	4993	+	83.8	60
673132at2759	Complete	k141_200803	4194	5670	+	297.2	275
674160at2759	Complete	k141_2241031	2	4607	+	501.7	771
674169at2759	Complete	k141_523918	2	2958	+	108.4	208
679187at2759	Complete	k141_41134	263	2876	-	281.2	444
679771at2759	Complete	k141_611023	4768	5749	-	86.9	153
687505at2759	Missing
692986at2759	Missing
708105at2759	Missing
719531at2759	Complete	k141_1606841	1450	2453	-	260.5	197
720340at2759	Complete	k141_809853	3060	4251	+	92.9	189
721605at2759	Complete	k141_36463	2647	3983	+	115.1	202
722805at2759	Complete	k141_599943	572	3821	-	327.3	413
734341at2759	Missing
734666at2759	Complete	k141_425376	1291	3656	+	499.5	372
736068at2759	Fragmented	k141_1815168	1	1079	+	160.0	160
751335at2759	Complete	k141_2154921	4047	6000	-	235.2	272
759498at2759	Complete	k141_873743	458	2793	+	553.3	424
761109at2759	Missing
768809at2759	Complete	k141_682486	753	2474	-	281.6	252
774318at2759	Complete	k141_689781	2019	4344	-	325.7	289
777920at2759	Complete	k141_820535	1948	3855	+	383.7	338
779909at2759	Complete	k141_1804497	349	1625	-	258.0	226
801857at2759	Complete	k141_1403252	351	1637	-	216.5	196
814241at2759	Complete	k141_929260	2469	4250	+	179.3	281
817008at2759	Complete	k141_1526243	1	1461	-	433.4	282
834694at2759	Complete	k141_1664265	2391	3552	+	400.1	277
836599at2759	Duplicated	k141_950210	646	2179	+	441.7	331
836599at2759	Duplicated	k141_1781600	108	1231	+	381.8	268
844748at2759	Complete	k141_939974	1021	2738	+	222.4	333
855834at2759	Complete	k141_1016851	1775	6428	-	160.3	236
858842at2759	Duplicated	k141_1590645	9197	10790	+	271.7	280
858842at2759	Duplicated	k141_314087	246	1892	+	246.2	237
865202at2759	Complete	k141_142346	3490	4934	+	200.7	200
866359at2759	Complete	k141_1267487	1670	3815	+	347.5	260
869548at2759	Complete	k141_1673807	4714	5514	+	242.9	193
878143at2759	Complete	k141_62974	1844	3227	+	381.4	338
887370at2759	Complete	k141_238543	786	3358	+	265.5	306
891751at2759	Complete	k141_399967	462	2428	+	183.9	205
898782at2759	Complete	k141_78818	6610	8102	+	237.0	231
901894at2759	Complete	k141_1030330	1242	2918	-	172.2	260
905026at2759	Missing
911863at2759	Complete	k141_559291	1716	2486	-	195.7	176
