Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Conco1|Conco1_10000	GT1(262-442)	N	N	N	1
Conco1|Conco1_10159	GH3(119-344)	GH3	GH3	N	3
Conco1|Conco1_10160	GH3(111-304)	N	N	N	1
Conco1|Conco1_10278	GH16_19(81-220)	N	N	N	1
Conco1|Conco1_10630	AA6(8-201)	AA6	N	N	2
Conco1|Conco1_10631	AA6(8-201)	N	N	N	1
Conco1|Conco1_10761	GT1(243-441)	N	N	N	1
Conco1|Conco1_10762	GT1(284-477)	N	N	Y(1-32)	1
Conco1|Conco1_10786	GT3(22-638)	GT3	GT3	N	3
Conco1|Conco1_109977	GH47(36-450)	GH47	GH47	N	3
Conco1|Conco1_11001	AA11(55-195)	N	N	N	1
Conco1|Conco1_11002	AA11(39-178)	N	N	N	1
Conco1|Conco1_11323	AA11(8-129)	N	N	N	1
Conco1|Conco1_11865	GT2_Chitin_synth_2(1203-1705)	GT2	GT2	N	3
Conco1|Conco1_11868	GT2_Chitin_synth_2(1170-1677)	GT2	GT2	N	3
Conco1|Conco1_11881	GT1(253-439)	N	N	N	1
Conco1|Conco1_12304	GT1(212-396)	N	N	Y(1-35)	1
Conco1|Conco1_12330	AA3_2(20-588)	AA3	N	N	2
Conco1|Conco1_12331	AA3_2(20-359)	N	N	N	1
Conco1|Conco1_12538	AA3_2(127-727)	N	AA3	N	2
Conco1|Conco1_129209	GT1(158-349)	N	N	N	1
Conco1|Conco1_13029	GH47(71-224)	N	N	N	1
Conco1|Conco1_13125	GT2_Chitin_synth_2(1155-1661)	GT2	GT2	N	3
Conco1|Conco1_13130	GT1(96-280)	N	N	N	1
Conco1|Conco1_13366	AA3_2(3-545)	N	N	N	1
Conco1|Conco1_14013	GH47(209-346)	N	N	N	1
Conco1|Conco1_141291	GT66(17-650)	GT66	GT66	N	3
Conco1|Conco1_162586	GH13_5(52-393)	GH13+CBM20	GH13_5	N	3
Conco1|Conco1_16377	GH38(252-511)	GH38	GH38	N	3
Conco1|Conco1_166321	GH81(79-706)	GH81	CBM6+GH81	N	3
Conco1|Conco1_16669	GH18(25-402)	N	N	Y(1-21)	1
Conco1|Conco1_167423	GH16_19(16-148)	N	N	N	1
Conco1|Conco1_167679	AA6(8-201)	AA6	N	N	2
Conco1|Conco1_167803	AA11(18-178)	N	N	N	1
Conco1|Conco1_168080	GT15(66-339)	GT15	GT15	N	3
Conco1|Conco1_169005	GT8(3-272)	N	N	N	1
Conco1|Conco1_170638	GH18(27-409)	GH18	GH18	N	3
Conco1|Conco1_170725	GH72(15-312)	GH72+CBM43	CBM43+GH72	N	3
Conco1|Conco1_171042	GH16_3(18-262)	N	N	N	1
Conco1|Conco1_17592	GT15(78-324)	N	N	Y(1-22)	1
Conco1|Conco1_17736	AA7(54-490)	AA7	N	Y(1-25)	2
