Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
DFQ34|DFQ34_000056-T1	GH81(79-706)	GH81	CBM6+GH81	N	3
DFQ34|DFQ34_000084-T1	GT8(9-230)	GT8	N	N	2
DFQ34|DFQ34_000168-T1	AA11(51-142)	N	N	Y(1-21)	1
DFQ34|DFQ34_000342-T1	GH13_25(36-260)	GH133	N	N	2
DFQ34|DFQ34_000347-T1	GH18(294-541)	GH18+CBM18+CBM5	N	Y(1-37)	2
DFQ34|DFQ34_000492-T1	GH18(24-269)	GH18+CBM18+CBM55	N	N	2
DFQ34|DFQ34_000806-T1	GH13_5(52-393)	GH13+CBM20	GH13_5	N	3
DFQ34|DFQ34_000826-T1	GT1(275-460)	N	N	Y(1-22)	1
DFQ34|DFQ34_000827-T1	GT1(276-461)	N	N	Y(1-35)	1
DFQ34|DFQ34_000932-T1	GT15(62-332)	GT15	GT15	N	3
DFQ34|DFQ34_000933-T1	GT15(85-355)	GT15	GT15	Y(1-32)	3
DFQ34|DFQ34_000934-T1	GT15(85-355)	GT15	GT15	Y(1-32)	3
DFQ34|DFQ34_001053-T1	GH16_19(113-281)	N	N	Y(1-26)	1
DFQ34|DFQ34_001072-T1	GT39(84-322)	GT39	GT39	N	3
DFQ34|DFQ34_001198-T1	GT2_Chitin_synth_2(615-1128)	GT2	GT2	N	3
DFQ34|DFQ34_001199-T1	GT1(247-423)	N	N	N	1
DFQ34|DFQ34_001200-T1	GT1(246-437)	N	N	N	1
DFQ34|DFQ34_001363-T1	GH13_25(1074-1522)	GH133	GH13_25+GH133	N	3
DFQ34|DFQ34_001364-T1	GH16_19(105-272)	N	N	N	1
DFQ34|DFQ34_001391-T1	GT2_Chitin_synth_2(258-757)	GT2	GT2	N	3
DFQ34|DFQ34_001455-T1	GH18(13-379)	GH18	N	N	2
DFQ34|DFQ34_001650-T1	GT15(76-344)	GT15	N	N	2
DFQ34|DFQ34_001743-T1	GT1(254-439)	N	N	N	1
DFQ34|DFQ34_001780-T1	AA6(5-198)	N	N	N	1
DFQ34|DFQ34_001804-T1	GH18(32-416)+GH18(429-810)	GH18+CBM12+CBM5	N	Y(1-21)	2
DFQ34|DFQ34_001837-T1	GT15(86-355)	GT15	GT15	N	3
DFQ34|DFQ34_001838-T1	GT15(93-362)	GT15	GT15	N	3
DFQ34|DFQ34_001863-T1	GH18(36-202)	GH18	N	N	2
DFQ34|DFQ34_002113-T1	CE16(27-286)	N	N	N	1
DFQ34|DFQ34_002114-T1	CE16(27-283)	N	N	N	1
DFQ34|DFQ34_002115-T1	CE16(27-283)	N	N	N	1
DFQ34|DFQ34_002202-T1	GT1(234-435)	N	N	N	1
DFQ34|DFQ34_002203-T1	GT1(209-439)	N	N	N	1
DFQ34|DFQ34_002204-T1	GT1(187-383)	N	N	N	1
DFQ34|DFQ34_002289-T1	GT15(44-312)	GT15	N	Y(1-48)	2
DFQ34|DFQ34_002445-T1	GT1(252-427)	N	N	N	1
DFQ34|DFQ34_002552-T1	GH18(26-272)	GH18+CBM1+CBM19	N	N	2
DFQ34|DFQ34_002570-T1	GT1(259-433)	N	N	N	1
DFQ34|DFQ34_002594-T1	GH5_9(3-186)	N	N	N	1
DFQ34|DFQ34_002620-T1	GT15(1-211)	GT15	N	N	2
DFQ34|DFQ34_002629-T1	GT1(190-374)	N	N	N	1
DFQ34|DFQ34_002636-T1	AA11(19-173)	N	N	Y(1-29)	1
DFQ34|DFQ34_002684-T1	GT1(158-357)	N	N	N	1
DFQ34|DFQ34_002686-T1	GT15(37-281)	GT15	N	N	2
DFQ34|DFQ34_002741-T1	GT39(57-299)	GT39	GT39	N	3
DFQ34|DFQ34_002800-T1	GT1(250-443)	N	N	Y(1-26)	1
DFQ34|DFQ34_002808-T1	GH25(25-204)	GH25	N	N	2
DFQ34|DFQ34_002829-T1	GT69(61-172)	N	N	N	1
DFQ34|DFQ34_002830-T1	GT1(244-436)	N	N	N	1
DFQ34|DFQ34_002844-T1	GT2_Chitin_synth_2(1168-1363)	GT2	GT2	N	3
DFQ34|DFQ34_002855-T1	GH17(37-288)	N	N	Y(1-32)	1
DFQ34|DFQ34_002856-T1	GH17(39-288)	N	N	Y(1-20)	1
DFQ34|DFQ34_002884-T1	AA11(49-178)	N	N	Y(1-21)	1
DFQ34|DFQ34_002913-T1	GT1(204-376)	N	N	N	1
DFQ34|DFQ34_002951-T1	GH72(19-316)	GH72+CBM43	CBM43+GH72	Y(1-20)	3
DFQ34|DFQ34_003017-T1	AA3_2(30-602)	N	AA3	N	2
DFQ34|DFQ34_003030-T1	GT2_Chitin_synth_1(149-311)	GT2	GT2	N	3
DFQ34|DFQ34_003072-T1	GH15(290-666)	GH15	GH15	N	3
DFQ34|DFQ34_003216-T1	GH38(250-509)	GH38	GH38	N	3
DFQ34|DFQ34_003219-T1	GT3(22-638)	GT3	GT3	N	3
DFQ34|DFQ34_003244-T1	AA3_2(143-742)	N	AA3	N	2
DFQ34|DFQ34_003245-T1	GT15(48-194)	N	N	N	1
DFQ34|DFQ34_003256-T1	GH20(137-351)	N	N	N	1
DFQ34|DFQ34_003298-T1	GT66(19-652)	GT66	GT66	N	3
DFQ34|DFQ34_003341-T1	GT1(248-420)	N	N	N	1
DFQ34|DFQ34_003359-T1	GH38(167-422)	GH38	GH38	N	3
DFQ34|DFQ34_003382-T1	GT2_Chitin_synth_2(952-1155)	GT2	N	N	2
DFQ34|DFQ34_003392-T1	GT71(221-502)	N	N	N	1
DFQ34|DFQ34_003402-T1	AA3_2(56-317)	N	N	N	1
DFQ34|DFQ34_003487-T1	GT1(194-368)	N	N	N	1
DFQ34|DFQ34_003537-T1	GT1(254-440)	N	N	N	1
