#	promoter	start	end	length
1	gene_1113+gene_1114	433	2249	1817
2	gene_1115	2692	3742	1051
3	gene_1116	3846	4460	615
4	gene_1117	6393	7443	1051
5	gene_1118	8670	9554	885
6	gene_1119	10814	11864	1051
7	gene_1120+gene_1121	14418	14589	172
8	gene_1122	17466	18516	1051
9	gene_1123	22796	23133	338
10	gene_1124+gene_1125	24589	25112	524
11	gene_1126	27463	27610	148
12	gene_1128	32960	34010	1051
13	gene_1131	37634	38684	1051
14	gene_1133	45368	46418	1051
15	gene_1134+gene_1135	48680	50420	1741
16	gene_1137	54693	55743	1051
17	gene_1138	58027	59077	1051
18	gene_1139	60988	62038	1051
19	gene_1140+gene_1141	65422	65703	282
20	gene_1142	68783	69833	1051
21	gene_1144	73671	74721	1051
22	gene_1145	77440	78490	1051
23	gene_1146+gene_1147	81063	81368	306
24	gene_1148+gene_1149	83617	83771	155
25	gene_1150	84665	85715	1051
26	gene_1151	85933	86404	472
27	gene_1152	89326	90376	1051
28	gene_1153	91103	92153	1051
29	gene_1154	93656	94083	428
30	gene_1155+gene_1156	97839	99021	1183
31	gene_1157	101548	102152	605
32	gene_1158+gene_1159	104105	104416	312
33	gene_1160	107403	108453	1051
34	gene_1161	109142	109918	777
35	gene_1162	111133	111484	352
36	gene_1163	113007	113770	764
37	gene_1164+gene_1165	116762	117012	251
38	gene_1166	120199	120475	277
39	gene_1167	121790	122840	1051
40	gene_1168	122916	123966	1051
41	gene_1169+gene_1170	132499	134036	1538
42	gene_1171	142494	142970	477
43	gene_1172+gene_1173	146437	146782	346
44	gene_1174+gene_1175	150408	152161	1754
45	gene_1176	155080	156130	1051
46	gene_1177+gene_1178	158116	158280	165
47	gene_1179+gene_1180	160494	160769	276
48	gene_1181+gene_1182	163460	164561	1102
49	gene_1183	167833	168883	1051
50	gene_1184+gene_1185	169722	170958	1237
51	gene_1186+gene_1187	173632	173930	299
52	gene_1188	175535	176018	484
53	gene_1189+gene_1190	178755	179574	820
