#	promoter	start	end	length
1	gene_5540	1	70	70
2	gene_5541	177	364	188
3	gene_5542	1958	2472	515
4	gene_5543	3074	4083	1010
5	gene_5544	4924	5974	1051
6	gene_5545	8998	10048	1051
7	gene_5546	10159	11209	1051
8	gene_5547	16358	17408	1051
9	gene_5548	22757	23807	1051
10	gene_5549	27865	28860	996
11	gene_5550	30426	31476	1051
12	gene_5551+gene_5552	33467	33666	200
13	gene_5554	37085	38135	1051
14	gene_5556	44268	45318	1051
15	gene_5557	46233	47283	1051
16	gene_5558	52840	53890	1051
17	gene_5559	57445	57937	493
18	gene_5560	61281	62331	1051
19	gene_5561	63591	64641	1051
20	gene_5562	66654	67704	1051
21	gene_5563+gene_5564	69024	70492	1469
22	gene_5565	71638	72597	960
