#	promoter	start	end	length
1	gene_1033	594	1644	1051
2	gene_1034	4923	5973	1051
3	gene_1035	14436	15486	1051
4	gene_1036	18154	19204	1051
5	gene_1037	22351	22609	259
6	gene_1038	23911	24961	1051
7	gene_1039	26222	27272	1051
8	gene_1040	29070	30120	1051
9	gene_1042	30133	31183	1051
10	gene_1043	32065	33115	1051
11	gene_1044	33469	33642	174
12	gene_1045	36669	36974	306
13	gene_1046	37340	38390	1051
14	gene_1048	39212	40262	1051
15	gene_1049	43406	43559	154
16	gene_1050+gene_1051	48156	48361	206
17	gene_1052	50858	51908	1051
18	gene_1053	52638	53688	1051
19	gene_1054	56595	56955	361
20	gene_1055	59585	59934	350
21	gene_1056+gene_1057	60779	61233	455
22	gene_1058	61673	61927	255
23	gene_1059	64896	65313	418
24	gene_1060	67040	68090	1051
25	gene_1061	71103	71353	251
26	gene_1062+gene_1063	72351	73504	1154
27	gene_1064	74917	75967	1051
28	gene_1065+gene_1066	80777	81511	735
29	gene_1067	84494	85544	1051
30	gene_1068	91584	92634	1051
31	gene_1069	98084	98702	619
32	gene_1070+gene_1071	99166	99634	469
33	gene_1072	100988	101279	292
34	gene_1073+gene_1074	107071	108607	1537
35	gene_1076	116280	117330	1051
36	gene_1077	123474	124524	1051
37	gene_1078	128982	129302	321
38	gene_1079+gene_1080	130057	130269	213
39	gene_1081	132497	132806	310
40	gene_1082	134305	135355	1051
41	gene_1083	136547	137597	1051
42	gene_1084+gene_1085	141522	142283	762
43	gene_1086	144211	144447	237
44	gene_1087	149035	149353	319
45	gene_1088+gene_1089	152489	153107	619
46	gene_1090	157294	157773	480
47	gene_1091	158327	158635	309
48	gene_1092	159187	159984	798
49	gene_1093+gene_1094	164295	164979	685
50	gene_1095+gene_1096	168125	168249	125
51	gene_1098	169178	169368	191
52	gene_1100	174852	175902	1051
53	gene_1101	176490	177540	1051
54	gene_1102	179818	180868	1051
55	gene_1103+gene_1104	182744	184236	1493
56	gene_1105	186705	187124	420
57	gene_1106+gene_1107	193240	194342	1103
58	gene_1108	198382	199432	1051
59	gene_1109+gene_1110	200808	202675	1868
60	gene_1111	204380	204535	156
61	gene_1112	207786	207881	96
