# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
494at4751	Complete	Conco1|Conco1_83101	2211.5	1577	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Complete	Conco1|Conco1_79717	1412.0	2099	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Complete	Conco1|Conco1_3446	2939.6	1772	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Complete	Conco1|Conco1_81000	1575.4	1340	https://www.orthodb.org/v10?query=3534at4751	SNF2-related, N-terminal domain
4409at4751	Missing
4466at4751	Fragmented	Conco1|Conco1_11589	1227.3	1518	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Complete	Conco1|Conco1_20705	2933.2	1800	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Missing
6186at4751	Complete	Conco1|Conco1_50411	392.5	1117	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Complete	Conco1|Conco1_78574	728.1	806	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Complete	Conco1|Conco1_165977	1098.3	901	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Complete	Conco1|Conco1_76831	1820.2	1534	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Complete	Conco1|Conco1_68113	700.7	1093	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Missing
8406at4751	Complete	Conco1|Conco1_78694	579.6	622	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Complete	Conco1|Conco1_38865	2086.5	1404	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Complete	Conco1|Conco1_26590	1201.2	902	https://www.orthodb.org/v10?query=10168at4751	Nitrite/Sulfite reductase ferredoxin-like domain
10531at4751	Complete	Conco1|Conco1_12748	525.0	717	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Complete	Conco1|Conco1_77415	1426.5	1005	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12812at4751	Complete	Conco1|Conco1_3105	253.8	474	https://www.orthodb.org/v10?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Missing
13224at4751	Fragmented	Conco1|Conco1_137498	164.4	581	https://www.orthodb.org/v10?query=13224at4751	Nucleoporin, Nup133/Nup155-like, N-terminal
13605at4751	Complete	Conco1|Conco1_77681	523.6	1420	https://www.orthodb.org/v10?query=13605at4751	clathrin-coated vesicle protein
14295at4751	Duplicated	Conco1|Conco1_40008	1296.8	798	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	Conco1|Conco1_75898	1132.5	806	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Complete	Conco1|Conco1_7619	1664.3	1335	https://www.orthodb.org/v10?query=14441at4751	DNA-directed RNA polymerase subunit
14523at4751	Complete	Conco1|Conco1_7310	888.0	887	https://www.orthodb.org/v10?query=14523at4751	Exportin-1
14793at4751	Complete	Conco1|Conco1_84435	306.4	777	https://www.orthodb.org/v10?query=14793at4751	Nucleoporin Pom152
14986at4751	Complete	Conco1|Conco1_79488	768.5	666	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
17174at4751	Missing
18809at4751	Complete	Conco1|Conco1_87239	227.6	576	https://www.orthodb.org/v10?query=18809at4751	RIC1-domain-containing protein
20600at4751	Complete	Conco1|Conco1_54637	1264.8	806	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20952at4751	Complete	Conco1|Conco1_70593	928.6	916	https://www.orthodb.org/v10?query=20952at4751	multidrug efflux transporter AcrB transmembrane domain-containing protein
