#	promoter	start	end	length
1	gene_1921	9312	10362	1051
2	gene_1923	117710	118760	1051
3	gene_1924	235778	236828	1051
4	gene_1925	238704	239412	709
5	gene_1926	239570	239869	300
6	gene_1927	337164	338214	1051
7	gene_1928	428145	429195	1051
8	gene_1931	496718	497768	1051
9	gene_1932	639609	640659	1051
10	gene_1933	668718	669768	1051
11	gene_1934	789487	790537	1051
12	gene_1935	828856	829906	1051
13	gene_1936	854047	855097	1051
14	gene_1937	947604	948654	1051
15	gene_1938	1139530	1140580	1051
16	gene_1940	1205897	1206947	1051
17	gene_1941	1354761	1355811	1051
18	gene_1942	1546366	1547416	1051
19	gene_1943	1635445	1635722	278
20	gene_1944	1637632	1638251	620
21	gene_1945	1641074	1642124	1051
22	gene_1946	1840359	1841409	1051
23	gene_1947	1912948	1913998	1051
24	gene_1948	2067142	2068192	1051
25	gene_1949	2071548	2072598	1051
26	gene_1950	2171442	2172492	1051
27	gene_1951	2299988	2301038	1051
28	gene_1952	2312687	2313737	1051
29	gene_1953	2387282	2388332	1051
30	gene_1954	2534664	2535714	1051
31	gene_1955	2539904	2540954	1051
32	gene_1956	2598172	2599222	1051
33	gene_1957	2599518	2599592	75
34	gene_1958	2720214	2721264	1051
35	gene_1959	2825444	2826494	1051
36	gene_1960	2847543	2848593	1051
37	gene_1961	2968188	2969238	1051
38	gene_1962	3160071	3161121	1051
39	gene_1963	3180907	3181957	1051
40	gene_1964	3438171	3439221	1051
41	gene_1965	3461938	3462988	1051
42	gene_1966	3559343	3560393	1051
43	gene_1967	3618071	3619121	1051
44	gene_1968	3776086	3777136	1051
45	gene_1969	3858939	3859989	1051
46	gene_1970	3964942	3965992	1051
47	gene_1971	4002694	4003744	1051
48	gene_1972	4108912	4109962	1051
49	gene_1973	4155538	4156588	1051
50	gene_1974	4177172	4178222	1051
51	gene_1975	4347805	4348855	1051
52	gene_1977	4450784	4451834	1051
53	gene_1978	4560748	4561798	1051
54	gene_1979	4634517	4635567	1051
55	gene_1980	4815043	4816093	1051
56	gene_1981	4854430	4855480	1051
57	gene_1982	4973112	4974162	1051
58	gene_1983	5098340	5099390	1051
59	gene_1986	5243641	5244691	1051
60	gene_1987	5306477	5307527	1051
61	gene_1988	5423092	5424142	1051
62	gene_1989	5440948	5441998	1051
63	gene_1990+gene_1991	5550627	5551811	1185
64	gene_1992	5567799	5568849	1051
65	gene_1993	5637078	5638128	1051
66	gene_1994	5679720	5680770	1051
67	gene_1995	5765550	5765599	50
68	gene_1996	5767271	5768321	1051
69	gene_1997	5845616	5846666	1051
70	gene_1998	5876766	5877816	1051
71	gene_1999	5934332	5935382	1051
72	gene_2000	5948568	5949618	1051
73	gene_2002	6337044	6338094	1051
74	gene_2004	6766488	6767538	1051
