Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
DFQ33|DFQ33_000026-T1	GT39(38-273)	N	N	N	1
DFQ33|DFQ33_000081-T1	GH47(47-476)	GH47	N	N	2
DFQ33|DFQ33_000093-T1	GT24(1196-1443)	GT24	GT24	N	3
DFQ33|DFQ33_000178-T1	AA2(23-261)	N	N	N	1
DFQ33|DFQ33_000213-T1	GT22(164-437)	GT22	N	N	2
DFQ33|DFQ33_000224-T1	GH5_9(167-482)	GH5	GH5_9	N	3
DFQ33|DFQ33_000232-T1	GH5_9(154-469)	GH5	GH5_9	N	3
DFQ33|DFQ33_000233-T1	GH5_9(174-490)	GH5	GH5_9	N	3
DFQ33|DFQ33_000244-T1	GH16_19(82-226)	N	N	Y(1-24)	1
DFQ33|DFQ33_000247-T1	GT39(71-310)	GT39	GT39	N	3
DFQ33|DFQ33_000252-T1	GH18(23-355)	GH18+CBM12+CBM5	N	N	2
DFQ33|DFQ33_000271-T1	AA11(57-183)	N	N	N	1
DFQ33|DFQ33_000272-T1	AA11(57-183)	N	N	N	1
DFQ33|DFQ33_000276-T1	GH47(1-473)	GH47	N	N	2
DFQ33|DFQ33_000277-T1	AA11(57-183)	N	N	N	1
DFQ33|DFQ33_000278-T1	AA11(45-184)	N	N	N	1
DFQ33|DFQ33_000279-T1	AA11(43-184)	N	N	Y(1-22)	1
DFQ33|DFQ33_000288-T1	GH47(82-507)	GH47	GH47	N	3
DFQ33|DFQ33_000341-T1	CE16(28-294)	N	N	N	1
DFQ33|DFQ33_000422-T1	GT2_Chitin_synth_2(1180-1681)	GT2	GT2	N	3
DFQ33|DFQ33_000435-T1	GT21(63-294)	N	N	N	1
DFQ33|DFQ33_000483-T1	GH17(164-428)	N	N	Y(1-25)	1
DFQ33|DFQ33_000536-T1	GT2_Chitin_synth_2(308-612)	N	N	Y(1-28)	1
DFQ33|DFQ33_000576-T1	GT2_Chitin_synth_2(442-889)	N	N	N	1
DFQ33|DFQ33_000653-T1	AA11(23-163)	N	N	N	1
DFQ33|DFQ33_000654-T1	AA11(23-163)	N	N	N	1
DFQ33|DFQ33_000655-T1	AA11(40-179)	N	N	N	1
DFQ33|DFQ33_000656-T1	AA11(28-163)	N	N	N	1
DFQ33|DFQ33_000700-T1	AA3_2(48-637)	N	AA3	Y(1-23)	2
DFQ33|DFQ33_000796-T1	AA6(6-200)	AA6	N	N	2
DFQ33|DFQ33_000807-T1	GT2_Chitin_synth_2(389-884)	GT2	GT2	N	3
DFQ33|DFQ33_000969-T1	AA3_2(41-614)	AA3	AA3	Y(1-21)	3
DFQ33|DFQ33_001011-T1	GH18(28-271)	GH18	N	N	2
