Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
Conth1|Conth1_285411	AMJ52391.1|GH47|	41.0	478	244	9	34	475	89	564	4.75e-111	344
Conth1|Conth1_322402	CDS12794.1|GT39|	33.8	689	445	7	71	758	75	753	2.64e-133	417
Conth1|Conth1_310510	QKX60855.1|GT22|	70.2	285	82	1	1	285	575	856	2.79e-131	398
Conth1|Conth1_322411	CDS05746.1|GH5_9|	48.0	429	210	8	101	521	4	427	3.10e-157	459
Conth1|Conth1_310527	CDS05746.1|GH5_9|	52.3	426	190	7	81	498	5	425	5.87e-170	491
Conth1|Conth1_310540	CDS05746.1|GH5_9|	47.9	432	215	5	94	518	4	432	3.95e-148	436
Conth1|Conth1_322507	AAX19736.1|GH37|	63.9	710	239	4	26	735	7	699	0.0	941
Conth1|Conth1_138809	AWO98658.1|GH37|	68.9	402	124	1	19	419	69	470	4.28e-192	571
Conth1|Conth1_275923	QKD53806.1|AA3|	36.8	630	323	19	3	572	35	649	1.33e-110	349
Conth1|Conth1_286112	QKX60254.1|GH76|	49.1	766	362	11	66	815	25	778	1.65e-235	699
Conth1|Conth1_322676	ADV22218.1|GT3|	67.3	695	203	8	8	688	3	687	0.0	956
Conth1|Conth1_362618	CDS09314.1|GT39|	49.9	713	343	4	13	720	85	788	1.85e-241	697
Conth1|Conth1_322977	SMQ49199.1|AA3|	36.7	622	331	15	55	636	37	635	2.54e-109	347
Conth1|Conth1_362229	CDS02746.1|GT4|	62.6	425	157	1	8	432	2	424	1.09e-194	551
Conth1|Conth1_322780	QHG77622.1|CBM50|	78.8	222	46	1	41	261	56	277	3.85e-125	366
Conth1|Conth1_339661	ACZ81482.1|GT39|	47.3	744	347	9	64	799	58	764	1.01e-231	674
Conth1|Conth1_322948	CDS09089.1|GT41|	50.6	1255	482	24	331	1491	291	1501	0.0	1063
Conth1|Conth1_36487	CBX90546.1|CBM48|GH13_8|	65.2	696	211	5	35	709	26	711	0.0	950
Conth1|Conth1_334433	VUW72999.1|AA1|	45.4	447	225	8	216	650	182	621	1.21e-108	360
Conth1|Conth1_363150	CUI24525.1|GH19|	62.7	311	110	2	42	346	18	328	9.14e-121	384
Conth1|Conth1_323208	CDS13455.1|GH63|	34.8	842	407	24	38	818	44	804	1.41e-148	460
Conth1|Conth1_322757	CBX99002.1|GH18|	55.9	299	108	5	1	275	1	299	8.89e-105	326
Conth1|Conth1_362316	VWO94258.1|CBM1|GH5_5|	45.0	689	269	16	44	664	400	1046	1.87e-171	521
Conth1|Conth1_300293	SAM82228.1|GT2|	53.2	849	376	12	665	1505	62	897	7.15e-299	890
Conth1|Conth1_300518	QKX56076.1|GH51|	42.5	414	230	4	1	407	936	1348	1.09e-103	341
Conth1|Conth1_362414	CDS05327.1|GT2|	44.2	1765	862	36	21	1716	25	1736	0.0	1346
Conth1|Conth1_347203	CDS03631.1|GT57|	52.1	482	209	10	138	609	5	474	3.48e-145	434
Conth1|Conth1_323467	QBQ55243.1|CBM50|	32.2	816	464	19	13	807	10	757	3.93e-108	367
Conth1|Conth1_340482	AWP09156.1|GT2|	72.9	236	64	0	3	238	19	254	5.72e-130	371
Conth1|Conth1_300416	EAA65303.1|GT0|	45.5	822	424	11	1	811	771	1579	9.44e-229	691
Conth1|Conth1_328154	QKX55086.1|GH55|	48.9	599	267	7	221	782	787	1383	2.67e-186	575
Conth1|Conth1_328277	AVM55139.1|GH65|	39.8	693	376	16	21	702	696	1358	3.36e-144	459
Conth1|Conth1_314649	AWK40335.1|GH6|	38.8	690	399	10	2	677	193	873	3.68e-145	449
Conth1|Conth1_323538	CED83340.1|GT31|	39.8	786	429	18	389	1139	1142	1918	1.40e-161	532
Conth1|Conth1_301620	QDH20989.1|GH13_5|	44.7	492	257	5	41	530	2	480	1.01e-147	438
Conth1|Conth1_323546	CDS03806.1|GT48|	52.9	1733	769	18	98	1808	189	1895	0.0	1784
Conth1|Conth1_301631	AYB47554.1|GH13_5|	57.8	474	198	2	1	472	7	480	1.00e-208	590
