Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Conth1|Conth1_102203	GH72(37-293)	N	N	N	1
Conth1|Conth1_116942	AA11(40-180)	N	N	N	1
Conth1|Conth1_159241	GT1(244-447)	N	N	N	1
Conth1|Conth1_161974	GT1(244-447)	N	N	N	1
Conth1|Conth1_181444	GH18(27-304)	GH18+CBM1+CBM19	CBM19+GH18+3.2.1.14	Y(1-20)	3
Conth1|Conth1_231773	CBM21(111-218)	N	N	N	1
Conth1|Conth1_246153	GT76(30-411)	N	N	N	1
Conth1|Conth1_255459	AA7(56-488)	N	N	N	1
Conth1|Conth1_272177	GH132(4-214)	GH132	N	N	2
Conth1|Conth1_272462	GT15(1-104)	GT15	N	N	2
Conth1|Conth1_272704	AA11(1-87)	N	N	N	1
Conth1|Conth1_273886	GT15(11-116)	N	N	N	1
Conth1|Conth1_274423	AA11(2-158)	N	N	N	1
Conth1|Conth1_274690	GT2_Chitin_synth_2(422-933)	GT2	GT2	N	3
Conth1|Conth1_274966	GH132(7-163)	N	N	N	1
Conth1|Conth1_275223	AA3_2(1-570)	AA3	N	N	2
Conth1|Conth1_275528	GT1(10-182)	N	N	N	1
Conth1|Conth1_275836	GH72(2-119)	N	N	N	1
Conth1|Conth1_275923	AA3_2(2-572)	AA3	AA3	N	3
Conth1|Conth1_276712	GT21(2-233)	N	N	N	1
Conth1|Conth1_278180	GH18(2-241)	GH18+CBM19	N	N	2
Conth1|Conth1_279167	GT32(9-88)	N	N	N	1
Conth1|Conth1_280315	AA11(45-170)	N	N	N	1
Conth1|Conth1_280334	AA1_1(9-315)	N	N	N	1
Conth1|Conth1_280493	GH16_19(83-248)	N	N	N	1
Conth1|Conth1_280964	GH38(250-502)	GH38	GH38	N	3
Conth1|Conth1_281296	GH3(93-318)	GH3	GH3	N	3
Conth1|Conth1_281679	GH72(5-306)	N	CBM43+GH72	N	2
Conth1|Conth1_281701	AA11(29-162)	N	N	N	1
Conth1|Conth1_281988	GT1(236-426)	N	N	N	1
Conth1|Conth1_282246	CE4(6-124)	CE4+CBM18	N	N	2
Conth1|Conth1_282741	CBM63(92-165)	N	N	N	1
Conth1|Conth1_282875	GH18(1-336)	GH18+CBM2	N	N	2
Conth1|Conth1_282958	GH132(2-189)	N	N	N	1
Conth1|Conth1_283117	GH18(1-336)	GH18	N	N	2
Conth1|Conth1_283121	GH18(1-336)	GH18+CBM12+CBM5+CBM55	N	N	2
Conth1|Conth1_283641	CE4(8-128)	CE4+CBM18	N	N	2
Conth1|Conth1_283778	GH17(18-282)	N	N	N	1
Conth1|Conth1_284124	AA11(33-176)	N	N	N	1
Conth1|Conth1_284597	AA3_2(3-574)	AA3	AA3	N	3
Conth1|Conth1_284737	GT1(130-424)	N	N	N	1
Conth1|Conth1_284799	GH18(2-251)	N	GH18	N	2
Conth1|Conth1_285049	GH18(1-244)	GH18+CBM1+CBM19	N	N	2
Conth1|Conth1_285098	GH18(15-349)	GH18+CBM12+CBM5	N	N	2
Conth1|Conth1_285265	GH18(7-339)	GH18+CBM12+CBM5	N	N	2
Conth1|Conth1_285366	GH16_19(3-147)	N	N	N	1
Conth1|Conth1_285411	GH47(49-474)	GH47	GH47	N	3
Conth1|Conth1_285434	GH47(91-554)	GH47	N	N	2
Conth1|Conth1_288371	GH31(339-782)	GH31	GH31	N	3
Conth1|Conth1_289205	GT48(763-1537)	GT48	GT48	N	3
Conth1|Conth1_289602	GT15(2-240)	GT15	N	N	2
Conth1|Conth1_289630	GH16_19(27-171)	N	N	N	1
