#	promoter	binding sites
1	CONCODRAFT_59934	0
2	CONCODRAFT_59935	0
3	CONCODRAFT_18758	0
4	CONCODRAFT_8831+CONCODRAFT_166210	0
5	CONCODRAFT_t429	0
6	CONCODRAFT_79622	0
7	CONCODRAFT_166211	0
8	CONCODRAFT_t432	0
9	CONCODRAFT_8835	0
10	CONCODRAFT_41412	0
11	CONCODRAFT_41379	0
12	CONCODRAFT_t430	0
13	CONCODRAFT_8838	0
14	CONCODRAFT_18764	1
15	CONCODRAFT_18765	1
16	CONCODRAFT_t431	0
17	CONCODRAFT_71965	0
18	CONCODRAFT_71966	0
19	CONCODRAFT_41389	0
20	CONCODRAFT_8846	0
21	CONCODRAFT_41406	0
22	CONCODRAFT_8849	0
