# BUSCO version is: 5.4.4 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
39650at2759	Complete	scaffold_558	37975	45904	-	1891.9	1387
83779at2759	Complete	scaffold_1144	46578	48859	+	229.6	282
87842at2759	Complete	scaffold_575	35297	39258	-	492.9	654
97116at2759	Complete	scaffold_152	151679	155892	-	1023.1	954
100698at2759	Duplicated	scaffold_315	287202	291902	+	788.1	500
100698at2759	Duplicated	scaffold_69	436906	439911	+	778.5	505
142542at2759	Complete	scaffold_42	1228393	1236572	-	445.8	658
156083at2759	Complete	scaffold_411	22560	34843	-	3634.2	1963
160593at2759	Complete	scaffold_352	121090	128926	-	1256.6	1322
166920at2759	Complete	scaffold_25	245184	249625	+	613.4	703
176625at2759	Complete	scaffold_167	791733	795723	-	228.8	346
179362at2759	Complete	scaffold_5	727325	731763	-	425.5	1552
245208at2759	Complete	scaffold_55	1197567	1201874	-	1490.9	850
257318at2759	Duplicated	scaffold_2311	4110	6994	-	285.7	293
257318at2759	Duplicated	scaffold_3563	1072	3956	+	285.7	293
261328at2759	Missing
261419at2759	Complete	scaffold_406	313409	317992	-	166.1	273
270107at2759	Complete	scaffold_456	81433	98527	+	283.4	504
271586at2759	Complete	scaffold_2155	27764	31687	-	191.1	381
290630at2759	Complete	scaffold_109	995544	1012125	-	515.9	504
293315at2759	Complete	scaffold_4601	1620	7257	-	565.4	568
296129at2759	Complete	scaffold_362	211186	214925	-	1073.4	731
299766at2759	Missing
306227at2759	Complete	scaffold_168	60390	63994	-	513.3	511
320059at2759	Complete	scaffold_476	232449	235746	+	841.9	451
324863at2759	Complete	scaffold_903	39420	43237	+	552.7	520
325552at2759	Complete	scaffold_866	133890	136447	-	373.5	416
330169at2759	Missing
331411at2759	Complete	scaffold_20	77699	81015	-	269.8	393
341721at2759	Complete	scaffold_600	191676	194989	+	174.5	358
345441at2759	Complete	scaffold_192	335463	337496	+	465.0	380
355408at2759	Complete	scaffold_111	906176	909117	+	726.0	543
369837at2759	Complete	scaffold_426	314552	317005	-	293.9	373
375960at2759	Complete	scaffold_922	151390	154846	+	163.3	273
383503at2759	Complete	scaffold_80	453096	454661	+	348.6	340
388820at2759	Duplicated	scaffold_2566	22112	25413	+	549.5	611
388820at2759	Duplicated	scaffold_3693	6389	9690	-	549.5	611
390348at2759	Complete	scaffold_717	208862	211872	+	1158.6	728
392369at2759	Complete	scaffold_431	65418	67499	+	413.5	343
396755at2759	Missing
418107at2759	Complete	scaffold_615	64719	67173	-	439.1	347
426305at2759	Complete	scaffold_323	127156	130002	+	458.8	485
450058at2759	Missing
453044at2759	Missing
457861at2759	Missing
464990at2759	Complete	scaffold_44	969604	975063	+	328.3	341
491869at2759	Complete	scaffold_437	131171	133894	+	107.6	190
513979at2759	Complete	scaffold_1496	35728	37911	-	79.1	195
543764at2759	Complete	scaffold_272	326071	334910	-	201.4	316
549762at2759	Complete	scaffold_102	803241	808693	+	424.0	392
551907at2759	Complete	scaffold_417	216471	220354	-	239.0	361
570797at2759	Complete	scaffold_62	569802	572372	-	82.2	325
582756at2759	Complete	scaffold_1057	31395	33191	+	239.9	362
598949at2759	Complete	scaffold_100	305345	309691	+	324.4	353
604979at2759	Complete	scaffold_190	321175	323430	-	425.1	295
621827at2759	Complete	scaffold_188	753941	758049	+	297.8	346
625387at2759	Complete	scaffold_162	496653	502050	+	157.0	225
655400at2759	Duplicated	scaffold_886	151534	153666	-	216.1	251
655400at2759	Duplicated	scaffold_1125	2509	4641	-	216.1	251
664730at2759	Complete	scaffold_4897	449	2241	-	653.2	350
