# BUSCO version is: 5.3.0 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Score	Length
39650at2759	Missing
83779at2759	Complete	Pfor|Pfor_35719	212.4	216
87842at2759	Duplicated	Pfor|Pfor_32450	527.7	537
87842at2759	Duplicated	Pfor|Pfor_17256	484.9	645
97116at2759	Complete	Pfor|Pfor_6100	1311.4	977
100698at2759	Duplicated	Pfor|Pfor_22497	792.8	500
100698at2759	Duplicated	Pfor|Pfor_26402	788.0	535
142542at2759	Complete	Pfor|Pfor_4910	739.5	660
156083at2759	Duplicated	Pfor|Pfor_15456	3785.6	1943
156083at2759	Duplicated	Pfor|Pfor_15457	3785.6	1943
156083at2759	Duplicated	Pfor|Pfor_15455	3638.9	1964
160593at2759	Complete	Pfor|Pfor_29844	1679.0	1386
166920at2759	Complete	Pfor|Pfor_17625	574.6	618
176625at2759	Complete	Pfor|Pfor_21252	208.5	339
179362at2759	Complete	Pfor|Pfor_30367	423.5	1120
245208at2759	Duplicated	Pfor|Pfor_18072	1554.2	886
245208at2759	Duplicated	Pfor|Pfor_18262	1492.3	889
257318at2759	Complete	Pfor|Pfor_23398	323.5	328
261328at2759	Duplicated	Pfor|Pfor_19898	367.8	296
261328at2759	Duplicated	Pfor|Pfor_12039	313.2	406
261419at2759	Complete	Pfor|Pfor_32681	244.2	298
270107at2759	Fragmented	Pfor|Pfor_16848	407.6	342
271586at2759	Complete	Pfor|Pfor_27570	197.1	300
290630at2759	Complete	Pfor|Pfor_16547	677.1	609
293315at2759	Complete	Pfor|Pfor_16493	560.5	566
296129at2759	Complete	Pfor|Pfor_19614	1063.2	710
299766at2759	Complete	Pfor|Pfor_31386	477.7	452
306227at2759	Complete	Pfor|Pfor_12376	510.4	518
320059at2759	Duplicated	Pfor|Pfor_9982	887.3	447
320059at2759	Duplicated	Pfor|Pfor_18220	871.5	451
320059at2759	Duplicated	Pfor|Pfor_9981	835.3	415
324863at2759	Complete	Pfor|Pfor_20119	633.3	560
325552at2759	Duplicated	Pfor|Pfor_4031	503.2	505
325552at2759	Duplicated	Pfor|Pfor_4032	488.0	493
330169at2759	Complete	Pfor|Pfor_17293	173.9	245
331411at2759	Missing
341721at2759	Fragmented	Pfor|Pfor_33061	174.6	189
345441at2759	Duplicated	Pfor|Pfor_24674	467.7	379
345441at2759	Duplicated	Pfor|Pfor_5420	454.4	398
355408at2759	Duplicated	Pfor|Pfor_32932	789.7	549
355408at2759	Duplicated	Pfor|Pfor_20942	722.5	544
369837at2759	Complete	Pfor|Pfor_26122	294.8	393
375960at2759	Complete	Pfor|Pfor_4760	193.6	271
383503at2759	Duplicated	Pfor|Pfor_29417	395.1	390
383503at2759	Duplicated	Pfor|Pfor_3579	344.0	338
388820at2759	Missing
390348at2759	Duplicated	Pfor|Pfor_694	1199.3	737
390348at2759	Duplicated	Pfor|Pfor_692	1199.1	727
390348at2759	Duplicated	Pfor|Pfor_699	1150.3	695
390348at2759	Duplicated	Pfor|Pfor_697	1150.0	698
390348at2759	Duplicated	Pfor|Pfor_690	1082.4	689
390348at2759	Duplicated	Pfor|Pfor_693	1082.4	689
390348at2759	Duplicated	Pfor|Pfor_695	1033.4	651
390348at2759	Duplicated	Pfor|Pfor_698	1033.4	651
392369at2759	Complete	Pfor|Pfor_23083	380.4	364
396755at2759	Complete	Pfor|Pfor_5289	624.6	728
418107at2759	Duplicated	Pfor|Pfor_29020	468.3	410
418107at2759	Duplicated	Pfor|Pfor_12410	431.5	370
426305at2759	Duplicated	Pfor|Pfor_14265	452.9	475
426305at2759	Duplicated	Pfor|Pfor_29503	397.3	430
450058at2759	Complete	Pfor|Pfor_30043	279.2	281
453044at2759	Complete	Pfor|Pfor_30413	341.4	305
457861at2759	Complete	Pfor|Pfor_33444	110.5	162
464990at2759	Duplicated	Pfor|Pfor_29919	368.3	381
464990at2759	Duplicated	Pfor|Pfor_24675	333.9	363
491869at2759	Complete	Pfor|Pfor_25164	206.9	276
513979at2759	Complete	Pfor|Pfor_17833	89.7	223
543764at2759	Complete	Pfor|Pfor_34357	182.6	235
549762at2759	Complete	Pfor|Pfor_13796	421.9	398
551907at2759	Complete	Pfor|Pfor_30285	249.3	276
570797at2759	Complete	Pfor|Pfor_29076	59.8	274
582756at2759	Complete	Pfor|Pfor_30439	283.9	357
598949at2759	Complete	Pfor|Pfor_30990	467.2	360
604979at2759	Duplicated	Pfor|Pfor_12453	421.9	282
604979at2759	Duplicated	Pfor|Pfor_12452	364.3	244
621827at2759	Complete	Pfor|Pfor_16851	300.5	306
625387at2759	Complete	Pfor|Pfor_29742	343.3	368
655400at2759	Complete	Pfor|Pfor_28760	297.1	284
664730at2759	Duplicated	Pfor|Pfor_6130	647.4	348
664730at2759	Duplicated	Pfor|Pfor_8029	622.5	343
671536at2759	Duplicated	Pfor|Pfor_29617	531.4	370
671536at2759	Duplicated	Pfor|Pfor_21396	494.9	365
671846at2759	Complete	Pfor|Pfor_34711	239.2	396
673132at2759	Duplicated	Pfor|Pfor_20773	305.8	276
673132at2759	Duplicated	Pfor|Pfor_28546	298.8	274
674160at2759	Complete	Pfor|Pfor_31054	577.5	761
674169at2759	Duplicated	Pfor|Pfor_8974	104.7	169
674169at2759	Duplicated	Pfor|Pfor_8973	103.6	165
679187at2759	Missing
679771at2759	Complete	Pfor|Pfor_9650	142.3	152
687505at2759	Complete	Pfor|Pfor_29158	200.9	234
692986at2759	Complete	Pfor|Pfor_35603	185.8	320
708105at2759	Complete	Pfor|Pfor_17068	127.1	148
719531at2759	Complete	Pfor|Pfor_9892	409.8	286
