HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT15.hmm	273	ZOOFUN|ZOORAD_000100-T1	388	2.3e-115	1	272	71	343	0.9926739926739927
GT4.hmm	160	ZOOFUN|ZOORAD_000225-T1	446	1.1e-31	6	140	193	325	0.8375
CE16.hmm	267	ZOOFUN|ZOORAD_000395-T1	295	1.5e-18	3	262	26	283	0.9700374531835206
CE16.hmm	267	ZOOFUN|ZOORAD_000396-T1	311	5.9e-19	3	261	42	298	0.9662921348314607
CE9.hmm	373	ZOOFUN|ZOORAD_000459-T1	417	5.7e-123	1	373	27	412	0.9973190348525469
GH16_19.hmm	174	ZOOFUN|ZOORAD_000460-T1	366	3.5e-59	10	174	115	273	0.9425287356321839
GH16_2.hmm	326	ZOOFUN|ZOORAD_000523-T1	478	1.9e-133	1	326	105	426	0.9969325153374233
GT2_Chitin_synth_2.hmm	527	ZOOFUN|ZOORAD_000608-T1	1133	4.4e-225	4	526	428	937	0.9905123339658444
GH20.hmm	337	ZOOFUN|ZOORAD_000746-T1	559	3.3e-96	7	336	161	498	0.9762611275964391
GH16_19.hmm	174	ZOOFUN|ZOORAD_000841-T1	355	1.4e-51	3	174	140	304	0.9827586206896551
GH16_19.hmm	174	ZOOFUN|ZOORAD_000843-T1	290	4.4e-50	3	174	102	266	0.9827586206896551
GH16_19.hmm	174	ZOOFUN|ZOORAD_000845-T1	351	2.6e-53	4	174	105	267	0.9770114942528736
GH16_19.hmm	174	ZOOFUN|ZOORAD_000847-T1	343	1.9e-53	4	174	105	267	0.9770114942528736
CE4.hmm	130	ZOOFUN|ZOORAD_000884-T1	253	9.4e-34	9	125	53	171	0.8923076923076924
GH16_4.hmm	316	ZOOFUN|ZOORAD_000974-T1	371	9.5e-117	1	316	49	369	0.9968354430379747
GT1.hmm	382	ZOOFUN|ZOORAD_000980-T1	551	2.7e-34	191	361	246	447	0.44502617801047123
GT2_Chitin_synth_2.hmm	527	ZOOFUN|ZOORAD_001076-T1	1549	3.1e-232	18	526	737	1233	0.9639468690702088
CE4.hmm	130	ZOOFUN|ZOORAD_001222-T1	353	2.1e-26	7	124	115	235	0.9
CE4.hmm	130	ZOOFUN|ZOORAD_001224-T1	358	9.8e-23	6	122	114	233	0.8923076923076924
CE4.hmm	130	ZOOFUN|ZOORAD_001225-T1	344	4.9e-27	7	122	115	233	0.8846153846153846
CE4.hmm	130	ZOOFUN|ZOORAD_001226-T1	352	1.9e-18	6	124	122	243	0.9076923076923077
GH16_4.hmm	316	ZOOFUN|ZOORAD_001256-T1	485	8.9e-106	1	315	135	473	0.9936708860759493
GH16_4.hmm	316	ZOOFUN|ZOORAD_001257-T1	391	1.1e-92	3	316	47	385	0.990506329113924
GH17.hmm	311	ZOOFUN|ZOORAD_001271-T1	490	2.9e-24	2	306	212	476	0.977491961414791
GH15.hmm	361	ZOOFUN|ZOORAD_001299-T1	661	7.4e-81	4	360	279	653	0.9861495844875346
GH72.hmm	312	ZOOFUN|ZOORAD_001639-T1	443	6e-108	3	306	15	302	0.9711538461538461
GH72.hmm	312	ZOOFUN|ZOORAD_001641-T1	443	7.6e-107	3	309	15	305	0.9807692307692307
GH72.hmm	312	ZOOFUN|ZOORAD_001647-T1	566	3.8e-111	4	311	16	313	0.9839743589743589
GT2_Chitin_synth_2.hmm	527	ZOOFUN|ZOORAD_001813-T1	1101	1.8e-69	27	491	354	790	0.8804554079696395
GT2_Chitin_synth_2.hmm	527	ZOOFUN|ZOORAD_001847-T1	1844	1e-217	4	526	1106	1612	0.9905123339658444
GT2_Chitin_synth_2.hmm	527	ZOOFUN|ZOORAD_001967-T1	968	2.3e-250	21	526	381	877	0.9582542694497154
GT15.hmm	273	ZOOFUN|ZOORAD_001998-T1	383	9e-111	2	272	74	344	0.989010989010989
GT15.hmm	273	ZOOFUN|ZOORAD_002000-T1	300	1.7e-113	1	272	19	290	0.9926739926739927
GT15.hmm	273	ZOOFUN|ZOORAD_002001-T1	366	3.6e-114	1	272	55	326	0.9926739926739927
GT15.hmm	273	ZOOFUN|ZOORAD_002002-T1	368	7.1e-112	2	272	59	329	0.989010989010989
GT15.hmm	273	ZOOFUN|ZOORAD_002003-T1	371	1.7e-111	1	272	60	331	0.9926739926739927
GT15.hmm	273	ZOOFUN|ZOORAD_002004-T1	368	9.1e-108	2	272	59	329	0.989010989010989
GT15.hmm	273	ZOOFUN|ZOORAD_002005-T1	368	8e-109	2	272	59	329	0.989010989010989
GT15.hmm	273	ZOOFUN|ZOORAD_002007-T1	369	5.2e-111	1	272	59	330	0.9926739926739927
GT15.hmm	273	ZOOFUN|ZOORAD_002029-T1	372	3.3e-122	1	272	61	331	0.9926739926739927
GT33.hmm	425	ZOOFUN|ZOORAD_002084-T1	449	6.5e-143	3	424	3	445	0.9905882352941177
GH72.hmm	312	ZOOFUN|ZOORAD_002120-T1	494	2.6e-98	5	301	17	304	0.9487179487179487
AA1.hmm	943	ZOOFUN|ZOORAD_002158-T1	560	1.4e-63	427	796	15	406	0.391304347826087
GT1.hmm	382	ZOOFUN|ZOORAD_002191-T1	569	2.2e-24	216	351	287	455	0.35340314136125656
GT1.hmm	382	ZOOFUN|ZOORAD_002194-T1	557	2.5e-26	221	358	276	452	0.3586387434554974
GT1.hmm	382	ZOOFUN|ZOORAD_002208-T1	565	4.2e-25	198	352	265	452	0.4031413612565445
GT1.hmm	382	ZOOFUN|ZOORAD_002218-T1	574	4.9e-26	183	350	240	457	0.43717277486910994
GT48.hmm	739	ZOOFUN|ZOORAD_002266-T1	1810	2.2e-280	1	723	782	1558	0.9769959404600812
AA3_2.hmm	568	ZOOFUN|ZOORAD_002321-T1	613	6.7e-94	2	567	16	607	0.9947183098591549
