HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT39.hmm	223	DFQ31|DFQ31_000043-T1	727	7.8e-69	4	223	51	291	0.9820627802690582
GH47.hmm	446	DFQ31|DFQ31_000099-T1	840	8.8e-119	2	435	51	469	0.9708520179372198
GT24.hmm	248	DFQ31|DFQ31_000110-T1	1513	1e-129	1	248	1196	1443	0.9959677419354839
AA6.hmm	195	DFQ31|DFQ31_000196-T1	950	8.5e-72	1	194	42	235	0.9897435897435898
GH47.hmm	446	DFQ31|DFQ31_000201-T1	682	2e-131	10	445	1	427	0.9753363228699552
GH18.hmm	296	DFQ31|DFQ31_000227-T1	430	3.8e-62	8	292	27	370	0.9594594594594594
GT2_Glycos_transf_2.hmm	170	DFQ31|DFQ31_000381-T1	238	8.5e-35	1	168	6	175	0.9823529411764705
AA11.hmm	191	DFQ31|DFQ31_000457-T1	586	1.2e-32	12	163	41	183	0.7905759162303665
GH25.hmm	177	DFQ31|DFQ31_000543-T1	233	4e-56	1	176	36	215	0.9887005649717514
GT2_Chitin_synth_2.hmm	527	DFQ31|DFQ31_000561-T1	1900	1.8e-233	4	527	1141	1650	0.9924098671726755
GT8.hmm	257	DFQ31|DFQ31_000626-T1	801	3.7e-33	24	256	476	774	0.9027237354085603
GH18.hmm	296	DFQ31|DFQ31_000655-T1	453	3.3e-24	3	282	27	304	0.9425675675675675
GH47.hmm	446	DFQ31|DFQ31_000697-T1	436	4e-114	48	446	1	430	0.8923766816143498
GH47.hmm	446	DFQ31|DFQ31_000707-T1	511	6.2e-144	1	444	82	507	0.9932735426008968
GH18.hmm	296	DFQ31|DFQ31_000859-T1	456	1.9e-24	3	282	27	304	0.9425675675675675
GT2_Chitin_synth_2.hmm	527	DFQ31|DFQ31_000873-T1	1749	2.6e-229	6	526	1128	1629	0.9867172675521821
GH18.hmm	296	DFQ31|DFQ31_000935-T1	940	4.7e-29	6	211	420	664	0.6925675675675675
GH132.hmm	303	DFQ31|DFQ31_000950-T1	400	3e-69	33	301	133	397	0.8844884488448845
GH38.hmm	269	DFQ31|DFQ31_000998-T1	1073	4.2e-87	2	255	267	519	0.9405204460966543
GH18.hmm	296	DFQ31|DFQ31_001007-T1	452	1.1e-57	6	285	2	378	0.9425675675675675
GT2_Chitin_synth_2.hmm	527	DFQ31|DFQ31_001040-T1	1195	2.3e-63	14	526	343	826	0.9715370018975332
GH16_19.hmm	174	DFQ31|DFQ31_001058-T1	217	1.7e-54	22	174	50	194	0.8735632183908046
GH20.hmm	337	DFQ31|DFQ31_001079-T1	846	3.5e-29	15	329	185	499	0.9317507418397626
GT20.hmm	475	DFQ31|DFQ31_001101-T1	473	3.7e-194	10	474	6	472	0.9768421052631578
GT1.hmm	382	DFQ31|DFQ31_001122-T1	512	8.6e-22	190	370	218	428	0.4712041884816754
GH72.hmm	312	DFQ31|DFQ31_001192-T1	497	2.9e-116	4	310	16	317	0.9807692307692307
GH72.hmm	312	DFQ31|DFQ31_001198-T1	499	1.8e-113	4	311	16	318	0.9839743589743589
AA11.hmm	191	DFQ31|DFQ31_001208-T1	189	6.3e-36	12	163	23	163	0.7905759162303665
AA11.hmm	191	DFQ31|DFQ31_001268-T1	205	1.6e-35	12	163	39	179	0.7905759162303665
GH18.hmm	296	DFQ31|DFQ31_001372-T1	405	1.5e-69	3	284	23	357	0.9493243243243243
GH72.hmm	312	DFQ31|DFQ31_001378-T1	503	1e-121	4	310	17	320	0.9807692307692307
GT39.hmm	223	DFQ31|DFQ31_001487-T1	781	3.9e-70	2	223	87	324	0.9910313901345291
AA6.hmm	195	DFQ31|DFQ31_001574-T1	251	1.2e-73	3	194	10	200	0.9794871794871794
CE16.hmm	267	DFQ31|DFQ31_001643-T1	307	8.1e-22	4	266	33	300	0.9812734082397003
GH132.hmm	303	DFQ31|DFQ31_001747-T1	398	7.1e-69	32	301	124	395	0.8877887788778878
AA3_2.hmm	568	DFQ31|DFQ31_001763-T1	769	2.4e-95	2	567	50	622	0.9947183098591549
GT2_Chitin_synth_2.hmm	527	DFQ31|DFQ31_001842-T1	839	4.2e-224	4	527	175	676	0.9924098671726755
GT1.hmm	382	DFQ31|DFQ31_001851-T1	559	1.5e-23	103	351	152	446	0.6492146596858639
GT1.hmm	382	DFQ31|DFQ31_001857-T1	570	3.5e-26	214	352	283	455	0.3612565445026178
GH63.hmm	570	DFQ31|DFQ31_001897-T1	207	2.5e-16	318	567	12	205	0.4368421052631579
CBM63.hmm	78	DFQ31|DFQ31_001906-T1	344	3.1e-20	2	76	119	192	0.9487179487179487
CE9.hmm	373	DFQ31|DFQ31_001923-T1	416	1.2e-122	1	373	23	408	0.9973190348525469
AA3_2.hmm	568	DFQ31|DFQ31_001959-T1	769	1.1e-95	2	567	50	622	0.9947183098591549
CBM21.hmm	107	DFQ31|DFQ31_002031-T1	332	4e-29	3	107	111	218	0.9719626168224299
GH47.hmm	446	DFQ31|DFQ31_002063-T1	511	8.7e-144	1	444	82	507	0.9932735426008968
GT2_Chitin_synth_2.hmm	527	DFQ31|DFQ31_002072-T1	1662	1.1e-230	6	526	999	1501	0.9867172675521821
GT76.hmm	407	DFQ31|DFQ31_002093-T1	353	4.5e-81	8	329	30	341	0.7886977886977887
GT32.hmm	90	DFQ31|DFQ31_002127-T1	284	1.5e-22	7	89	65	142	0.9111111111111111
GT1.hmm	382	DFQ31|DFQ31_002129-T1	540	1.3e-20	200	361	244	447	0.4214659685863874
GH16_19.hmm	174	DFQ31|DFQ31_002176-T1	387	3.9e-49	4	174	110	272	0.9770114942528736
GH5_9.hmm	303	DFQ31|DFQ31_002186-T1	506	1.2e-108	1	303	154	469	0.9966996699669967
GH5_9.hmm	303	DFQ31|DFQ31_002193-T1	518	1.6e-103	1	303	167	482	0.9966996699669967
GT57.hmm	481	DFQ31|DFQ31_002204-T1	360	8.7e-108	124	480	3	353	0.7401247401247402
GT8.hmm	257	DFQ31|DFQ31_002230-T1	310	3.6e-21	28	256	14	283	0.8871595330739299
CE4.hmm	130	DFQ31|DFQ31_002250-T1	343	1.4e-32	5	126	27	147	0.9307692307692308
GH17.hmm	311	DFQ31|DFQ31_002278-T1	311	1.9e-25	3	307	40	302	0.977491961414791
GH17.hmm	311	DFQ31|DFQ31_002280-T1	300	1.2e-28	15	306	40	291	0.9356913183279743
GH47.hmm	446	DFQ31|DFQ31_002359-T1	700	3.9e-103	2	446	227	696	0.9955156950672646
GH63.hmm	570	DFQ31|DFQ31_002384-T1	815	3.2e-26	316	567	602	812	0.44035087719298244
CBM63.hmm	78	DFQ31|DFQ31_002393-T1	328	2.6e-20	2	76	103	176	0.9487179487179487
GT20.hmm	475	DFQ31|DFQ31_002466-T1	767	1.3e-161	7	474	8	488	0.9831578947368421
GH47.hmm	446	DFQ31|DFQ31_002482-T1	474	2e-126	2	446	41	471	0.9955156950672646
GH18.hmm	296	DFQ31|DFQ31_002535-T1	465	1.3e-24	4	279	27	309	0.9290540540540541
CE16.hmm	267	DFQ31|DFQ31_002547-T1	301	1e-20	3	266	28	294	0.9850187265917603
GT4.hmm	160	DFQ31|DFQ31_002666-T1	498	5.2e-17	6	129	288	430	0.76875
GT1.hmm	382	DFQ31|DFQ31_002690-T1	531	4e-18	185	330	224	399	0.3795811518324607
AA7.hmm	458	DFQ31|DFQ31_002839-T1	492	6.5e-80	15	458	67	488	0.9672489082969432
GT2_Chitin_synth_2.hmm	527	DFQ31|DFQ31_002923-T1	1175	6.6e-281	13	527	601	1114	0.9753320683111955
GH16_4.hmm	316	DFQ31|DFQ31_002930-T1	339	1.1e-121	1	316	9	336	0.9968354430379747
GT4.hmm	160	DFQ31|DFQ31_002967-T1	448	5e-33	6	149	193	338	0.89375
GH38.hmm	269	DFQ31|DFQ31_003008-T1	1073	1.7e-86	2	254	267	518	0.9368029739776952
GT2_Chitin_synth_2.hmm	527	DFQ31|DFQ31_003057-T1	1865	5.4e-230	4	527	1147	1654	0.9924098671726755
GT32.hmm	90	DFQ31|DFQ31_003065-T1	334	5.6e-22	6	88	109	187	0.9111111111111111
GT15.hmm	273	DFQ31|DFQ31_003158-T1	378	1.7e-112	1	272	56	328	0.9926739926739927
GT15.hmm	273	DFQ31|DFQ31_003160-T1	399	9.1e-112	1	272	79	349	0.9926739926739927
GT15.hmm	273	DFQ31|DFQ31_003163-T1	375	9.4e-112	2	272	57	325	0.989010989010989
GT66.hmm	693	DFQ31|DFQ31_003165-T1	731	1.3e-186	11	601	16	658	0.8513708513708513
GH18.hmm	296	DFQ31|DFQ31_003212-T1	414	1.2e-75	3	284	23	355	0.9493243243243243
GH72.hmm	312	DFQ31|DFQ31_003217-T1	430	4.4e-95	5	310	18	294	0.9775641025641025
GT2_Chitin_synth_2.hmm	527	DFQ31|DFQ31_003321-T1	1863	1.1e-228	4	527	1145	1652	0.9924098671726755
CE1.hmm	227	DFQ31|DFQ31_003361-T1	291	2.3e-44	1	224	24	284	0.9823788546255506
CE16.hmm	267	DFQ31|DFQ31_003383-T1	300	3.9e-18	3	266	28	294	0.9850187265917603
GH16_19.hmm	174	DFQ31|DFQ31_003384-T1	387	4.2e-49	4	174	110	272	0.9770114942528736
CE16.hmm	267	DFQ31|DFQ31_003438-T1	307	9.5e-23	4	266	33	300	0.9812734082397003
AA1_1.hmm	303	DFQ31|DFQ31_003449-T1	579	1.6e-65	1	284	30	336	0.933993399339934
GH18.hmm	296	DFQ31|DFQ31_003489-T1	787	2.4e-21	3	197	28	271	0.6554054054054054
AA11.hmm	191	DFQ31|DFQ31_003503-T1	325	7.4e-39	1	155	22	173	0.806282722513089
AA11.hmm	191	DFQ31|DFQ31_003504-T1	321	7.8e-40	1	155	22	173	0.806282722513089
GT2_Chitin_synth_2.hmm	527	DFQ31|DFQ31_003510-T1	854	1.7e-26	190	506	308	612	0.5996204933586338
GT32.hmm	90	DFQ31|DFQ31_003672-T1	507	7.6e-20	5	89	70	150	0.9333333333333333
GT32.hmm	90	DFQ31|DFQ31_003674-T1	334	4.6e-22	6	89	109	188	0.9222222222222223
AA11.hmm	191	DFQ31|DFQ31_003712-T1	364	1.4e-38	11	162	40	178	0.7905759162303665
GT1.hmm	382	DFQ31|DFQ31_003751-T1	512	2.1e-22	194	378	222	436	0.4816753926701571
GT8.hmm	257	DFQ31|DFQ31_003760-T1	1557	1e-48	29	255	11	231	0.8793774319066148
GT39.hmm	223	DFQ31|DFQ31_003795-T1	848	3.9e-70	3	223	66	306	0.9865470852017937
AA1_1.hmm	303	DFQ31|DFQ31_003804-T1	579	3.6e-64	2	275	31	327	0.900990099009901
GH16_19.hmm	174	DFQ31|DFQ31_003988-T1	402	7.3e-54	9	174	213	378	0.9482758620689655
