Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
DFQ31|DFQ31_000043-T1	GT39(51-291)	GT39	GT39	N	3
DFQ31|DFQ31_000099-T1	GH47(51-469)	GH47	N	N	2
DFQ31|DFQ31_000110-T1	GT24(1196-1443)	GT24	GT24	N	3
DFQ31|DFQ31_000196-T1	AA6(42-235)	N	N	N	1
DFQ31|DFQ31_000201-T1	GH47(1-427)	GH47	GH47	N	3
DFQ31|DFQ31_000227-T1	GH18(27-370)	N	N	N	1
DFQ31|DFQ31_000381-T1	GT2_Glycos_transf_2(6-175)	GT2	GT2	N	3
DFQ31|DFQ31_000457-T1	AA11(41-183)	N	N	N	1
DFQ31|DFQ31_000543-T1	GH25(36-215)	GH25	N	N	2
DFQ31|DFQ31_000561-T1	GT2_Chitin_synth_2(1141-1650)	GT2	GT2	N	3
DFQ31|DFQ31_000626-T1	GT8(476-774)	N	N	N	1
DFQ31|DFQ31_000655-T1	GH18(27-304)	GH18+CBM1+CBM19	CBM19+GH18+3.2.1.14	Y(1-20)	3
DFQ31|DFQ31_000697-T1	GH47(1-430)	GH47	N	N	2
DFQ31|DFQ31_000707-T1	GH47(82-507)	GH47	GH47	N	3
DFQ31|DFQ31_000859-T1	GH18(27-304)	GH18+CBM1+CBM19	CBM19+GH18+3.2.1.14	Y(1-20)	3
DFQ31|DFQ31_000873-T1	GT2_Chitin_synth_2(1128-1629)	GT2	GT2	N	3
DFQ31|DFQ31_000935-T1	GH18(420-664)	N	N	N	1
DFQ31|DFQ31_000950-T1	GH132(133-397)	GH132	N	N	2
DFQ31|DFQ31_000998-T1	GH38(267-519)	GH38	GH38	N	3
DFQ31|DFQ31_001007-T1	GH18(2-378)	N	N	N	1
DFQ31|DFQ31_001040-T1	GT2_Chitin_synth_2(343-826)	N	N	N	1
DFQ31|DFQ31_001058-T1	GH16_19(50-194)	N	N	N	1
DFQ31|DFQ31_001079-T1	GH20(185-499)	GH20	GH20	N	3
DFQ31|DFQ31_001101-T1	GT20(6-472)	GT20+CBM20	GT20+2.4.1.15	N	3
DFQ31|DFQ31_001122-T1	GT1(218-428)	N	N	N	1
DFQ31|DFQ31_001192-T1	GH72(16-317)	N	CBM43+GH72	Y(1-23)	2
DFQ31|DFQ31_001198-T1	GH72(16-318)	N	CBM43+GH72	Y(1-23)	2
DFQ31|DFQ31_001208-T1	AA11(23-163)	N	N	N	1
DFQ31|DFQ31_001268-T1	AA11(39-179)	N	N	N	1
DFQ31|DFQ31_001372-T1	GH18(23-357)	GH18+CBM12+CBM5	N	N	2
DFQ31|DFQ31_001378-T1	GH72(17-320)	GH72	CBM43+GH72	Y(1-18)	3
DFQ31|DFQ31_001487-T1	GT39(87-324)	GT39	GT39	N	3
DFQ31|DFQ31_001574-T1	AA6(10-200)	AA6	N	N	2
DFQ31|DFQ31_001643-T1	CE16(33-300)	N	N	N	1
DFQ31|DFQ31_001747-T1	GH132(124-395)	GH132	N	N	2
DFQ31|DFQ31_001763-T1	AA3_2(50-622)	AA3	AA3	N	3
DFQ31|DFQ31_001842-T1	GT2_Chitin_synth_2(175-676)	GT2	GT2	N	3
DFQ31|DFQ31_001851-T1	GT1(152-446)	N	N	N	1
DFQ31|DFQ31_001857-T1	GT1(283-455)	N	N	N	1
DFQ31|DFQ31_001897-T1	GH63(12-205)	N	N	N	1
DFQ31|DFQ31_001906-T1	CBM63(119-192)	N	N	N	1
DFQ31|DFQ31_001923-T1	CE9(23-408)	CE9	CE9	N	3
DFQ31|DFQ31_001959-T1	AA3_2(50-622)	AA3	AA3	N	3
DFQ31|DFQ31_002031-T1	CBM21(111-218)	N	N	N	1
DFQ31|DFQ31_002063-T1	GH47(82-507)	GH47	GH47	N	3
DFQ31|DFQ31_002072-T1	GT2_Chitin_synth_2(999-1501)	GT2	GT2	N	3
DFQ31|DFQ31_002093-T1	GT76(30-341)	N	N	N	1
DFQ31|DFQ31_002127-T1	GT32(65-142)	N	N	N	1
DFQ31|DFQ31_002129-T1	GT1(244-447)	N	N	N	1
DFQ31|DFQ31_002176-T1	GH16_19(110-272)	N	N	Y(1-25)	1
DFQ31|DFQ31_002186-T1	GH5_9(154-469)	GH5	GH5_9	N	3
DFQ31|DFQ31_002193-T1	GH5_9(167-482)	GH5	GH5_9	N	3
DFQ31|DFQ31_002204-T1	GT57(3-353)	GT57	N	N	2
DFQ31|DFQ31_002230-T1	GT8(14-283)	N	N	N	1
DFQ31|DFQ31_002250-T1	CE4(27-147)	CE4+CBM18	N	N	2
DFQ31|DFQ31_002278-T1	GH17(40-302)	N	N	Y(1-22)	1
DFQ31|DFQ31_002280-T1	GH17(40-291)	N	N	N	1
DFQ31|DFQ31_002359-T1	GH47(227-696)	N	N	N	1
DFQ31|DFQ31_002384-T1	GH63(602-812)	GH63	GH63	N	3
DFQ31|DFQ31_002393-T1	CBM63(103-176)	N	N	N	1
DFQ31|DFQ31_002466-T1	GT20(8-488)	GT20+CBM20	GT20	N	3
DFQ31|DFQ31_002482-T1	GH47(41-471)	GH47	N	Y(1-28)	2
DFQ31|DFQ31_002535-T1	GH18(27-309)	CBM19	GH18	N	3
DFQ31|DFQ31_002547-T1	CE16(28-294)	N	N	N	1
