#	promoter	start	end	length
1	MCIC6FC_008577	176	1226	1051
2	MCIC6FC_008578	2047	2230	184
3	MCIC6FC_008579	3517	3587	71
4	MCIC6FC_008580	5994	6070	77
5	MCIC6FC_008581	7398	7497	100
6	MCIC6FC_008582	7859	8030	172
7	MCIC6FC_008583	9349	9608	260
8	MCIC6FC_008584+MCIC6FC_008585	23061	23288	228
9	MCIC6FC_008586	25336	25430	95
10	MCIC6FC_008587+MCIC6FC_008588	29498	29915	418
11	MCIC6FC_008589	35702	35867	166
12	MCIC6FC_008590	37764	37900	137
13	MCIC6FC_008591+MCIC6FC_008592	40721	40900	180
14	MCIC6FC_008593	45266	45338	73
15	MCIC6FC_008594+MCIC6FC_008595	46863	47079	217
16	MCIC6FC_008596+MCIC6FC_008597	48556	48782	227
17	MCIC6FC_008598	49138	49214	77
18	MCIC6FC_008599	51015	51096	82
19	MCIC6FC_008600+MCIC6FC_008601	53905	54297	393
20	MCIC6FC_008602	57536	57810	275
21	MCIC6FC_008603	59954	60047	94
