#	promoter	start	end	length
1	MCIC6FC_010802+MCIC6FC_010803	344	600	257
2	MCIC6FC_010804+MCIC6FC_010805	9388	9651	264
3	MCIC6FC_010806+MCIC6FC_010807	12838	13024	187
4	MCIC6FC_010808	13947	14163	217
5	MCIC6FC_010809	17861	18124	264
6	MCIC6FC_010810+MCIC6FC_010811	18339	18862	524
7	MCIC6FC_010812	21595	21799	205
8	MCIC6FC_010813	24908	24960	53
9	MCIC6FC_010814+MCIC6FC_010815	26160	26678	519
10	MCIC6FC_010816	26962	27363	402
11	MCIC6FC_010817	30528	30745	218
12	MCIC6FC_010818	30951	31151	201
13	MCIC6FC_010819+MCIC6FC_010820	31387	31615	229
14	MCIC6FC_010821+MCIC6FC_010822	33671	34148	478
15	MCIC6FC_010823	34971	35157	187
16	MCIC6FC_010824	39200	39485	286
17	MCIC6FC_010825+MCIC6FC_010826	41265	41599	335
18	MCIC6FC_010827	45777	45915	139
19	MCIC6FC_010828+MCIC6FC_010829	49743	50099	357
20	MCIC6FC_010830+MCIC6FC_010831	53209	53425	217
21	MCIC6FC_010832+MCIC6FC_010833	55243	55355	113
22	MCIC6FC_010834+MCIC6FC_010835	60292	60785	494
23	MCIC6FC_010836	61474	61715	242
24	MCIC6FC_010837	67287	67374	88
25	MCIC6FC_010838+MCIC6FC_010839	68112	68476	365
26	MCIC6FC_010840	69574	69855	282
27	MCIC6FC_010841+MCIC6FC_010842	76167	76608	442
28	MCIC6FC_010843	78495	78834	340
29	MCIC6FC_010844+MCIC6FC_010845	79830	80035	206
30	MCIC6FC_010846	82035	82349	315
31	MCIC6FC_010847+MCIC6FC_010848	82824	83062	239
32	MCIC6FC_010849	86576	86667	92
33	MCIC6FC_010850	87804	88012	209
34	MCIC6FC_010851	92002	92102	101
35	MCIC6FC_010852	93674	93897	224
36	MCIC6FC_010853+MCIC6FC_010854	98624	98851	228
37	MCIC6FC_010855+MCIC6FC_010856	100639	100912	274
38	MCIC6FC_010857+MCIC6FC_010858	104497	104967	471
39	MCIC6FC_010859	106445	106599	155
40	MCIC6FC_010860	108098	108240	143
41	MCIC6FC_010861	109160	109234	75
42	MCIC6FC_010862+MCIC6FC_010863	114515	114892	378
43	MCIC6FC_010864	115623	115678	56
44	MCIC6FC_010865	118445	118685	241
45	MCIC6FC_010866	121083	121204	122
46	MCIC6FC_010867	123215	123287	73
47	MCIC6FC_010868+MCIC6FC_010869	124829	125014	186
48	MCIC6FC_010870+MCIC6FC_010871	128553	128812	260
49	MCIC6FC_010872+MCIC6FC_010873	133330	133529	200
50	MCIC6FC_010874+MCIC6FC_010875	135228	135459	232
51	MCIC6FC_010876+MCIC6FC_010877	137088	137322	235
52	MCIC6FC_010878+MCIC6FC_010879	138956	139261	306
53	MCIC6FC_010880	140607	140678	72
54	MCIC6FC_010881	141295	141592	298
55	MCIC6FC_010882+MCIC6FC_010883	146431	146668	238
56	MCIC6FC_010884+MCIC6FC_010885	149371	149560	190
57	MCIC6FC_010886+MCIC6FC_010887	153163	153390	228
58	MCIC6FC_010888	154154	154257	104
59	MCIC6FC_010889+MCIC6FC_010890	155581	155766	186
60	MCIC6FC_010891	158006	158100	95
