Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
K7432|K7432_000033-T1	GH37(134-682)	GH37	GH37	N	3
K7432|K7432_000051-T1	CBM9(43-137)	N	N	N	1
K7432|K7432_000070-T1	GH5_12(14-541)	GH5	GH5_12	N	3
K7432|K7432_000092-T1	GH46(46-264)	N	N	N	1
K7432|K7432_000093-T1	AA11(23-176)	N	N	N	1
K7432|K7432_000278-T1	AA11(22-182)	N	N	N	1
K7432|K7432_000442-T1	GT2_Chitin_synth_2(1149-1655)	GT2	GT2	N	3
K7432|K7432_000476-T1	GT2_Chitin_synth_2(1183-1689)	GT2	GT2	N	3
K7432|K7432_000483-T1	GH13_8(250-543)	GH13+CBM48	CBM48+GH13_8	N	3
K7432|K7432_000523-T1	GH16_19(133-283)	N	N	N	1
K7432|K7432_000541-T1	GH18(28-276)	GH18+CBM1	N	Y(1-22)	2
K7432|K7432_000564-T1	AA11(41-181)	N	N	Y(1-23)	1
K7432|K7432_000567-T1	AA11(41-179)	N	N	Y(1-23)	1
K7432|K7432_000666-T1	AA6(7-101)	N	N	N	1
K7432|K7432_000675-T1	CE4(231-361)	N	N	Y(1-24)	1
K7432|K7432_000699-T1	GH13_5(31-371)	GH13	GH13_5	N	3
K7432|K7432_000717-T1	GT57(20-492)	GT57	GT57	N	3
K7432|K7432_000737-T1	GH5_9(78-383)	GH5	GH5_9+3.2.1.58	Y(1-21)	3
K7432|K7432_000851-T1	CBM9(57-294)	N	N	N	1
K7432|K7432_000866-T1	AA11(25-161)	N	N	N	1
K7432|K7432_000885-T1	PL38(58-336)	N	PL38	N	2
K7432|K7432_000957-T1	GH20(2-170)	N	N	N	1
K7432|K7432_000992-T1	GT2_Chitin_synth_2(428-746)	N	N	N	1
K7432|K7432_000996-T1	GT48(820-1588)	GT48	GT48	N	3
K7432|K7432_001035-T1	GT2_Glyco_tranf_2_3(52-285)	N	GT2	N	2
K7432|K7432_001069-T1	GT2_Glyco_tranf_2_3(52-285)	N	GT2	N	2
K7432|K7432_001081-T1	GH63(595-809)	GH63	GH63	N	3
K7432|K7432_001138-T1	GT2_Glycos_transf_2(16-185)	GT2	N	N	2
K7432|K7432_001211-T1	GT39(54-294)	GT39	GT39	N	3
K7432|K7432_001225-T1	CE4(129-246)	N	N	Y(1-19)	1
K7432|K7432_001249-T1	GT2_Glyco_tranf_2_3(52-285)	N	GT2	N	2
K7432|K7432_001298-T1	GT35(142-856)	GT35	GT35	N	3
K7432|K7432_001398-T1	GH20(212-580)	N	N	N	1
K7432|K7432_001407-T1	CE4(2-85)	N	N	N	1
K7432|K7432_001437-T1	GT31(241-429)	N	GT31+GT32	N	2
K7432|K7432_001499-T1	GT34(124-320)	N	N	N	1
K7432|K7432_001576-T1	PL38(70-348)	N	N	N	1
K7432|K7432_001588-T1	GT66(13-663)	GT66	GT66	N	3
K7432|K7432_001762-T1	AA11(43-178)	N	N	N	1
K7432|K7432_001771-T1	GT34(70-271)	N	N	N	1
K7432|K7432_001806-T1	GH46(76-292)	N	N	Y(1-23)	1
K7432|K7432_001807-T1	GH46(71-284)	N	N	Y(1-21)	1
K7432|K7432_001823-T1	GT1(572-979)	GT1	GT1	N	3
K7432|K7432_001827-T1	GH16_19(70-221)	N	N	Y(1-22)	1
K7432|K7432_001844-T1	GH13_8(236-529)	GH13+CBM48	CBM48+GH13_8+2.4.1.18	N	3
K7432|K7432_001856-T1	PL38(87-362)	N	N	N	1
K7432|K7432_001860-T1	GH24(110-248)	N	N	N	1
K7432|K7432_001979-T1	AA1_2(45-376)	AA1	AA1_2	Y(1-23)	3
