Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
EC989|EC989_000107-T1	APF18717.1|GH3|	41.9	737	396	10	43	767	30	746	5.36e-190	564
EC989|EC989_000128-T1	VWO94258.1|CBM1|GH5_5|	45.9	669	308	15	32	660	392	1046	2.35e-163	500
EC989|EC989_000155-T1	ATY64850.1|GT48|	51.8	1783	747	23	196	1950	361	2059	0.0	1720
EC989|EC989_000217-T1	CAC9909034.1|GT8|	64.0	372	133	1	20	391	347	717	4.24e-167	490
EC989|EC989_000232-T1	CUI24525.1|GH19|	64.6	311	104	2	40	344	18	328	7.32e-124	392
EC989|EC989_000334-T1	CDS07813.1|GH37|	43.3	594	283	10	41	631	32	574	6.29e-159	473
EC989|EC989_000368-T1	QDS71450.1|GH47|	59.5	316	121	1	4	312	1040	1355	1.03e-124	394
EC989|EC989_000436-T1	AWP04987.1|GT13|	47.5	882	434	10	66	941	68	926	6.95e-283	836
EC989|EC989_000448-T1	QGI86474.1|GH125|	42.2	460	222	6	100	527	43	490	4.97e-113	362
EC989|EC989_000457-T1	BBN14963.1|CBM20|	49.3	404	194	7	11	406	397	797	1.48e-126	389
EC989|EC989_000492-T1	CDS12806.1|GH31|	42.1	821	427	15	59	845	68	874	1.90e-225	662
EC989|EC989_000494-T1	CDS12806.1|GH31|	39.4	884	484	16	8	854	7	875	2.49e-224	660
EC989|EC989_000505-T1	QCW79542.1|GH101|	54.5	457	200	2	129	577	612	1068	4.55e-165	502
EC989|EC989_000534-T1	CDS05871.1|GT2|	55.6	768	328	5	59	821	93	852	8.00e-302	855
EC989|EC989_000604-T1	CDS05274.1|GT2|	55.7	922	363	16	4	895	76	982	0.0	945
EC989|EC989_000644-T1	VDD19117.1|GT95|	80.1	302	58	2	3	303	75	375	4.87e-163	474
EC989|EC989_000689-T1	BAA11053.1|GH31|3.2.1.20	44.0	791	404	13	40	799	23	805	2.60e-230	676
EC989|EC989_000704-T1	BAF41225.1|GT2|	48.6	998	426	20	153	1095	196	1161	1.47e-299	887
EC989|EC989_000714-T1	AVM55139.1|GH65|	38.7	702	386	18	98	784	682	1354	2.23e-145	466
EC989|EC989_000770-T1	CCA15473.1|GH72|	46.7	377	188	6	34	401	579	951	2.56e-105	337
EC989|EC989_000937-T1	CDS05274.1|GT2|	55.2	915	366	14	10	894	82	982	0.0	927
EC989|EC989_001014-T1	CEF87088.1|AA3|	38.9	619	312	14	22	583	24	633	1.64e-123	382
