Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
EC989|EC989_000037-T1	GH16_19(53-216)	N	N	Y(1-22)	1
EC989|EC989_000047-T1	GH17(63-330)	N	N	N	1
EC989|EC989_000062-T1	GT1(254-409)	N	N	N	1
EC989|EC989_000107-T1	GH3(127-356)	GH3	GH3	N	3
EC989|EC989_000155-T1	GT48(887-1667)	GT48	GT48	N	3
EC989|EC989_000202-T1	GT22(2-150)	GT22	N	N	2
EC989|EC989_000283-T1	AA3_2(153-437)	N	N	N	1
EC989|EC989_000309-T1	GT2_Chitin_synth_2(295-604)	N	N	N	1
EC989|EC989_000334-T1	GH37(61-622)	GH37	GH37	N	3
EC989|EC989_000417-T1	GH72(24-173)	N	N	N	1
EC989|EC989_000492-T1	GH31(248-730)	GH31	GH31	Y(1-29)	3
EC989|EC989_000494-T1	GH31(251-733)	GH31	GH31	N	3
EC989|EC989_000534-T1	GT2_Chitin_synth_1(149-311)	GT2	GT2	N	3
EC989|EC989_000560-T1	GT57(1-266)	GT57	N	N	2
EC989|EC989_000582-T1	GH18(29-363)	CBM12+CBM55	N	Y(1-22)	2
EC989|EC989_000583-T1	GH18(21-361)	CBM14	N	Y(1-53)	2
EC989|EC989_000604-T1	GT2_Chitin_synth_2(379-881)	GT2	GT2	N	3
EC989|EC989_000633-T1	GH132(153-398)	GH132	N	Y(1-26)	2
EC989|EC989_000634-T1	GH132(154-397)	N	N	N	1
EC989|EC989_000689-T1	GH31(259-753)	GH31	GH31+3.2.1.20	N	3
EC989|EC989_000704-T1	GT2_Chitin_synth_2(575-1093)	GT2	GT2	N	3
EC989|EC989_000736-T1	GT2_Chitin_synth_2(360-800)	N	N	N	1
EC989|EC989_000937-T1	GT2_Chitin_synth_2(382-880)	GT2	GT2	N	3
EC989|EC989_000975-T1	GH24(23-159)	N	N	Y(1-19)	1
EC989|EC989_001014-T1	AA3_2(21-587)	AA3	AA3	N	3
EC989|EC989_001156-T1	GH18(33-357)	N	GH18	N	2
EC989|EC989_001282-T1	AA7(54-491)	N	N	Y(1-22)	1
EC989|EC989_001337-T1	GH13_5(31-370)	GH13+CBM20	GH13_5	N	3
EC989|EC989_001409-T1	GH18(21-404)	N	GH18	N	2
EC989|EC989_001413-T1	CE4(79-201)	CE4	N	N	2
EC989|EC989_001436-T1	GH3(104-328)	GH3	GH3	N	3
EC989|EC989_001480-T1	GT41(1186-1540)	GT41	GT41	N	3
EC989|EC989_001563-T1	AA6(8-200)	AA6	N	N	2
EC989|EC989_001580-T1	GT20(5-464)	GT20+CBM20	GT20	N	3
EC989|EC989_001584-T1	GH132(48-297)	N	N	N	1
EC989|EC989_001587-T1	GT2_Glyco_trans_2_3(317-541)	N	N	Y(1-25)	1
EC989|EC989_001608-T1	GH20(261-598)	GH20	GH20	N	3
EC989|EC989_001648-T1	GH18(18-241)	N	N	N	1
EC989|EC989_001654-T1	GH5_9(83-388)	GH5	GH5_9	N	3
EC989|EC989_001661-T1	GH16_4(56-376)	CBM39	GH16_4	N	3
EC989|EC989_001724-T1	GH72(18-319)	N	CBM43+GH72	Y(1-24)	2
EC989|EC989_001729-T1	GH37(61-622)	GH37	GH37	N	3
EC989|EC989_001740-T1	GH16_19(115-277)	N	N	Y(1-28)	1
EC989|EC989_001742-T1	GH16_19(27-185)	N	N	N	1
EC989|EC989_001860-T1	CE16(70-342)	N	N	N	1
EC989|EC989_001884-T1	GT2_Chitin_synth_2(315-591)	N	N	N	1
EC989|EC989_001891-T1	GH18(41-248)	N	N	N	1
EC989|EC989_001910-T1	GH18(34-360)	N	GH18	N	2
EC989|EC989_001956-T1	GH18(25-366)	N	N	Y(1-22)	1
EC989|EC989_001997-T1	GH47(1-377)	GH47	GH47	N	3
EC989|EC989_002022-T1	GH18(70-406)	N	N	N	1
EC989|EC989_002033-T1	GT2_Chitin_synth_2(1186-1688)	GT2	GT2	N	3
EC989|EC989_002065-T1	AA11(44-182)	N	N	N	1
EC989|EC989_002095-T1	GT2_Chitin_synth_2(583-1101)	GT2	GT2+2.4.1.16	N	3
EC989|EC989_002108-T1	AA7(51-281)	N	N	Y(1-19)	1
EC989|EC989_002135-T1	GH35(55-241)	N	N	N	1
EC989|EC989_002140-T1	GT15(81-353)	N	N	N	1
EC989|EC989_002156-T1	GH15(288-663)	GH15	GH15	N	3
EC989|EC989_002216-T1	AA11(41-182)	N	N	Y(1-20)	1
EC989|EC989_002238-T1	AA11(56-183)	N	N	N	1
EC989|EC989_002239-T1	AA11(94-221)	N	N	N	1
EC989|EC989_002240-T1	AA11(56-182)	N	N	Y(1-17)	1
EC989|EC989_002299-T1	CBM21(119-230)	N	N	N	1
EC989|EC989_002300-T1	CBM21(102-213)	N	N	N	1
EC989|EC989_002354-T1	GH81(74-698)	N	GH81	N	2
EC989|EC989_002391-T1	GT1(171-446)	N	N	N	1
EC989|EC989_002398-T1	GH13_5(26-373)	GH13+CBM20	GH13_5+3.2.1.1	N	3
EC989|EC989_002483-T1	GT1(153-466)	N	N	N	1
EC989|EC989_002513-T1	GH132(46-291)	N	N	N	1
EC989|EC989_002520-T1	GT20(37-502)	GT20+CBM20	GT20+2.4.1.15	N	3
EC989|EC989_002599-T1	GT32(78-151)	N	N	N	1
EC989|EC989_002608-T1	GT2_Chitin_synth_2(1092-1601)	GT2	GT2	N	3
EC989|EC989_002666-T1	GH18(5-375)	GH18+CBM12+CBM2	N	N	2
EC989|EC989_002703-T1	AA3_2(27-601)	AA3	N	N	2
EC989|EC989_002719-T1	AA7(48-478)	N	N	N	1
EC989|EC989_002771-T1	GT1(219-408)	N	N	N	1
EC989|EC989_002786-T1	AA11(29-169)	N	N	N	1
EC989|EC989_002841-T1	AA3_2(33-640)	AA3	N	N	2
EC989|EC989_002995-T1	GH17(93-361)	N	N	N	1
EC989|EC989_003007-T1	GH16_19(63-226)	N	N	Y(1-26)	1
EC989|EC989_003061-T1	GT21(63-295)	N	N	N	1
EC989|EC989_003073-T1	GT2_Chitin_synth_2(314-622)	N	N	N	1
EC989|EC989_003122-T1	AA11(21-176)	N	N	Y(1-21)	1
EC989|EC989_003129-T1	GH81(82-707)	GH81	GH81	N	3
EC989|EC989_003160-T1	CBM21(120-232)	N	N	Y(1-19)	1
EC989|EC989_003172-T1	GT2_Chitin_synth_2(665-1176)	GT2	GT2	N	3
EC989|EC989_003195-T1	GH16_19(105-274)	N	N	N	1
EC989|EC989_003265-T1	GT2_Chitin_synth_2(1142-1650)	GT2	GT2	N	3
EC989|EC989_003276-T1	GT66(14-658)	GT66	GT66	N	3
EC989|EC989_003344-T1	GH31(350-583)	GH31+CBM32+CBM51	CBM51+GH31	Y(1-21)	3
EC989|EC989_003386-T1	GT3(17-497)	GT3	GT3	N	3
EC989|EC989_003402-T1	GT33(2-440)	GT33	GT33	N	3
EC989|EC989_003480-T1	CBM63(127-197)	N	N	Y(1-25)	1
EC989|EC989_003494-T1	GT39(93-332)	GT39	GT39	N	3
EC989|EC989_003501-T1	GH16_19(106-270)	N	N	Y(1-23)	1
EC989|EC989_003535-T1	GH17(104-369)	N	N	N	1
EC989|EC989_003556-T1	GH16_4(60-400)	CBM39	GH16_4	N	3
EC989|EC989_003622-T1	GT4(186-310)	N	N	N	1
EC989|EC989_003623-T1	GT4(185-311)	N	N	N	1
EC989|EC989_003624-T1	GT4(186-308)	N	N	N	1
EC989|EC989_003667-T1	GT2_Chitin_synth_2(1183-1685)	GT2	GT2	N	3
EC989|EC989_003669-T1	GT2_Chitin_synth_2(1187-1689)	GT2	GT2	N	3
EC989|EC989_003673-T1	GT48(814-1596)	GT48	GT48	N	3
EC989|EC989_003678-T1	GT2_Chitin_synth_2(432-808)	N	N	N	1
EC989|EC989_003689-T1	GT2_Chitin_synth_2(1150-1651)	GT2	GT2	N	3
EC989|EC989_003696-T1	GH47(50-480)	GH47	GH47	N	3
EC989|EC989_003771-T1	GH24(28-112)	N	N	N	1
EC989|EC989_003917-T1	GH24(25-159)	N	N	N	1
EC989|EC989_003931-T1	GT2_Glycos_transf_2(61-244)	N	N	N	1
EC989|EC989_003954-T1	GT22(129-336)	GT22	N	N	2
EC989|EC989_003999-T1	GH18(21-253)	GH18	N	N	2
EC989|EC989_004044-T1	GH16_19(117-280)	N	N	Y(1-21)	1
EC989|EC989_004065-T1	GH5_9(59-340)	GH5	N	N	2
EC989|EC989_004084-T1	GH16_3(127-395)	N	N	N	1
EC989|EC989_004106-T1	GT2_Chitin_synth_1(148-309)	GT2	GT2+2.4.1.16	N	3
EC989|EC989_004120-T1	AA2(98-347)	N	AA2	N	2
EC989|EC989_004264-T1	AA11(30-172)	N	N	N	1
EC989|EC989_004284-T1	GT4(277-433)	GT4	N	N	2
EC989|EC989_004312-T1	GH13_8(307-600)	GH13+CBM48	CBM48+GH13_8	N	3
EC989|EC989_004327-T1	AA3_2(30-597)	AA3	N	Y(1-23)	2
EC989|EC989_004381-T1	GH5_12(24-555)	GH5	GH5_12	N	3
EC989|EC989_004382-T1	GH13_25(1072-1520)	GH133	GH13_25+GH133	N	3
EC989|EC989_004442-T1	GH16_19(108-264)	N	N	Y(1-25)	1
EC989|EC989_004473-T1	GH18(105-458)	GH18	N	N	2
EC989|EC989_004558-T1	AA3_2(50-608)	AA3	AA3	N	3
EC989|EC989_004559-T1	AA3_2(23-583)	AA3	AA3	N	3
EC989|EC989_004588-T1	GH17(162-412)	N	N	Y(1-22)	1
EC989|EC989_004652-T1	CE16(45-303)	N	N	N	1
EC989|EC989_004672-T1	GT15(111-383)	GT15	GT15	N	3
EC989|EC989_004686-T1	GT39(79-198)	GT39	GT39	N	3
EC989|EC989_004688-T1	GT1(252-445)	N	N	Y(1-21)	1
EC989|EC989_004725-T1	GT2_Chitin_synth_1(149-311)	GT2	GT2	N	3
EC989|EC989_004832-T1	GT15(56-277)	GT15	N	N	2
EC989|EC989_004841-T1	GT15(128-400)	GT15	GT15	N	3
EC989|EC989_004850-T1	GT4(207-386)	GT4	GT4	N	3
EC989|EC989_004953-T1	GT15(45-316)	GT15	GT15	N	3
EC989|EC989_004954-T1	AA6(17-208)	N	N	N	1
EC989|EC989_004961-T1	GT15(1-253)	N	N	N	1
EC989|EC989_004995-T1	CE1(24-285)	N	N	N	1
EC989|EC989_005033-T1	GT57(4-451)	GT57	GT57	N	3
EC989|EC989_005053-T1	GH31(247-729)	GH31	GH31+3.2.1.20	N	3
EC989|EC989_005077-T1	GT24(1164-1411)	GT24	GT24	N	3
EC989|EC989_005090-T1	GH5_12(646-1154)	GH5	GH5_12	N	3
EC989|EC989_005209-T1	AA2(23-261)	N	N	N	1
EC989|EC989_005213-T1	GT21(53-285)	N	N	N	1
EC989|EC989_005242-T1	GH13_25(1072-1520)	GH133	GH13_25+GH133	N	3
EC989|EC989_005243-T1	GH5_12(24-555)	GH5	GH5_12	N	3
EC989|EC989_005360-T1	GT50(141-432)	GT50	N	N	2
EC989|EC989_005389-T1	GH72(18-318)	N	CBM43+GH72	N	2
EC989|EC989_005414-T1	GH31(360-803)	GH31	GH31	N	3
EC989|EC989_005441-T1	GT69(26-282)	N	N	N	1
EC989|EC989_005448-T1	GH16_19(106-274)	N	N	Y(1-25)	1
EC989|EC989_005490-T1	GT1(774-1181)	GT1	GT1	N	3
EC989|EC989_005598-T1	GT2_Chitin_synth_2(653-1164)	GT2	GT2	N	3
EC989|EC989_005613-T1	GH5_9(132-438)	GH5	GH5_9	N	3
EC989|EC989_005683-T1	AA11(42-182)	N	N	N	1
EC989|EC989_005685-T1	AA11(91-237)	N	N	N	1
EC989|EC989_005723-T1	GH18(18-242)	CBM19	N	N	2
EC989|EC989_005729-T1	GT48(922-1699)	GT48	GT48	N	3
EC989|EC989_005889-T1	AA3_2(21-588)	AA3	AA3	N	3
EC989|EC989_005915-T1	GT15(92-365)	GT15	GT15	N	3
EC989|EC989_005922-T1	GH18(53-437)	GH18+CBM12+CBM5	GH18	Y(1-25)	3
EC989|EC989_005963-T1	GT1(220-443)	N	N	N	1
EC989|EC989_005979-T1	GH18(44-318)	GH18+CBM1+CBM19	CBM19+GH18+3.2.1.14	N	3
EC989|EC989_005991-T1	GH16_2(116-436)	N	GH16_2	N	2
EC989|EC989_006032-T1	GH16_19(109-253)	N	N	Y(1-20)	1
EC989|EC989_006052-T1	CE4(65-185)	N	N	N	1
EC989|EC989_006133-T1	GT15(65-337)	GT15	GT15	N	3
EC989|EC989_006160-T1	GT41(1186-1531)	GT41	GT41	N	3
EC989|EC989_006261-T1	AA3_2(23-592)	N	AA3	N	2
EC989|EC989_006360-T1	GT2_Chitin_synth_2(384-880)	GT2	GT2	N	3
EC989|EC989_006390-T1	GH5_9(174-488)	GH5	GH5_9	N	3
