#	promoter	start	end	length
1	DSO57v2_002228	50248	51298	1051
2	DSO57v2_002229	54134	55184	1051
3	DSO57v2_002230	93940	94990	1051
4	DSO57v2_002231	102891	103941	1051
5	DSO57v2_002232	109484	110534	1051
6	DSO57v2_002233	111079	111192	114
7	DSO57v2_002234	174906	175956	1051
8	DSO57v2_002235	205514	206564	1051
9	DSO57v2_002236	250911	251961	1051
10	DSO57v2_002237	336699	337749	1051
11	DSO57v2_002238	387508	388558	1051
12	DSO57v2_002239	410748	411798	1051
13	DSO57v2_002240	473095	473189	95
14	DSO57v2_002241	473428	473498	71
15	DSO57v2_002242	474796	475846	1051
16	DSO57v2_002243	499936	500986	1051
17	DSO57v2_002244	574194	575244	1051
18	DSO57v2_002245	625529	626579	1051
19	DSO57v2_002246	631853	632903	1051
20	DSO57v2_002247	704277	705327	1051
21	DSO57v2_002248	705503	705743	241
22	DSO57v2_002249	735888	736938	1051
23	DSO57v2_002250	752010	753060	1051
24	DSO57v2_002251	761015	762065	1051
25	DSO57v2_002252	774961	776011	1051
26	DSO57v2_002253	811567	812617	1051
27	DSO57v2_002254	831565	832615	1051
28	DSO57v2_002255	858466	858541	76
29	DSO57v2_002256	859338	860388	1051
30	DSO57v2_002257	867154	868204	1051
31	DSO57v2_002258	887409	888459	1051
32	DSO57v2_002259	906802	907852	1051
33	DSO57v2_002260	948438	949488	1051
