#	promoter	start	end	length
1	DSO57v2_022377	21222	22272	1051
2	DSO57v2_022378	89617	90667	1051
3	DSO57v2_022379	91131	91488	358
4	DSO57v2_022380	91849	92474	626
5	DSO57v2_022381	117479	118529	1051
6	DSO57v2_022382	120458	121508	1051
7	DSO57v2_022383	131330	132380	1051
8	DSO57v2_022384	137708	138758	1051
9	DSO57v2_022385	175810	176860	1051
10	DSO57v2_022386	184362	185412	1051
11	DSO57v2_022387	186020	186087	68
12	DSO57v2_022389	186389	187249	861
13	DSO57v2_022390	229402	230452	1051
14	DSO57v2_022391	253514	254564	1051
15	DSO57v2_022392	261183	262233	1051
