Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Entmai1|Entmai1_1068894	GH16_3(51-316)	CBM6	N	N	2
Entmai1|Entmai1_1068978	GH16_19(78-222)	N	N	N	1
Entmai1|Entmai1_1069073	GH16_19(40-203)	N	N	N	1
Entmai1|Entmai1_1071740	AA7(3-207)	N	N	N	1
Entmai1|Entmai1_1072571	GH18(16-378)	N	N	N	1
Entmai1|Entmai1_1073803	AA1_3(39-258)	N	N	N	1
Entmai1|Entmai1_1074647	GT8(4-228)	GT8	N	N	2
Entmai1|Entmai1_1074968	GH5_9(67-274)	N	N	N	1
Entmai1|Entmai1_1075553	CBM63(130-199)	N	N	N	1
Entmai1|Entmai1_1077811	GT1(124-450)	N	N	N	1
Entmai1|Entmai1_1077908	GH20(154-465)	GH20	GH20	N	3
Entmai1|Entmai1_1078601	GH17(21-288)	N	N	N	1
Entmai1|Entmai1_1079336	GH18(77-258)	N	N	N	1
Entmai1|Entmai1_1083440	GH37(42-594)	GH37	GH37	Y(1-21)	3
Entmai1|Entmai1_1084537	GT48(799-1567)	GT48	GT48	N	3
Entmai1|Entmai1_1084740	AA11(34-178)	AA11	N	N	2
Entmai1|Entmai1_1085532	GH18(28-357)	N	N	N	1
Entmai1|Entmai1_1085565	AA11(36-176)	N	N	N	1
Entmai1|Entmai1_1085775	GT2_Chitin_synth_2(1108-1617)	GT2	GT2	N	3
Entmai1|Entmai1_1086280	GH47(51-449)	N	N	N	1
Entmai1|Entmai1_1088031	GH16_4(63-213)	CBM39+CBM6	N	N	2
Entmai1|Entmai1_1089175	GH37(36-255)	GH37	N	N	2
Entmai1|Entmai1_1089229	GH81(28-645)	GH81	GH81	N	3
Entmai1|Entmai1_1091715	GH132(387-632)	N	N	N	1
Entmai1|Entmai1_1092784	AA11(16-174)	N	N	N	1
Entmai1|Entmai1_1096278	CE16(22-283)	N	N	N	1
Entmai1|Entmai1_1096920	CE4(112-231)	N	CBM18+CE4	N	2
Entmai1|Entmai1_1096977	GH16_19(93-253)	N	N	N	1
Entmai1|Entmai1_1099455	GH72(16-294)	GH72	CBM43+GH72	N	3
Entmai1|Entmai1_1099892	GH132(27-282)	N	N	N	1
Entmai1|Entmai1_1100776	GT2_Chitin_synth_2(519-964)	GT2	GT2	N	3
Entmai1|Entmai1_1100787	GH72(9-189)	N	N	N	1
Entmai1|Entmai1_1100870	AA3_2(20-585)	AA3	AA3	N	3
Entmai1|Entmai1_1101116	AA11(38-185)	N	N	N	1
Entmai1|Entmai1_1102418	GT1(211-448)	N	N	N	1
Entmai1|Entmai1_1102530	CE4(116-234)	N	N	N	1
Entmai1|Entmai1_1102535	AA3_2(19-581)	AA3	AA3	N	3
Entmai1|Entmai1_138819	GH16_4(38-364)	CBM39+CBM6	N	Y(1-23)	2
Entmai1|Entmai1_139098	GH16_4(30-357)	CBM39+CBM54+CBM6	N	N	2
Entmai1|Entmai1_139156	GH16_4(30-357)	CBM39+CBM54+CBM6	N	N	2
Entmai1|Entmai1_148074	GT39(89-207)	N	N	N	1
Entmai1|Entmai1_148645	GT1(194-422)	N	N	N	1
Entmai1|Entmai1_237302	GT15(85-367)	N	N	N	1
Entmai1|Entmai1_244101	CE4(112-231)	N	CBM18+CE4	Y(1-21)	2
Entmai1|Entmai1_283314	AA6(6-200)	AA6	N	N	2
Entmai1|Entmai1_301674	GT2_Chitin_synth_2(389-886)	GT2	GT2	N	3
Entmai1|Entmai1_30420	GT2_Chitin_synth_2(490-988)	GT2	GT2	N	3
Entmai1|Entmai1_304211	GT48(855-1627)	GT48	GT48	N	3
Entmai1|Entmai1_318707	GT1(104-302)	N	N	N	1
Entmai1|Entmai1_36506	GT66(13-655)	GT66	GT66	N	3
Entmai1|Entmai1_44802	GH18(20-270)	GH18+CBM19	GH18	N	3
Entmai1|Entmai1_487678	AA11(11-167)	N	N	N	1
Entmai1|Entmai1_487929	AA11(21-172)	N	N	N	1
Entmai1|Entmai1_491791	GT2_Chitin_synth_2(241-564)	N	N	N	1
Entmai1|Entmai1_494538	AA11(48-173)	N	N	N	1
Entmai1|Entmai1_503580	AA6(21-217)	N	N	N	1
Entmai1|Entmai1_504053	GT1(120-393)	N	N	N	1
Entmai1|Entmai1_505286	AA11(260-416)	N	N	N	1
Entmai1|Entmai1_506010	GH132(22-297)	GH132	N	N	2
Entmai1|Entmai1_506189	GH16_19(109-269)	N	CBM18+GH16_19	Y(1-17)	2
Entmai1|Entmai1_510768	GH18(60-434)	N	N	N	1
Entmai1|Entmai1_511127	AA11(39-187)	N	N	N	1
Entmai1|Entmai1_511292	GT57(1-353)	GT57	N	N	2
Entmai1|Entmai1_511411	GH5_12(18-289)+GH5_12(294-504)	GH5	GH5_12+3.2.1.45	N	3
Entmai1|Entmai1_515267	GH37(35-583)	GH37	GH37	N	3
Entmai1|Entmai1_515373	GT2_Chitin_synth_2(328-794)	GT2	GT2	N	3
Entmai1|Entmai1_516910	AA7(53-478)	N	N	N	1
Entmai1|Entmai1_519567	GT57(61-516)	GT57	GT57	N	3
Entmai1|Entmai1_519596	CE1(33-296)	N	N	N	1
Entmai1|Entmai1_520402	GH31(344-787)	GH31	GH31	N	3
Entmai1|Entmai1_520977	GT1(207-397)	N	N	N	1
Entmai1|Entmai1_521697	AA3_2(2-578)	N	AA3	N	2
Entmai1|Entmai1_523028	CE4(82-201)	CE4	CBM18+CE4	N	3
Entmai1|Entmai1_524432	GT39(6-158)	GT39	N	N	2
Entmai1|Entmai1_525774	GT2_Chitin_synth_2(1158-1379)	N	GT2	N	2
Entmai1|Entmai1_528327	GH13_8(257-550)	GH13+CBM48	CBM48+GH13_8	N	3
Entmai1|Entmai1_532577	AA11(55-184)	N	N	Y(1-24)	1
Entmai1|Entmai1_532923	AA11(16-182)	AA11	N	N	2
Entmai1|Entmai1_538172	GH24(21-157)	N	N	Y(1-23)	1
Entmai1|Entmai1_539634	AA11(33-173)	N	N	N	1
Entmai1|Entmai1_540604	GT2_Chitin_synth_2(382-877)	GT2	GT2	N	3
Entmai1|Entmai1_541254	GH18(26-351)	GH18+CBM2	GH18	N	3
Entmai1|Entmai1_541255	GH18(26-351)	GH18+CBM2	GH18	N	3
Entmai1|Entmai1_541914	GH20(159-464)	GH20	GH20	N	3
Entmai1|Entmai1_544088	CBM63(123-192)	N	N	Y(1-26)	1
Entmai1|Entmai1_545768	GT35(159-874)	GT35	GT35	N	3
Entmai1|Entmai1_546918	GH18(19-400)	N	N	N	1
Entmai1|Entmai1_547506	GT1(86-445)	N	N	N	1
Entmai1|Entmai1_551166	AA1(38-385)	AA1	N	N	2
Entmai1|Entmai1_551667	GH37(45-594)	GH37	GH37	N	3
Entmai1|Entmai1_552148	GT20(11-474)	GT20+CBM20	GT20+2.4.1.15	N	3
Entmai1|Entmai1_553252	AA11(20-185)	N	N	N	1
