Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
Entmai1|Entmai1_1068265	QKX53450.1|GH81|	52.0	394	159	3	25	388	953	1346	3.36e-113	364
Entmai1|Entmai1_1070368	QKX60855.1|GT22|	69.0	306	92	1	33	338	567	869	2.26e-138	418
Entmai1|Entmai1_1071076	AHX26715.1|GT2|	32.6	775	434	16	76	785	35	786	1.97e-104	375
Entmai1|Entmai1_1072127	AIE96983.1|GT7|	30.7	1248	680	34	38	1152	1	1196	1.63e-150	501
Entmai1|Entmai1_1073101	AWP09643.1|CBM13|GT27|	51.0	388	186	2	14	397	574	961	5.24e-128	401
Entmai1|Entmai1_1073230	CDS04937.1|GH18|	32.6	1921	1146	32	1196	3008	1258	3137	1.55e-302	996
Entmai1|Entmai1_1077908	AKU79211.1|GH20|	34.3	615	282	15	18	514	21	631	3.67e-114	356
Entmai1|Entmai1_1083440	CDS07813.1|GH37|	44.6	585	277	14	21	602	33	573	6.20e-160	475
Entmai1|Entmai1_1084537	CDS03806.1|GT48|	52.8	1773	797	17	66	1814	147	1903	0.0	1804
Entmai1|Entmai1_1085775	CDS08031.1|GT2|	46.0	1705	790	27	22	1618	8	1689	0.0	1436
Entmai1|Entmai1_1086896	AWP12516.1|GT29|	38.1	603	337	10	39	630	478	1055	5.53e-120	396
Entmai1|Entmai1_1089229	CAN97272.1|GH81|	40.0	655	361	13	16	650	76	718	1.23e-149	454
Entmai1|Entmai1_1089481	QBQ55251.1|CBM50|	34.7	956	538	16	22	974	21	893	3.73e-142	457
Entmai1|Entmai1_1096920	ADK37849.1|CBM18|CE4|	63.8	290	105	0	1	290	1	290	4.20e-134	387
Entmai1|Entmai1_1099455	CDS11918.1|CBM43|GH72|	43.4	458	221	10	3	423	7	463	1.03e-122	371
Entmai1|Entmai1_1100776	EGX49587.1|GT2|	47.1	1012	357	22	105	971	178	1156	8.19e-270	794
Entmai1|Entmai1_1100870	QKD62988.1|AA3|	37.1	636	326	13	19	586	41	670	2.13e-118	370
Entmai1|Entmai1_1101188	QJC51567.1|GH0|	28.6	1002	602	24	63	1001	49	1000	1.75e-118	394
Entmai1|Entmai1_1102535	VBB76690.1|AA3|	38.5	636	321	19	4	577	11	638	8.17e-119	370
Entmai1|Entmai1_111407	QCD84628.1|CBM43|	31.0	1108	652	24	52	1122	105	1136	7.03e-145	472
Entmai1|Entmai1_113561	CDS03190.1|GH0|	51.1	1228	471	17	25	1130	16	1235	0.0	1129
Entmai1|Entmai1_171438	AWO98658.1|GH37|	69.4	402	122	1	23	423	69	470	1.69e-195	579
Entmai1|Entmai1_23499	QEO24085.1|GH47|	54.3	372	161	4	9	375	837	1204	1.52e-124	391
Entmai1|Entmai1_244101	ADK37849.1|CBM18|CE4|	65.9	290	99	0	1	290	1	290	7.45e-142	407
Entmai1|Entmai1_248217	AWK40335.1|GH6|	34.1	700	407	7	153	799	180	878	1.48e-121	391
Entmai1|Entmai1_262108	CDS12794.1|GT39|	45.3	505	242	3	1	505	281	751	1.10e-156	468
Entmai1|Entmai1_272782	AIE96983.1|GT7|	32.9	1185	636	25	31	1140	92	1192	1.80e-182	589
Entmai1|Entmai1_301674	CDS05274.1|GT2|	52.3	979	385	16	14	941	85	1032	0.0	933
Entmai1|Entmai1_30420	EGX49587.1|GT2|	48.2	992	395	15	108	992	174	1153	8.78e-296	864
Entmai1|Entmai1_304211	CDS03806.1|GT48|	49.8	1826	794	24	102	1905	177	1901	0.0	1674
Entmai1|Entmai1_36506	CDS11103.1|GT66|	62.8	728	243	6	7	714	7	726	0.0	922
Entmai1|Entmai1_44802	APU66165.1|GH18|	67.1	283	90	3	24	306	1	280	2.61e-140	408
Entmai1|Entmai1_486100	QHG77622.1|CBM50|	77.3	220	49	1	32	250	56	275	8.64e-119	349
Entmai1|Entmai1_505650	AQS64499.1|CBM50|	35.2	522	313	9	3	507	19	532	1.55e-105	334
Entmai1|Entmai1_506189	ADK37843.1|CBM18|GH16_19|	53.2	293	126	3	5	297	6	287	2.51e-105	313
Entmai1|Entmai1_508802	AHX26715.1|GT2|	33.3	781	442	20	64	781	36	800	2.29e-107	390
Entmai1|Entmai1_510200	CDS09089.1|GT41|	49.7	1225	473	17	18	1130	294	1487	0.0	1026
Entmai1|Entmai1_511411	EIE79467.1|GH5_12|3.2.1.45	37.1	630	328	11	11	592	19	628	9.94e-125	389
Entmai1|Entmai1_515267	CDS03696.1|GH37|	38.2	595	322	10	6	584	22	586	7.85e-132	404
Entmai1|Entmai1_515373	AFK25797.1|GT2|	47.1	834	344	16	15	794	90	880	3.39e-232	677
Entmai1|Entmai1_515901	VUW72999.1|AA1|	51.9	651	258	12	148	758	3	638	3.31e-196	596
Entmai1|Entmai1_519567	CDS13093.1|GT57|	43.9	442	227	6	81	521	2	423	1.48e-121	369
