#	promoter	start	end	length
1	CONCODRAFT_59934	1420	2470	1051
2	CONCODRAFT_59935	4293	5343	1051
3	CONCODRAFT_18758	14546	15596	1051
4	CONCODRAFT_8831+CONCODRAFT_166210	18246	19891	1646
5	CONCODRAFT_t429	20632	21682	1051
6	CONCODRAFT_79622	21706	22490	785
7	CONCODRAFT_166211	24776	25826	1051
8	CONCODRAFT_t432	30697	31189	493
9	CONCODRAFT_8835	32154	33204	1051
10	CONCODRAFT_41412	33274	34324	1051
11	CONCODRAFT_41379	39728	40778	1051
12	CONCODRAFT_t430	42841	43891	1051
13	CONCODRAFT_8838	43915	44279	365
14	CONCODRAFT_18764	46950	48000	1051
15	CONCODRAFT_18765	53686	54736	1051
16	CONCODRAFT_t431	55057	56107	1051
17	CONCODRAFT_71965	60075	61125	1051
18	CONCODRAFT_71966	62812	63862	1051
19	CONCODRAFT_41389	67780	68830	1051
20	CONCODRAFT_8846	71630	72680	1051
21	CONCODRAFT_41406	75660	76710	1051
22	CONCODRAFT_8849	84301	84387	87
