#	promoter	start	end	length
1	CONCODRAFT_77485	1925	2975	1051
2	CONCODRAFT_15738	4416	5466	1051
3	CONCODRAFT_4037	8597	9647	1051
4	CONCODRAFT_77486	10033	10813	781
5	CONCODRAFT_15740	12990	14040	1051
6	CONCODRAFT_4040	18101	19151	1051
7	CONCODRAFT_4041	21858	22908	1051
8	CONCODRAFT_83692	24139	25189	1051
9	CONCODRAFT_55743	28230	28776	547
10	CONCODRAFT_77488+CONCODRAFT_t137	29221	30108	888
11	CONCODRAFT_77490+CONCODRAFT_t138	30907	31273	367
12	CONCODRAFT_77491	31295	31598	304
13	CONCODRAFT_68558+CONCODRAFT_121414	34411	35797	1387
14	CONCODRAFT_68561	39029	40079	1051
15	CONCODRAFT_47039	42245	43295	1051
16	CONCODRAFT_21721	43391	44441	1051
17	CONCODRAFT_4053	48688	49738	1051
18	CONCODRAFT_68564	52143	53193	1051
19	CONCODRAFT_81279	54846	55896	1051
20	CONCODRAFT_4058	62450	62646	197
21	CONCODRAFT_77497+CONCODRAFT_36234	63237	64137	901
22	CONCODRAFT_77499	67898	68948	1051
23	CONCODRAFT_77500	74599	74950	352
24	CONCODRAFT_t142	74975	75212	238
25	CONCODRAFT_68573	77067	77551	485
26	CONCODRAFT_36186	78409	79459	1051
27	CONCODRAFT_77502	84686	85736	1051
28	CONCODRAFT_36215	93516	94566	1051
29	CONCODRAFT_4070	104825	105875	1051
30	CONCODRAFT_77504	106040	107090	1051
31	CONCODRAFT_77506+CONCODRAFT_15763	113560	114041	482
32	CONCODRAFT_t141+CONCODRAFT_4075	115448	116782	1335
33	CONCODRAFT_121616	119607	119810	204
34	CONCODRAFT_77509+CONCODRAFT_83714	121096	122321	1226
35	CONCODRAFT_t140+CONCODRAFT_68583	128096	128815	720
36	CONCODRAFT_4080	131096	132146	1051
37	CONCODRAFT_4081	134786	135836	1051
38	CONCODRAFT_36233	141414	142464	1051
39	CONCODRAFT_4086	164898	165948	1051
40	CONCODRAFT_t139+CONCODRAFT_83718	166847	167698	852
41	CONCODRAFT_77510	171566	172616	1051
42	CONCODRAFT_4089	175255	176305	1051
43	CONCODRAFT_4090	177860	178910	1051
44	CONCODRAFT_4091	180535	181585	1051
45	CONCODRAFT_167908	181773	182685	913
46	CONCODRAFT_77511	185117	186167	1051
47	CONCODRAFT_15775	189873	190923	1051
48	CONCODRAFT_4095	194997	196047	1051
49	CONCODRAFT_77513	203014	204064	1051
50	CONCODRAFT_68597	213084	213209	126
