AA11.hmm	191	EC987|EC987_000735-T1	331	2.1e-40	1	171	16	179	0.890052356020942
AA11.hmm	191	EC987|EC987_001282-T1	329	3.2e-38	12	177	44	199	0.863874345549738
AA11.hmm	191	EC987|EC987_001284-T1	486	8.8e-41	18	163	54	182	0.759162303664921
AA11.hmm	191	EC987|EC987_001285-T1	325	2e-39	25	164	60	184	0.727748691099476
AA11.hmm	191	EC987|EC987_001287-T1	329	7e-38	13	177	45	199	0.858638743455497
AA11.hmm	191	EC987|EC987_001288-T1	342	1e-40	13	163	30	167	0.785340314136126
AA11.hmm	191	EC987|EC987_001289-T1	314	2.6e-38	26	163	61	182	0.717277486910995
AA11.hmm	191	EC987|EC987_001296-T1	327	4.5e-39	25	163	62	184	0.722513089005236
AA11.hmm	191	EC987|EC987_003821-T1	327	3.2e-39	17	164	51	186	0.769633507853403
AA11.hmm	191	EC987|EC987_004581-T1	208	3.1e-32	24	163	38	163	0.727748691099476
AA11.hmm	191	EC987|EC987_004806-T1	322	4.2e-38	2	167	22	178	0.863874345549738
AA11.hmm	191	EC987|EC987_006771-T1	329	1.5e-40	1	171	16	179	0.890052356020942
AA11.hmm	191	EC987|EC987_007017-T1	245	1.5e-06	38	146	58	189	0.565445026178011
AA11.hmm	191	EC987|EC987_007815-T1	281	1.8e-31	11	162	40	186	0.790575916230366
AA11.hmm	191	EC987|EC987_009912-T1	289	1.7e-32	1	163	21	173	0.848167539267016
AA11.hmm	191	EC987|EC987_011116-T1	218	1.2e-39	1	163	18	178	0.848167539267016
AA11.hmm	191	EC987|EC987_011145-T1	485	2.1e-37	7	163	16	158	0.816753926701571
AA11.hmm	191	EC987|EC987_011147-T1	519	1.7e-36	7	162	35	176	0.81151832460733
AA11.hmm	191	EC987|EC987_011616-T1	263	3.9e-06	21	146	45	194	0.654450261780105
AA11.hmm	191	EC987|EC987_012248-T1	355	8.5e-39	25	163	60	182	0.722513089005236
AA11.hmm	191	EC987|EC987_012524-T1	206	1.9e-28	13	163	41	180	0.785340314136126
AA11.hmm	191	EC987|EC987_012970-T1	224	2.2e-06	28	147	13	156	0.62303664921466
AA11.hmm	191	EC987|EC987_013902-T1	884	6e-37	7	163	37	179	0.816753926701571
AA11.hmm	191	EC987|EC987_014731-T1	205	9e-36	14	163	41	179	0.780104712041885
AA11.hmm	191	EC987|EC987_014732-T1	205	3e-35	16	163	43	179	0.769633507853403
AA11.hmm	191	EC987|EC987_014926-T1	205	5.1e-35	17	163	44	179	0.764397905759162
AA11.hmm	191	EC987|EC987_014927-T1	205	1.5e-36	14	163	41	179	0.780104712041885
AA11.hmm	191	EC987|EC987_014928-T1	206	6.7e-37	13	163	41	180	0.785340314136126
