AA11.hmm	191	Entmai1|Entmai1_1084740	230	2.1e-39	9	167	34	178	0.827225130890052
AA11.hmm	191	Entmai1|Entmai1_1085565	251	4.9e-41	11	166	36	176	0.81151832460733
AA11.hmm	191	Entmai1|Entmai1_1092784	397	2e-42	1	165	16	174	0.858638743455497
AA11.hmm	191	Entmai1|Entmai1_1101116	309	1.3e-34	11	163	38	185	0.795811518324607
AA11.hmm	191	Entmai1|Entmai1_487678	202	1.6e-41	1	163	11	167	0.848167539267016
AA11.hmm	191	Entmai1|Entmai1_487929	198	4.5e-39	11	168	21	172	0.821989528795812
AA11.hmm	191	Entmai1|Entmai1_494538	199	5.5e-32	24	163	48	173	0.727748691099476
AA11.hmm	191	Entmai1|Entmai1_505286	511	9.6e-38	1	162	260	416	0.842931937172775
AA11.hmm	191	Entmai1|Entmai1_511127	213	2.1e-36	14	177	39	187	0.853403141361257
AA11.hmm	191	Entmai1|Entmai1_532577	209	2.7e-31	24	163	55	184	0.727748691099476
AA11.hmm	191	Entmai1|Entmai1_532923	201	3.9e-40	1	171	16	182	0.890052356020942
AA11.hmm	191	Entmai1|Entmai1_539634	250	3.9e-36	10	163	33	173	0.801047120418848
AA11.hmm	191	Entmai1|Entmai1_553252	235	5.6e-37	5	172	20	185	0.87434554973822
AA11.hmm	191	Entmai1|Entmai1_574463	210	5.6e-30	24	162	55	183	0.722513089005236
AA11.hmm	191	Entmai1|Entmai1_579977	325	3.7e-41	1	163	15	172	0.848167539267016
AA11.hmm	191	Entmai1|Entmai1_580247	225	5.8e-36	11	172	34	181	0.842931937172775
AA11.hmm	191	Entmai1|Entmai1_617127	293	9.2e-46	11	163	53	192	0.795811518324607
AA11.hmm	191	Entmai1|Entmai1_617133	293	9.2e-46	11	163	53	192	0.795811518324607
AA11.hmm	191	Entmai1|Entmai1_617213	266	7.5e-43	12	163	22	157	0.790575916230366
AA11.hmm	191	Entmai1|Entmai1_617218	295	3.1e-43	11	163	35	172	0.795811518324607
AA11.hmm	191	Entmai1|Entmai1_617227	209	3.5e-46	2	176	17	185	0.910994764397906
AA11.hmm	191	Entmai1|Entmai1_617233	209	3.6e-46	2	176	17	185	0.910994764397906
AA11.hmm	191	Entmai1|Entmai1_625268	252	4e-06	20	146	33	183	0.659685863874346
AA11.hmm	191	Entmai1|Entmai1_625271	277	1.2e-06	40	123	59	158	0.43455497382199
AA11.hmm	191	Entmai1|Entmai1_626150	250	3.6e-42	11	162	32	173	0.790575916230366
AA11.hmm	191	Entmai1|Entmai1_641735	482	9.3e-41	1	168	18	177	0.87434554973822
AA11.hmm	191	Entmai1|Entmai1_656455	496	3.9e-42	1	165	18	176	0.858638743455497
AA11.hmm	191	Entmai1|Entmai1_657603	251	1.6e-33	10	163	33	173	0.801047120418848
AA11.hmm	191	Entmai1|Entmai1_738516	206	3e-35	1	163	15	168	0.848167539267016
AA11.hmm	191	Entmai1|Entmai1_740893	263	4.8e-13	11	78	33	96	0.350785340314136
AA1_3.hmm	312	Entmai1|Entmai1_1073803	480	6.4e-29	41	266	39	258	0.721153846153846
AA1.hmm	943	Entmai1|Entmai1_551166	538	4.4e-66	451	792	38	385	0.361611876988335
AA1.hmm	943	Entmai1|Entmai1_641851	506	5.3e-68	452	759	19	339	0.325556733828208
AA2.hmm	255	Entmai1|Entmai1_632246	269	4.9e-50	5	253	12	261	0.972549019607843
AA2.hmm	255	Entmai1|Entmai1_716405	349	3.5e-60	14	254	93	333	0.941176470588235
