AA11.hmm	191	EmuscRNA|TRINITY_DN101595_c0_g1_i1.p1	199	1.6e-37	3	162	8	164	0.832460732984293
AA11.hmm	191	EmuscRNA|TRINITY_DN105501_c0_g1_i1.p1	292	2.9e-44	11	163	37	176	0.795811518324607
AA11.hmm	191	EmuscRNA|TRINITY_DN105501_c0_g1_i2.p1	140	1.2e-42	11	141	21	140	0.680628272251309
AA11.hmm	191	EmuscRNA|TRINITY_DN105501_c0_g1_i3.p1	292	4.5e-44	11	163	37	176	0.795811518324607
AA11.hmm	191	EmuscRNA|TRINITY_DN105501_c0_g1_i4.p2	227	9.7e-41	46	163	3	111	0.612565445026178
AA11.hmm	191	EmuscRNA|TRINITY_DN106017_c1_g1_i1.p1	101	3e-09	15	76	42	97	0.319371727748691
AA11.hmm	191	EmuscRNA|TRINITY_DN106017_c1_g2_i1.p1	113	7.1e-09	15	73	42	94	0.303664921465969
AA11.hmm	191	EmuscRNA|TRINITY_DN106017_c1_g3_i1.p1	121	9.1e-09	15	73	42	94	0.303664921465969
AA11.hmm	191	EmuscRNA|TRINITY_DN106017_c1_g4_i1.p1	105	2e-09	15	76	42	97	0.319371727748691
AA11.hmm	191	EmuscRNA|TRINITY_DN106017_c1_g5_i1.p1	105	2e-09	15	76	42	97	0.319371727748691
AA11.hmm	191	EmuscRNA|TRINITY_DN107088_c0_g3_i1.p1	254	3.5e-06	28	147	44	187	0.62303664921466
AA11.hmm	191	EmuscRNA|TRINITY_DN107088_c0_g3_i2.p1	252	3.4e-06	28	147	42	185	0.62303664921466
AA11.hmm	191	EmuscRNA|TRINITY_DN107088_c0_g3_i3.p1	209	3.9e-06	43	147	15	142	0.544502617801047
AA11.hmm	191	EmuscRNA|TRINITY_DN113168_c3_g3_i1.p1	145	4.3e-34	1	134	17	145	0.696335078534031
AA11.hmm	191	EmuscRNA|TRINITY_DN113168_c3_g4_i1.p1	281	2.4e-19	103	163	2	59	0.31413612565445
AA11.hmm	191	EmuscRNA|TRINITY_DN113168_c3_g4_i2.p1	283	2.4e-19	103	163	2	59	0.31413612565445
AA11.hmm	191	EmuscRNA|TRINITY_DN113168_c3_g5_i2.p1	251	2.9e-39	17	163	2	131	0.764397905759162
AA11.hmm	191	EmuscRNA|TRINITY_DN113168_c3_g5_i4.p1	211	1.1e-25	73	163	6	91	0.471204188481675
AA11.hmm	191	EmuscRNA|TRINITY_DN113168_c3_g5_i6.p1	157	1.2e-39	1	143	19	156	0.743455497382199
AA11.hmm	191	EmuscRNA|TRINITY_DN113168_c3_g5_i8.p1	210	5.2e-29	65	163	2	90	0.513089005235602
AA11.hmm	191	EmuscRNA|TRINITY_DN113168_c3_g5_i9.p1	152	2e-39	1	143	14	151	0.743455497382199
AA11.hmm	191	EmuscRNA|TRINITY_DN113168_c3_g7_i1.p1	145	2.2e-33	1	134	17	145	0.696335078534031
AA11.hmm	191	EmuscRNA|TRINITY_DN125885_c0_g1_i1.p1	101	2.3e-14	1	77	18	98	0.397905759162304
AA11.hmm	191	EmuscRNA|TRINITY_DN38647_c0_g1_i1.p1	116	2.9e-12	11	72	59	116	0.319371727748691
AA11.hmm	191	EmuscRNA|TRINITY_DN540_c0_g1_i1.p1	106	3e-17	11	114	15	106	0.539267015706806
AA11.hmm	191	EmuscRNA|TRINITY_DN72089_c1_g1_i1.p1	101	8.2e-09	11	76	34	95	0.340314136125654
AA11.hmm	191	EmuscRNA|TRINITY_DN72089_c1_g2_i1.p1	101	3.6e-09	11	76	34	95	0.340314136125654
