AA11.hmm	191	N168|N168.mRNA.1038.1	276	2.2e-06	73	150	168	250	0.403141361256544
AA11.hmm	191	N168|N168.mRNA.1162.1	217	2.8e-07	73	162	7	102	0.465968586387435
AA11.hmm	191	N168|N168.mRNA.1163.1	224	8.2e-06	75	175	70	182	0.523560209424084
AA11.hmm	191	N168|N168.mRNA.1164.1	81	2.3e-07	74	141	8	80	0.350785340314136
AA11.hmm	191	N168|N168.mRNA.1476.1	286	1.5e-40	1	163	22	176	0.848167539267016
AA11.hmm	191	N168|N168.mRNA.1479.1	113	5.6e-08	75	147	9	86	0.37696335078534
AA11.hmm	191	N168|N168.mRNA.2523.1	531	1.8e-42	12	165	23	159	0.801047120418848
AA11.hmm	191	N168|N168.mRNA.3458.1	312	2.1e-36	12	163	45	182	0.790575916230366
AA11.hmm	191	N168|N168.mRNA.4244.1	197	6.4e-36	15	171	25	164	0.816753926701571
AA11.hmm	191	N168|N168.mRNA.481.1	370	4.2e-46	1	163	66	223	0.848167539267016
AA11.hmm	191	N168|N168.mRNA.5249.1	200	5.2e-22	87	162	1	71	0.392670157068063
AA11.hmm	191	N168|N168.mRNA.5250.1	314	3.9e-45	1	161	22	177	0.837696335078534
AA11.hmm	191	N168|N168.mRNA.5282.1	303	3.3e-40	12	166	21	158	0.806282722513089
AA11.hmm	191	N168|N168.mRNA.5700.1	292	2.3e-40	2	163	24	177	0.842931937172775
AA11.hmm	191	N168|N168.mRNA.7861.1	150	1.8e-12	28	140	51	149	0.586387434554974
AA11.hmm	191	N168|N168.mRNA.7912.1	280	3.3e-40	2	181	24	189	0.93717277486911
AA11.hmm	191	N168|N168.mRNA.8072.1	272	1.6e-07	29	148	57	189	0.62303664921466
AA11.hmm	191	N168|N168.mRNA.8489.1	277	1.3e-16	2	109	23	124	0.56020942408377
AA11.hmm	191	N168|N168.mRNA.8512.1	379	2e-41	1	163	23	179	0.848167539267016
AA11.hmm	191	N168|N168.mRNA.9025.1	300	3.6e-42	1	163	14	170	0.848167539267016
AA11.hmm	191	N168|N168.mRNA.9756.1	298	2.4e-36	12	163	45	179	0.790575916230366
AA1_2.hmm	337	N168|N168.mRNA.484.1	459	7.9e-34	35	330	4	300	0.875370919881306
