Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
EmuscRNA|TRINITY_DN100023_c1_g1_i1.p1	GT15(82-364)	N	N	N	1
EmuscRNA|TRINITY_DN100047_c0_g2_i2.p1	PL1_4(118-308)	N	N	N	1
EmuscRNA|TRINITY_DN100059_c0_g1_i1.p1	GT15(57-351)	GT15	N	N	2
EmuscRNA|TRINITY_DN100066_c1_g1_i1.p1	GT3(57-680)	GT3	GT3	N	3
EmuscRNA|TRINITY_DN100213_c1_g1_i1.p1	GT15(55-327)	GT15	GT15	N	3
EmuscRNA|TRINITY_DN100290_c1_g2_i1.p1	GT1(243-418)	N	N	N	1
EmuscRNA|TRINITY_DN100443_c1_g1_i1.p1	GH72(19-316)	GH72	CBM43+GH72	N	3
EmuscRNA|TRINITY_DN100502_c0_g4_i1.p1	GH17(42-305)	N	N	N	1
EmuscRNA|TRINITY_DN100513_c1_g1_i21.p1	GT39(89-325)	GT39	N	N	2
EmuscRNA|TRINITY_DN100513_c1_g1_i8.p1	GT39(89-325)	GT39	GT39	N	3
EmuscRNA|TRINITY_DN100519_c1_g1_i1.p1	AA7(28-454)	N	N	N	1
EmuscRNA|TRINITY_DN100622_c0_g1_i1.p1	GT62(1-96)	GT62	N	N	2
EmuscRNA|TRINITY_DN100634_c1_g2_i1.p1	GH5_9(77-386)	GH5	N	N	2
EmuscRNA|TRINITY_DN100634_c1_g2_i2.p1	GH5_9(77-386)	GH5	N	N	2
EmuscRNA|TRINITY_DN100645_c1_g1_i1.p1	AA3_2(41-629)	AA3	AA3	N	3
EmuscRNA|TRINITY_DN100812_c0_g1_i1.p1	GT4(208-383)	GT4	GT4	N	3
EmuscRNA|TRINITY_DN100812_c0_g1_i2.p1	GT4(208-383)	GT4	GT4	N	3
EmuscRNA|TRINITY_DN101530_c0_g1_i1.p1	GH72(2-137)	N	N	N	1
EmuscRNA|TRINITY_DN101595_c0_g1_i1.p1	AA11(8-164)	N	N	N	1
EmuscRNA|TRINITY_DN101956_c1_g1_i1.p1	GH72(11-289)	N	N	N	1
EmuscRNA|TRINITY_DN101993_c3_g1_i1.p1	GT50(133-436)	GT50	GT50	N	3
