# BUSCO version is: 5.4.4 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
494at4751	Complete	k141_543805	2	13469	+	2506.0	2589	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Complete	k141_1813409	1114	10389	-	1050.4	1857	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Complete	k141_2141965	1	5549	-	2676.9	1583	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Complete	k141_310579	1	4732	+	1538.8	1209	https://www.orthodb.org/v10?query=3534at4751	SNF2-related, N-terminal domain
4409at4751	Missing
4466at4751	Complete	k141_57728	408	8046	-	1771.0	1828	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Complete	k141_750031	1	5556	-	2336.5	1359	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Complete	k141_639016	3540	9001	+	608.9	878	https://www.orthodb.org/v10?query=5995at4751	Protein kinase domain
6186at4751	Fragmented	k141_869164	1	4259	+	212.8	582	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Complete	k141_1694344	1	2808	-	417.9	582	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Complete	k141_327104	164	4345	-	1133.8	897	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Complete	k141_1456678	5204	12416	+	1793.8	1418	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Fragmented	k141_1022426	1	3788	-	400.4	541	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Complete	k141_530767	518	4745	+	204.5	745	https://www.orthodb.org/v10?query=7545at4751	Anaphase-promoting complex subunit 1
8406at4751	Fragmented	k141_451352	1	3438	-	263.2	316	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Fragmented	k141_2053920	5116	8263	+	1178.0	814	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Missing
10531at4751	Complete	k141_1030379	1344	5807	+	552.9	890	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Complete	k141_333706	3124	7263	+	1407.7	1004	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12812at4751	Complete	k141_232780	835	5264	+	228.9	376	https://www.orthodb.org/v10?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Missing
13224at4751	Fragmented	k141_626054	750	5114	+	100.1	308	https://www.orthodb.org/v10?query=13224at4751	Nucleoporin, Nup133/Nup155-like, N-terminal
13605at4751	Complete	k141_435572	1014	7801	+	532.2	1132	https://www.orthodb.org/v10?query=13605at4751	clathrin-coated vesicle protein
14295at4751	Duplicated	k141_1861569	2	6596	+	1136.9	816	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	k141_622254	461	4157	-	1304.8	797	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Complete	k141_2004325	2734	7893	-	1659.9	1246	https://www.orthodb.org/v10?query=14441at4751	DNA-directed RNA polymerase subunit
14523at4751	Complete	k141_379978	1937	5255	-	883.4	827	https://www.orthodb.org/v10?query=14523at4751	Exportin-1
14793at4751	Complete	k141_1618522	2370	6723	+	328.8	768	https://www.orthodb.org/v10?query=14793at4751	Nucleoporin Pom152
14986at4751	Complete	k141_357316	837	4646	-	780.5	725	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
17174at4751	Complete	k141_668873	1986	5315	+	762.4	615	https://www.orthodb.org/v10?query=17174at4751	DNA polymerase gamma
18809at4751	Complete	k141_908680	619	3331	-	157.9	440	https://www.orthodb.org/v10?query=18809at4751	RIC1-domain-containing protein
20600at4751	Complete	k141_158925	928	3861	+	1213.3	762	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20952at4751	Missing
21651at4751	Complete	k141_149277	1778	6217	-	798.3	646	https://www.orthodb.org/v10?query=21651at4751	DNA topoisomerase 2
21689at4751	Complete	k141_485698	719	4230	+	573.3	658	https://www.orthodb.org/v10?query=21689at4751	WD40 repeat
22982at4751	Complete	k141_1405203	2388	5695	-	1235.1	832	https://www.orthodb.org/v10?query=22982at4751	isoleucine-tRNA ligase
22992at4751	Complete	k141_599943	572	3821	-	231.4	436	https://www.orthodb.org/v10?query=22992at4751	WD40/YVTN repeat-like-containing domain superfamily
23198at4751	Complete	k141_1468638	924	5284	-	1450.8	1110	https://www.orthodb.org/v10?query=23198at4751	Glycogen debranching enzyme
23856at4751	Complete	k141_1645793	2	4821	+	658.8	977	https://www.orthodb.org/v10?query=23856at4751	Transcription elongation factor Spt6
24198at4751	Complete	k141_1686920	3526	7582	+	379.1	738	https://www.orthodb.org/v10?query=24198at4751	Armadillo-type fold
25020at4751	Complete	k141_684849	1964	6183	+	737.6	755	https://www.orthodb.org/v10?query=25020at4751	Condensin complex subunit 1
25161at4751	Missing
26329at4751	Complete	k141_1755425	413	4028	-	1383.2	954	https://www.orthodb.org/v10?query=26329at4751	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
27008at4751	Missing
29512at4751	Missing
31256at4751	Missing
31324at4751	Complete	k141_512260	6491	10508	-	492.2	729	https://www.orthodb.org/v10?query=31324at4751	Nrap protein
32164at4751	Complete	k141_1032896	323	3505	-	559.1	648	https://www.orthodb.org/v10?query=32164at4751	Importin beta-1 subunit
33984at4751	Complete	k141_705231	1	2763	-	803.2	651	https://www.orthodb.org/v10?query=33984at4751	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
34223at4751	Fragmented	k141_1012729	1797	4512	-	95.0	412	https://www.orthodb.org/v10?query=34223at4751	Nucleoporin, Nup133/Nup155-like, C-terminal
34706at4751	Complete	k141_1615293	3209	6898	+	588.2	715	https://www.orthodb.org/v10?query=34706at4751	MIF4G-like domain superfamily
34830at4751	Complete	k141_475775	1	3962	-	705.0	722	https://www.orthodb.org/v10?query=34830at4751	Elongator complex protein 1
36610at4751	Complete	k141_408988	3676	7471	-	356.6	606	https://www.orthodb.org/v10?query=36610at4751	Tubulin-specific chaperone D
37028at4751	Complete	k141_73356	4475	6769	+	804.4	606	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37573at4751	Duplicated	k141_522313	525	3846	+	802.1	503	https://www.orthodb.org/v10?query=37573at4751	Helicase, C-terminal
37573at4751	Duplicated	k141_138873	890	3733	+	833.5	492	https://www.orthodb.org/v10?query=37573at4751	Helicase, C-terminal
37642at4751	Complete	k141_1385603	1673	4647	-	221.9	390	https://www.orthodb.org/v10?query=37642at4751	RNB-domain-containing protein
38031at4751	Complete	k141_1865666	1543	4866	+	151.1	510	https://www.orthodb.org/v10?query=38031at4751	Cap binding protein
38184at4751	Complete	k141_701600	2919	6588	-	553.9	516	https://www.orthodb.org/v10?query=38184at4751	AP-3 complex subunit delta
