Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
EV274|EV274_000008-T1	CAC9909034.1|GT8|	67.8	391	125	1	12	402	333	722	2.95e-184	533
EV274|EV274_000009-T1	QAV16303.1|GH13_5|	59.0	483	195	3	3	484	4	484	1.41e-219	618
EV274|EV274_000084-T1	ABL63820.1|GT48|	52.9	1741	730	18	231	1938	192	1875	0.0	1779
EV274|EV274_000094-T1	AIE96983.1|GT7|	32.5	1311	683	32	108	1334	1	1193	1.39e-191	620
EV274|EV274_000221-T1	CDS04937.1|GH18|	29.3	2951	1823	59	301	3111	310	3137	0.0	1188
EV274|EV274_000228-T1	CDS07286.1|GT50|	48.2	438	196	8	2	410	30	465	1.12e-115	351
EV274|EV274_000329-T1	CAC9909034.1|GT8|	64.0	378	135	1	20	397	347	723	9.49e-171	499
EV274|EV274_000429-T1	AWP12516.1|GT29|	36.6	640	359	14	41	670	473	1075	4.54e-114	381
EV274|EV274_000433-T1	SVE85332.1|GH9|	50.0	916	430	9	6	902	418	1324	6.83e-110	372
EV274|EV274_000472-T1	CCD47155.1|GT35|	59.7	804	320	4	76	878	75	875	0.0	984
EV274|EV274_000494-T1	QGI58483.1|AA2|	56.2	354	143	5	4	353	10	355	4.65e-124	365
EV274|EV274_000504-T1	XP_003718214.1|AA3|	37.0	665	349	14	9	625	1	643	7.56e-124	385
EV274|EV274_000505-T1	SMR50199.1|AA3|	36.7	641	356	14	12	618	11	635	7.71e-124	384
EV274|EV274_000551-T1	CED83340.1|GT31|	32.8	962	505	24	270	1100	959	1910	4.69e-130	443
EV274|EV274_000605-T1	CDS09089.1|GT41|	49.5	1231	484	18	369	1498	294	1487	0.0	1017
EV274|EV274_000632-T1	CDS13004.1|GT20|	52.8	761	344	7	15	766	25	779	1.57e-296	836
EV274|EV274_000664-T1	AIT83212.1|GT4|	64.1	306	108	1	2	307	11	314	1.86e-132	399
EV274|EV274_000753-T1	AZB41019.1|GH13_5|	46.7	484	252	3	20	503	2	479	8.86e-154	452
EV274|EV274_000891-T1	AKU79211.1|GH20|	35.0	608	308	9	25	547	25	630	5.58e-126	389
EV274|EV274_000953-T1	QBS45783.1|GH31|	49.1	700	339	13	49	742	40	728	1.52e-233	673
EV274|EV274_000973-T1	AIE96983.1|GT7|	30.2	1231	697	29	23	1132	7	1196	2.60e-154	511
EV274|EV274_001001-T1	CBA03971.1|GT30|	68.0	394	123	2	7	399	4	395	1.17e-182	540
EV274|EV274_001037-T1	VUW72999.1|AA1|	52.3	641	264	10	144	749	26	659	7.21e-198	598
EV274|EV274_001124-T1	BAA19857.1|GT2|2.4.1.16	57.0	768	315	8	69	830	83	841	1.31e-297	844
EV274|EV274_001128-T1	BAA34296.1|GT4|	45.9	423	221	7	2	421	6	423	2.81e-115	349
EV274|EV274_001215-T1	CDS09314.1|GT39|	46.7	730	360	5	9	733	83	788	1.99e-225	657
EV274|EV274_001252-T1	CCA14548.1|GT2|	52.1	317	150	2	2	317	439	754	2.53e-106	331
EV274|EV274_001383-T1	AFK25797.1|GT2|	46.6	835	351	16	518	1299	88	880	2.84e-219	677
EV274|EV274_001525-T1	QKX56076.1|GH51|	42.8	446	245	5	70	506	904	1348	3.98e-109	362
EV274|EV274_001632-T1	CDS11918.1|CBM43|GH72|	47.8	456	224	5	10	452	10	464	2.23e-148	437
EV274|EV274_001633-T1	CDS11918.1|CBM43|GH72|	47.6	456	225	5	10	452	10	464	5.08e-146	433
EV274|EV274_001815-T1	QKX56076.1|GH51|	51.0	776	354	7	94	861	838	1595	1.85e-242	729
EV274|EV274_001841-T1	CDS12794.1|GT39|	46.2	715	332	9	96	796	74	749	1.41e-210	618
EV274|EV274_002123-T1	AKU79211.1|GH20|	36.7	637	309	12	1	548	1	632	1.21e-139	423
EV274|EV274_002439-T1	QBQ55251.1|CBM50|	31.9	864	495	16	52	893	31	823	1.11e-105	360
EV274|EV274_002440-T1	QBQ55243.1|CBM50|	34.0	815	451	24	12	806	10	757	2.90e-107	365
EV274|EV274_002450-T1	CAN65674.1|GH28|	37.2	557	314	10	119	666	94	623	1.31e-111	371
EV274|EV274_002478-T1	CDS12794.1|GT39|	41.0	851	330	6	71	920	74	753	1.50e-217	640
EV274|EV274_002506-T1	CDS10110.1|GT15|	59.0	307	123	2	36	341	67	371	2.86e-140	409
EV274|EV274_002507-T1	CDS10110.1|GT15|	58.3	307	125	2	47	352	67	371	1.28e-138	403
EV274|EV274_002560-T1	ADK37842.1|GH16_19|	55.6	279	120	2	30	306	18	294	3.33e-121	357
EV274|EV274_002576-T1	VDD19117.1|GT95|	83.4	289	46	2	6	293	81	368	2.68e-164	477
EV274|EV274_002590-T1	QFF92519.1|GH5_9|	42.3	392	214	6	24	411	28	411	8.26e-110	333
EV274|EV274_002641-T1	CDS10110.1|GT15|	49.8	333	157	3	13	335	23	355	2.79e-116	346
EV274|EV274_002642-T1	CDS10110.1|GT15|	47.9	351	177	3	13	357	12	362	1.68e-118	352
EV274|EV274_002663-T1	QEO24085.1|GH47|	50.9	371	173	4	33	398	838	1204	1.53e-118	376
EV274|EV274_002712-T1	QKX53119.1|GH72|	45.5	490	236	6	19	492	9	483	5.46e-134	427
EV274|EV274_002754-T1	CDS03806.1|GT48|	50.1	1821	804	20	128	1939	176	1901	0.0	1703
EV274|EV274_002830-T1	AWP04987.1|GT13|	38.9	671	310	12	60	669	90	721	2.99e-131	426
EV274|EV274_002932-T1	AAH68840.1|GT2|	72.0	236	66	0	3	238	30	265	7.27e-124	356
EV274|EV274_002934-T1	VDC69778.1|CE8|	44.9	610	324	8	135	740	658	1259	1.67e-164	513
EV274|EV274_002999-T1	ADK37844.1|GH16_4|	63.0	324	118	2	56	378	1	323	4.91e-158	451
EV274|EV274_003090-T1	CED83340.1|GT31|	39.2	784	428	18	383	1125	1143	1918	3.56e-163	536
EV274|EV274_003092-T1	CDS03806.1|GT48|	51.4	1759	803	18	81	1819	174	1901	0.0	1743
EV274|EV274_003138-T1	CDS06367.1|GH38|	45.7	1054	523	12	22	1061	26	1044	0.0	991
EV274|EV274_003147-T1	CUI24525.1|GH19|	62.7	311	110	2	42	346	18	328	2.46e-120	382
EV274|EV274_003286-T1	APU66165.1|GH18|	68.8	282	86	2	31	312	1	280	2.24e-142	412
EV274|EV274_003322-T1	AMJ52391.1|GH47|	40.8	475	243	12	25	467	95	563	1.93e-117	360
EV274|EV274_003339-T1	QCD84628.1|CBM43|	27.8	1092	696	24	57	1123	104	1128	6.64e-107	369
EV274|EV274_003604-T1	CDS08047.1|GT15|	47.5	326	165	2	51	370	46	371	2.04e-106	322
