Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
EV274|EV274_000009-T1	GH13_5(30-372)	GH13+CBM20	GH13_5	N	3
EV274|EV274_000034-T1	GH17(41-287)	N	N	N	1
EV274|EV274_000084-T1	GT48(893-1667)	GT48	GT48	N	3
EV274|EV274_000086-T1	AA11(58-185)	N	N	N	1
EV274|EV274_000201-T1	GH47(242-694)	N	N	N	1
EV274|EV274_000228-T1	GT50(103-401)	GT50	GT50	N	3
EV274|EV274_000312-T1	AA6(8-200)	N	N	N	1
EV274|EV274_000467-T1	GH17(214-463)	N	N	N	1
EV274|EV274_000472-T1	GT35(163-877)	GT35	GT35	N	3
EV274|EV274_000494-T1	AA2(102-338)	N	AA2	Y(1-21)	2
EV274|EV274_000496-T1	CBM63(129-198)	N	N	Y(1-29)	1
EV274|EV274_000504-T1	AA3_2(32-624)	N	AA3	N	2
EV274|EV274_000505-T1	AA3_2(31-620)	N	AA3	Y(1-26)	2
EV274|EV274_000632-T1	GT20(14-487)	GT20+CBM20	GT20	N	3
EV274|EV274_000652-T1	GH18(111-482)	N	N	Y(1-28)	1
EV274|EV274_000747-T1	GH17(89-333)	N	N	Y(1-22)	1
EV274|EV274_000753-T1	GH13_5(50-388)	GH13+CBM20	GH13_5	N	3
EV274|EV274_000770-T1	AA11(20-176)	N	N	Y(1-22)	1
EV274|EV274_000817-T1	AA7(59-493)	N	N	N	1
EV274|EV274_000891-T1	GH20(163-498)	N	GH20	N	2
EV274|EV274_000926-T1	AA11(26-173)	N	N	Y(1-18)	1
EV274|EV274_000953-T1	GH31(365-596)	GH31+CBM32	GH31	N	3
EV274|EV274_001004-T1	GH18(24-365)	GH18+CBM12+CBM2+CBM5	N	Y(1-22)	2
EV274|EV274_001048-T1	GT59(52-440)	GT59	N	N	2
EV274|EV274_001113-T1	GT2_Chitin_synth_2(504-1016)	N	N	N	1
EV274|EV274_001124-T1	GT2_Chitin_synth_1(158-320)	GT2	GT2+2.4.1.16	N	3
EV274|EV274_001128-T1	GT4(209-394)	GT4	GT4	N	3
EV274|EV274_001215-T1	GT39(64-302)	GT39	GT39	N	3
EV274|EV274_001322-T1	GT1(256-469)	N	N	N	1
EV274|EV274_001383-T1	GT2_Chitin_synth_2(832-1329)	GT2	GT2	N	3
EV274|EV274_001432-T1	GT8(7-228)	GT8	N	N	2
EV274|EV274_001447-T1	GT1(227-465)	N	N	N	1
EV274|EV274_001509-T1	GH18(3-370)	N	N	N	1
EV274|EV274_001531-T1	AA11(57-190)	N	N	N	1
EV274|EV274_001576-T1	CE1(26-283)	N	N	N	1
EV274|EV274_001632-T1	GH72(18-315)	GH72+CBM43	CBM43+GH72	Y(1-19)	3
EV274|EV274_001633-T1	GH72(18-315)	GH72+CBM43	CBM43+GH72	Y(1-19)	3
EV274|EV274_001653-T1	GH16_3(221-491)	N	N	N	1
EV274|EV274_001703-T1	GT57(165-316)	GT57	N	N	2
EV274|EV274_001754-T1	GT1(200-392)	N	N	N	1
